sample_id,annotation_priority,suggested_difficulty_label,required_evidence_ids,evidence_context,qa,num_required_sentences,suggested_answer_directly_found,blind_sufficient,blind_reason,human_valid,human_difficulty_label,human_answer_directly_found,human_evidence_ids,human_notes,story_name,source_index,attribute,fairytale_scope,fairytale_explicitness,full_context_numbered,removal_summary,selector_difficulty,selector_evidence_ids,selector_answer_directly_found,selector_reason
EV028,high,Medium,[3],[S3] she was much pleased and ran up at once to pick it ; but that very moment it disappeared and reappeared somewhat further away .,"Q: what will the king's daughter do when the lily reappears further away ?
A: chase after it .",1,no,yes,"S3 implies that the daughter will chase after the lily as she previously ran to pick it, and the lily moving further away suggests she will continue this behavior.",,,,,,werewolf,43,prediction,local,implicit,"[S0] so when the latter stepped out , she had to listen to all sorts of abuse from her step - sister , as was to be expected .
[S1] yet she paid no attention to her , and thought only of how she might find the flower of which the old woman had spoken .
[S2] they went through the forest , and suddenly she saw a beautiful white lily growing in their very path .
[S3] she was much pleased and ran up at once to pick it ; but that very moment it disappeared and reappeared somewhat further away .","S3: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Medium,[3],no,S3 shows the princess's prior action (running to pick the lily) and implies her likely response to the lily reappearing further away.
EV029,repair,Hard,"[2, 3]","[S2] "" give her the slipper , and let her try it on , "" said the prince , and the eldest sister was forced to obey .
[S3] and what was the horror of the bystanders , as she drew it off , to see that she had cut off the tops of her toes in order to get it on .","Q: how did everyone know that the elder sister clipped off the tops of her toes to get the shoe on ?
A: the prince ordered her to take off her shoe .",2,no,no,The evidence sentences do not mention the prince ordering her to take off her shoe. They only state that she cut off the tops of her toes and that the bystanders were horrified when she drew it off.,,,,,,nippit-fit-and-clippit-fit,76,action,local,implicit,"[S0] so the whole party turned back ; and when they reached the laird 's house the prince ordered a search to be made in the courtyard .
[S1] and the bonnie little sister was soon discovered and brought out , all blushes and confusion , from her hiding - place behind the caldron .
[S2] "" give her the slipper , and let her try it on , "" said the prince , and the eldest sister was forced to obey .
[S3] and what was the horror of the bystanders , as she drew it off , to see that she had cut off the tops of her toes in order to get it on .
[S4] but it fitted her little sister 's foot exactly , without either paring or clipping ; and when the prince saw that it was so , he lifted the elder sister down from his horse and lifted the little one up in her place , and carried her home to his palace , where the wedding was celebrated with great rejoicing ; and for the rest of their lives they were the happiest couple in the whole kingdom .",,Hard,"[2, 3]",no,"S2 establishes the shoe was tried on, and S3 reveals the horror when the shoe was removed, showing the cause (clipping toes) and effect (discovery)."
EV030,high,Medium,[1],"[S1] the girl could scarcely believe her good fortune , and , in gratitude for all the kindness shown her , was so useful and pleasant to her husband 's parents that they soon loved her .","Q: how did the girl feel after she was allowed to marry the prince ?
A: happy .",1,no,yes,"S1 does not explicitly state 'happy,' but the girl's gratitude and the positive description of her actions imply she felt happy after marrying the prince.",,,,,,the-one-handed-girl,258,feeling,local,implicit,"[S0] of course the king and queen would have preferred a daughter - in - law with two hands , and one who could have brought riches with her , but they could not bear to say ' no ' to their son , so they told him it should be as he chose , and that the wedding feast should be prepared immediately .
[S1] the girl could scarcely believe her good fortune , and , in gratitude for all the kindness shown her , was so useful and pleasant to her husband 's parents that they soon loved her .
[S2] by and bye a baby was born to her , and soon after that the prince was sent on a journey by his father to visit some of the distant towns of the kingdom , and to set right things that had gone wrong .
[S3] no sooner had he started than the girl 's brother , who had wasted all the riches his wife had brought him in recklessness and folly , and was now very poor , chanced to come into the town , and as he passed he heard a man say , ' do you know that the king 's son has married a woman who has lost one of her hands ?
[S4] ' on hearing these words the brother stopped and asked , ' where did he find such a woman ?
[S5] ' ' in the forest , ' answered the man , and the cruel brother guessed at once it must be his sister .","S1: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Medium,[1],no,"S1 states the girl 'could scarcely believe her good fortune,' which supports the inference that she felt happy. The answer is not directly stated but is a simple interpretation."
EV031,high,Medium,[7],"[S7] they themselves went back to the king 's castle , and it is easy to imagine what grief they caused when they told of the prince 's death .","Q: what happened after the serving-men went back to the king's castle ?
A: many people grieved .",1,no,yes,"S7 implies that the serving-men caused grief by telling of the prince's death, which supports the inference that many people grieved.",,,,,,princess-glass-mountain,55,outcome resolution,local,implicit,"[S0] now sorrow unheard of reigned among the people , and all pleaded for the little prince .
[S1] but the king 's word could not be recalled .
[S2] his serving - men did not dare disobey , took the boy in their midst , and set forth .
[S3] and when they had gone a long way into the forest , they saw a swine - herd tending his pigs .
[S4] then one said to another : "" it does not seem right to me to lay hand on the king 's son ; let us buy a pig instead and take its heart , then all will believe it is the heart of the prince .
[S5] "" the other serving - men thought that he spoke wisely , so they bought a pig from the swine - herd , led it into the wood , butchered it and took its heart .
[S6] then they told the prince to go his way and never return .
[S7] they themselves went back to the king 's castle , and it is easy to imagine what grief they caused when they told of the prince 's death .","S7: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Easy,[7],yes,S7 directly states the grief caused by the serving-men's return to the castle.
EV032,repair,Medium,[8],"[S8] and , of course , after all these lucky happenings , the youngest princess was anxious to try what her fortune might be ; so the very night , in high good humour , she tripped away down to the old witch 's cottage .","Q: why did the youngest princess want to find out her fortune ?
A: her sisters ' fortunes were good .",1,no,no,"The context does not provide information about the sisters' fortunes, so the target answer is unsupported.",,,,,,the-black-bull-of-norroway,415,causal relationship,local,implicit,"[S0] and i 've heard tell that they drew her to the palace of a great and wealthy prince , who married her ; but that is outside my story .
[S1] a few weeks afterwards , the second princess thought that she would do as her sister had done , and go down to the hen - wife 's cottage , and tell her that she , too , was going out into the world to seek her fortune .
[S2] and , of course , in her heart of hearts she hoped that what had happened to her sister would happen to her also .
[S3] and , curious to say , it did .
[S4] for the old hen - wife sent her to look out at her back door , and she went , and , lo and behold !
[S5] another coach - and - six was coming along the road .
[S6] and when she went and told the old woman , she smiled upon her kindly , and told her to hurry home , for the coach - and - six was her fortune also , and that it had come for her .
[S7] so she , too , ran home , and got into her grand carriage , and was driven away .
[S8] and , of course , after all these lucky happenings , the youngest princess was anxious to try what her fortune might be ; so the very night , in high good humour , she tripped away down to the old witch 's cottage .",,Medium,[8],no,"S8 implies the youngest princess's motivation by referencing her sisters' 'lucky happenings,' which are established in prior sentences (S0-S7)."
EV033,repair,Medium,"[0, 1]","[S0] when they got to the edge of the lake what did they find but the beautifullest boat you ever saw in your life ; and says the eldest , ' i 'll take a sail in this fine boat ' ; and says the second eldest , ' i 'll take a sail in this fine boat ' ; and says the youngest , ' i wo n't take a sail in that fine boat , for i am afraid it 's an enchanted one .
[S1] ' but the others persuaded her to go in , and her father was just going in after her , when up sprung on the deck a little man only seven inches high , and ordered him to stand back .","Q: who were in the boat after the little man pushed it away ?
A: the three daughters .",2,no,no,"The evidence sentences do not explicitly mention who was in the boat after the little man pushed it away, making the target answer unsupported.",,,,,,the-three-crowns,471,character,local,implicit,"[S0] when they got to the edge of the lake what did they find but the beautifullest boat you ever saw in your life ; and says the eldest , ' i 'll take a sail in this fine boat ' ; and says the second eldest , ' i 'll take a sail in this fine boat ' ; and says the youngest , ' i wo n't take a sail in that fine boat , for i am afraid it 's an enchanted one .
[S1] ' but the others persuaded her to go in , and her father was just going in after her , when up sprung on the deck a little man only seven inches high , and ordered him to stand back .
[S2] well , all the men put their hands to their swords ; and if the same swords were only playthings , they were n't able to draw them , for all strength that was left their arms .
[S3] seven inches loosened the silver chain that fastened the boat , and pushed away , and after grinning at the four men , says he to them .
[S4] ' bid your daughters and your brides farewell for awhile .
[S5] you , ' says he to the youngest , ' need n't fear , you 'll recover your princess all in good time , and you and she will be as happy as the day is long .
[S6] bad people , if they were rolling stark naked in gold , would not be rich .
[S7] good - bye .
[S8] ' away they sailed , and the ladies stretched out their hands , but were n't able to say a word .",,Medium,"[0, 1]",yes,S0 and S1 establish that the three daughters were in the boat before it was pushed away.
EV034,high,Medium,[18],"[S18] the prince was frightened , but he was afraid to say anything , and seven inches made him sit down to dinner between himself and his bride ; and he 'd be as happy as the day is long , only for the sight of the stone men in the corner .","Q: how did the youngest prince feel after he saw his bride again ?
A: happy .",1,no,yes,"S18 does not directly state 'happy,' but it implies the prince would be happy if not for the sight of the stone men, supporting the simple inference.",,,,,,the-three-crowns,479,feeling,summary,implicit,"[S0] guards were set till next morning , and then down went the second prince , and sure enough , the youngest of all got himself let down on the third day .
[S1] he went down perches and perches , while it was as dark about him as if he was in a big pot with a cover on .
[S2] at last he saw a glimmer far down , and in a short time he felt the ground .
[S3] out he came from the big lime - kiln , and , lo !
[S4] and behold you , there was a wood , and green fields , and a castle in a lawn , and a bright sky over all .
[S5] ' it 's in tir - na - n - oge i am , ' says he .
[S6] ' let 's see what sort of people are in the castle .
[S7] ' on he walked , across fields and lawn , and no one was there to keep him out or let him into the castle ; but the big hall - door was wide open .
[S8] he went from one fine room to another that was finer , and at last he reached the handsomest of all , with a table in the middle .
[S9] and such a dinner as was laid upon it !
[S10] the prince was hungry enough , but he was too mannerly to eat without being invited .
[S11] so he sat by the fire , and he did not wait long till he heard steps , and in came seven inches with the youngest sister by the hand .
[S12] well , prince and princess flew into one another 's arms , and says the little man , says he , ' why are n't you eating ?
[S13] ' ' i think , sir , ' says the prince , ' it was only good manner to wait to be asked .
[S14] ' ' the other princes did n't think so , ' says he .
[S15] ' each of them fell to without leave , and only gave me the rough words when i told them they were making more free than welcome .
[S16] well , i do n't think they feel much hunger now .
[S17] there they are , good marble instead of flesh and blood , ' says he , pointing to two statues , one in one corner , and the other in the other corner of the room .
[S18] the prince was frightened , but he was afraid to say anything , and seven inches made him sit down to dinner between himself and his bride ; and he 'd be as happy as the day is long , only for the sight of the stone men in the corner .
[S19] well , that day went by , and when the next came , says seven inches to him , ' now , you 'll have to set out that way , ' pointing to the sun , ' and you 'll find the second princess in a giant 's castle this evening , when you 'll be tired and hungry , and the eldest princess to - morrow evening ; and you may as well bring them here with you .
[S20] you need not ask leave of their masters ; and perhaps if they ever get home , they 'll look on poor people as if they were flesh and blood like themselves .
[S21] '","S18: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Easy,[18],yes,S18 explicitly states the prince was 'as happy as the day is long' after reuniting with his bride.
EV035,repair,Hard,"[7, 8]","[S7] oh , such shrieks as the ladies gave !
[S8] and such running and racing and peeping down as there was !","Q: how did the two princesses feel after their princes fell down ?
A: sad .",2,no,no,"The evidence sentences describe the ladies' shrieks, running, and peeping, but do not explicitly or implicitly indicate that the princesses felt 'sad' after their princes fell down.",,,,,,the-three-crowns,493,feeling,local,implicit,"[S0] they had n't been long at work when a tailor came in , and he sat down and began to talk .
[S1] you all heard how the two princess were loth to be married till the youngest would be ready with her crowns and her sweetheart .
[S2] but after the windlass loosened accidentally when they were pulling up her bridegroom that was to be , there was no more sign of a well , or a rope , or a windlass , than there is on the palm of your hand .
[S3] so the princes that were courting the eldest ladies would n't give peace or ease to their lovers nor the king till they got consent to the marriage , and it was to take place this morning .
[S4] myself went down out of curiousity , and to be sure i was delighted with the grand dresses of the two brides , and the three crowns on their heads -- gold , silver , and copper , one inside the other .
[S5] the youngest was standing by mournful enough , and all was ready .
[S6] the two bridegrooms came in as proud and grand as you please , and up they were walking to the altar rails , when the boards opened two yards wide under their feet , and down they went among the dead men and the coffins in the vaults .
[S7] oh , such shrieks as the ladies gave !
[S8] and such running and racing and peeping down as there was !
[S9] but the clerk soon opened the door of the vault , and up came the two princes , their fine clothes covered an inch thick with cobwebs and mould .",,Hard,"[7, 8]",no,"S7 and S8 describe the princesses' emotional reactions (shrieks, running, peeping) to the princes' fall, supporting the inference that they felt sad."
EV036,high,Hard,"[6, 7, 8, 10]","[S6] they had no sooner come in sight of this fall of water , than they heard a rolling sound behind them , and looking back , they beheld the skull of a woman rolling along the beach .
[S7] it seemed to be pursuing them , and it came on with great speed ; when , behold , from out of the woods hard by , appeared a headless body , which made for the beach with the utmost dispatch .
[S8] the skull too advanced toward it , and when they looked again , lo !
[S10] they now might well be in extreme fear , for they knew not how to escape her .","Q: how will the sons and their father feel seeing the skull ?
A: terrified .",4,no,yes,"The evidence sentences describe the eerie and threatening scene involving the skull, which implies fear, though 'terrified' is not directly stated.",,,,,,the-crane-that-crossed-the-river,199,feeling,summary,implicit,"[S0] changed , but the same , with ghastly looks and arms that were withered , she appeared to her sons as they returned from the hunt , in the twilight , in the close of the day .
[S1] at night she darkly unlatched the lodge - door and glided in , and bent over them as they sought to sleep .
[S2] oftenest it was her bare brow , white , and bony , and bodyless , that they saw floating in the air , and making a mock of them in the wild paths of the forest , or in the midnight darkness of the lodge .
[S3] she was a terror to all their lives , and she made every spot where they had seen her , hideous to the living eye ; so that after being long buffeted and beset , they at last resolved , together with their father , now stricken in years , to leave the country .
[S4] they began a journey toward the south .
[S5] after traveling many days along the shore of a great lake , they passed around a craggy bluff , and came upon a scene where there was a rough fall of waters , and a river issuing forth from the lake .
[S6] they had no sooner come in sight of this fall of water , than they heard a rolling sound behind them , and looking back , they beheld the skull of a woman rolling along the beach .
[S7] it seemed to be pursuing them , and it came on with great speed ; when , behold , from out of the woods hard by , appeared a headless body , which made for the beach with the utmost dispatch .
[S8] the skull too advanced toward it , and when they looked again , lo !
[S9] they had united , and were making all haste to come up with the hunter and his two sons .
[S10] they now might well be in extreme fear , for they knew not how to escape her .
[S11] at this moment , one of them looked out and saw a stately crane sitting on a rock in the middle of the rapids .
[S12] they called out to the bird , "" see , grandfather , we are persecuted .
[S13] come and take us across the falls that we may escape her .
[S14] "" the crane so addressed was of extraordinary size , and had arrived at a great old age , and , as might be expected , he sat , when first descried by the two sons , in a state of profound thought , revolving his long experience of life there in the midst of the most violent eddies .
[S15] when he heard himself appealed to , the crane stretched forth his neck with great deliberation , and lifting himself slowly by his wings , he flew across to their assistance .
[S16] "" be careful , "" said the old crane , "" that you do not touch the crown of my head .
[S17] i am bald from age and long service , and very tender at that spot .
[S18] should you be so unlucky as to lay a hand upon it , i shall not be able to avoid throwing you both in the rapids .
[S19] ""","S6: decision=keep, can_still_answer=no, reason=The remaining evidence does not directly state or clearly imply the emotional reaction of the sons and their father to seeing the skull.
S7: decision=keep, can_still_answer=no, reason=The remaining evidence mentions fear and the presence of the skull, but does not explicitly state or sufficiently imply that the sons and their father will feel terrified.
S8: decision=keep, can_still_answer=no, reason=The remaining evidence describes the appearance of the skull and the headless body but does not explicitly state or imply the emotional reaction of the sons and their father.
S10: decision=keep, can_still_answer=no, reason=The remaining evidence describes the appearance of the skull and its movement but does not provide any information about the emotional reaction of the sons and their father.",Hard,"[6, 7, 8, 10]",no,"S6-8 describe the terrifying pursuit by the skull and headless body, and S10 confirms their extreme fear."
EV037,high,Easy,[6],"[S6] in this way she earned more than she needed for herself , and soon was able to get another mortar and cooking pot in exchange for her corn .","Q: how was the girl able to get another pot and mortar ?
A: exchanged corn for them .",1,yes,yes,S6 directly states that the girl got another mortar and cooking pot in exchange for her corn.,,,,,,the-one-handed-girl,243,action,local,implicit,"[S0] now the brother was filled with envy at the words of the man , and he set out at once , and before dawn he had reached the hut , and saw the pot and the mortar were standing outside .
[S1] he slung them over his shoulders and departed , pleased with his own cleverness ; but when his sister awoke and sought for the pot to cook her corn for breakfast , she could find it nowhere .
[S2] at length she said to herself , ' well , some thief must have stolen them while i slept .
[S3] i will go and see if any of my pumpkins are ripe .
[S4] ' and indeed they were , and so many that the tree was almost broken by the weight of them .
[S5] so she ate what she wanted and took the others to the village , and gave them in exchange for corn , and the women said that no pumpkins were as sweet as these , and that she was to bring every day all that she had .
[S6] in this way she earned more than she needed for herself , and soon was able to get another mortar and cooking pot in exchange for her corn .
[S7] then she thought she was quite rich .","S6: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Easy,[6],yes,S6 explicitly states the sister obtained another mortar and pot by exchanging corn.
EV038,high,Easy,[1],"[S1] he was by no means a model serving - man ; but then his master was none of the best , either , for he let him go all that time in the same clothes he had worn when he entered his service , until , finally , one patch elbowed the other .","Q: what happened to the youth's clothes over the three years ?
A: they were worn in .",1,yes,yes,"S1 directly states that the youth's clothes were worn in the same condition for a long time, implying they were worn in.",,,,,,youth-who-was-to-serve-three-years-without-pay,296,outcome resolution,local,implicit,"[S0] so the youth served out his three years , and did better than they had expected him to do .
[S1] he was by no means a model serving - man ; but then his master was none of the best , either , for he let him go all that time in the same clothes he had worn when he entered his service , until , finally , one patch elbowed the other .
[S2] now when his master was to go to do his buying , he set out as early as possible in the morning .
[S3] "" costly wares are only to be seen by day , "" said he , "" they are not drifting about the street so early .
[S4] it will probably cost me enough as it is , for what i find is a matter of purest chance .
[S5] "" the first thing he saw on the street was an old woman , who was carrying a covered basket .
[S6] "" good - day , granny , "" said the man .
[S7] "" and good - day to you , daddy , "" said the old woman .","S1: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Medium,[1],no,S1 implies the clothes were worn in by describing them as patched until 'one patch elbowed the other.'
EV039,repair,Medium,[6],"[S6] her attachment to the fairy wood , therefore , grew with her years .","Q: why did leelinau's parent suspect that some evil spirit had enticed leelinau ?
A: leelinau was isolated .",1,no,no,"The context only mentions Leelinau's attachment to the fairy wood growing with her years, but does not provide any information about her isolation or her parents' suspicions.",,,,,,leelinau-the-lost-daughter,405,causal relationship,summary,implicit,"[S0] but amid all the leafy haunts , none drew her steps toward it so often as a forest of pines , on the open shore , called manitowok , or the sacred wood .
[S1] it was one of those hallowed places which is the resort of the little wild men of the woods , and of the turtle spirits or fairies which delight in romantic scenes .
[S2] owing to this circumstance , its green retirement was seldom visited by indians , who feared to fall under the influence of its mischievous inhabitants .
[S3] and whenever they were compelled by stress of weather to make a landing on this part of the coast , they never failed to leave an offering of tobacco , or some other token , to show that they desired to stand well with the proprietors of the fairy ground .
[S4] to this sacred spot leelinau had made her way at an early age , gathering strange flowers and plants , which she would bring home to her parents , and relate to them all the haps and mishaps that had occurred in her rambles .
[S5] although they discountenanced her frequent visits to the place , they were not able to restrain them , for she was of so gentle and delicate a temper that they feared to thwart her .
[S6] her attachment to the fairy wood , therefore , grew with her years .
[S7] if she wished to solicit her spirits to procure pleasant dreams , or any other maiden favor , leelinau repaired to the manitowok .
[S8] if her father remained abroad in the hunt later than usual , and it was feared that he had been overwhelmed by the tempest , or had met with some other mischance , leelinau offered up her prayers for safety at the manitowok .
[S9] it was there that she fasted , mused , and strolled .",,Medium,[6],no,"S6 states her parents suspected an evil spirit due to her engrossment, which implies isolation as the cause."
EV040,repair,Easy,[20],[S20] if you follow these my instructions you will accomplish your object of doing good to your fellow - creatures by teaching them the knowledge i now teach you .,"Q: what will happen when wunzh follows the stranger's instructions ?
A: wunzh 's wish will come true .",1,no,no,"S20 mentions accomplishing the object of doing good by teaching knowledge, but it does not explicitly state that Wunzh's wish will come true.",,,,,,wunzh-the-father-of-indian-corn,453,outcome resolution,summary,implicit,"[S0] the brave wunzh felt that his strength of body was even less than on the day before , but the courage of his mind seemed to grow .
[S1] observing this , and how wunzh put his whole heart in the struggle , the stranger again spoke to him in the words he used before , adding : "" to - morrow will be your last trial .
[S2] be strong , my friend , for this is the only way in which you can overcome me and obtain the boon you seek .
[S3] "" the light which shone after him as he left wunzh was brighter than before .
[S4] on the third day he came again and renewed the struggle .
[S5] very faint in body was poor wunzh , but he was stronger at heart than ever , and determined to prevail now or perish .
[S6] he put forth his utmost powers , and after a contest more severe than either of the others , the stranger ceased his efforts , and declared himself conquered .
[S7] for the first time he entered wunzh 's little fasting - lodge .
[S8] sitting down beside the youth , he began to deliver his instructions to him and to inform him in what manner he should proceed to take advantage of his victory .
[S9] "" you have won your desire of the great spirit , "" said the beautiful stranger .
[S10] "" you have wrestled manfully .
[S11] to - morrow will be the seventh day of your fasting .
[S12] your father will give you food to strengthen you , and as it is the last day of trial you will prevail .
[S13] i know this , and now tell you what you must do to benefit your family and your people .
[S14] tomorrow , "" he repeated , "" i shall meet you and wrestle with you for the last time .
[S15] as soon as you have prevailed against me , you will strip off my garments and throw me down , clean the earth of roots and weeds , make it soft , and bury me in the spot .
[S16] when you have done this , leave my body in the earth , and do not disturb it .
[S17] come at times to visit the place , to see whether i have come to life .
[S18] above all be careful to never let the grass or weeds grow upon my grave .
[S19] once a month cover me with fresh earth .
[S20] if you follow these my instructions you will accomplish your object of doing good to your fellow - creatures by teaching them the knowledge i now teach you .
[S21] "" he then shook wunzh by the hand and disappeared , but he was gone so soon that wunzh could not tell what direction he took .
[S22] in the morning , wunzh 's father came to his lodge with some slight refreshments , saying : "" my son , you have fasted long enough .
[S23] if the great spirit will favor you , he will do it now .
[S24] it is seven days since you have tasted food , and you must not sacrifice your life .
[S25] the master of life does not require that .
[S26] "" "" my father , "" replied wunzh , "" wait till the sun goes down .
[S27] i have a particular reason for extending my fast to that hour .
[S28] "" "" very well , "" said the old man , "" i shall wait till the hour arrives , and you shall be inclined to eat .
[S29] "" at his usual hour of appearing , the beautiful sky - visitor returned , and the trial of strength was renewed .
[S30] although he had not availed himself of his father 's offer of food , wunzh felt that new strength had been given him .
[S31] his heart was mighty within him to achieve some great purpose .
[S32] courage was like the eagle that spreads his wings within the tree - top for a great flight , within the bosom of the brave wunzh .
[S33] he grasped his angel challenger with supernatural strength and threw him down .
[S34] mindful of his own instructions , he tore from him his beautiful garments and plume .
[S35] finding him dead , he immediately buried him on the spot , using all the precautions he had been told of .
[S36] very confident was wunzh , all the time , that his friend would again come to life .",,Easy,[20],yes,"S20 directly states that following the instructions will accomplish Wunzh's object of doing good, which aligns with the target answer."
EV041,high,Hard,"[9, 10]","[S9] and as he stood before the king he said : "" i know that i have deserved my father 's anger ; yet i can not hide the truth ; for i let out the wild man .
[S10] "" then the queen turned white , and the others as well , for there was not one who was not fond of the prince .","Q: why did the queen and the others turn white ?
A: the little prince confessed .",2,no,yes,"The evidence implies that the queen and others turned white due to the prince's confession, though it is not explicitly stated.",,,,,,princess-glass-mountain,53,causal relationship,local,implicit,"[S0] when they learned at the king 's court that the wild man had broken out , there was great commotion , and the queen sent people over hill and dale to look for him .
[S1] but he was gone and he stayed gone .
[S2] thus matters went for a while and the queen grew more and more unhappy ; for she expected her husband to return every day .
[S3] and when he did reach shore his first question was whether the wild man had been well guarded .
[S4] then the queen had to confess how matters stood , and told him how everything had happened .
[S5] but the king was enraged beyond measure , and said he would punish the malefactor , no matter who he might be .
[S6] and he ordered a great investigation at his court , and every human being in it had to testify .
[S7] but no one knew anything .
[S8] at last the little prince also had to come forward .
[S9] and as he stood before the king he said : "" i know that i have deserved my father 's anger ; yet i can not hide the truth ; for i let out the wild man .
[S10] "" then the queen turned white , and the others as well , for there was not one who was not fond of the prince .
[S11] at last the king spoke : "" never shall it be said of me that i was false to my vow , even for the sake of my own flesh and blood !
[S12] no , you must die the death you have deserved .
[S13] "" and with that he gave the order to take the prince to the forest and kill him .
[S14] and they were to bring back the boy 's heart as a sign that his command had been obeyed .","S9: decision=keep, can_still_answer=no, reason=The remaining evidence does not explain why the queen and the others turned white; it only describes their reaction, not the cause.
S10: decision=keep, can_still_answer=no, reason=The remaining evidence does not explain why the queen and the others turned white; the confession is not mentioned or implied.",Hard,"[9, 10]",no,S10 states the queen turned white due to the prince's confession (S9).
EV042,repair,Hard,"[2, 3]","[S2] "" the following evening the princess pretended to be quite unhappy .
[S3] she was well aware , said she , that he did not attach much importance to her love , when he would not even tell her what she wanted so much to know .","Q: why did the princess pretend to be unhappy ?
A: to trick the youth .",2,no,no,"The evidence sentences do not explicitly state the princess's intent to trick the youth; they only describe her pretending to be unhappy and her awareness of his lack of interest, but the purpose is not directly provided.",,,,,,youth-who-was-to-serve-three-years-without-pay,309,causal relationship,local,implicit,"[S0] "" o , yes , "" said the youth .
[S1] "" you shall know about it , but first of all let us be married ; before that nothing counts !
[S2] "" the following evening the princess pretended to be quite unhappy .
[S3] she was well aware , said she , that he did not attach much importance to her love , when he would not even tell her what she wanted so much to know .
[S4] if he could not even oblige her in such a small matter , his love could not amount to a great deal .
[S5] then the youth fell into despair , and to make up with her again , he told her everything .
[S6] she lost no time , and let the king and queen know all about it .
[S7] thereupon they agreed as to how they would go about getting the youth 's ring away from him , and then , thought they , it would not really be hard to get rid of him .",,Hard,"[2, 3]",no,"S2 shows the princess pretending to be unhappy, and S3 explains her motive (to pressure the youth to reveal his secret), supporting the inference of trickery."
EV043,high,Easy,[3],"[S3] no sooner had he started than the girl 's brother , who had wasted all the riches his wife had brought him in recklessness and folly , and was now very poor , chanced to come into the town , and as he passed he heard a man say , ' do you know that the king 's son has married a woman who has lost one of her hands ?","Q: how did the brother know his sister got married to a prince ?
A: he overheard a man talking about her .",1,yes,yes,"S3 directly states that the brother heard a man talking about the king's son having married a woman, which supports the claim that he overheard a man talking about her.",,,,,,the-one-handed-girl,259,action,local,implicit,"[S0] of course the king and queen would have preferred a daughter - in - law with two hands , and one who could have brought riches with her , but they could not bear to say ' no ' to their son , so they told him it should be as he chose , and that the wedding feast should be prepared immediately .
[S1] the girl could scarcely believe her good fortune , and , in gratitude for all the kindness shown her , was so useful and pleasant to her husband 's parents that they soon loved her .
[S2] by and bye a baby was born to her , and soon after that the prince was sent on a journey by his father to visit some of the distant towns of the kingdom , and to set right things that had gone wrong .
[S3] no sooner had he started than the girl 's brother , who had wasted all the riches his wife had brought him in recklessness and folly , and was now very poor , chanced to come into the town , and as he passed he heard a man say , ' do you know that the king 's son has married a woman who has lost one of her hands ?
[S4] ' on hearing these words the brother stopped and asked , ' where did he find such a woman ?
[S5] ' ' in the forest , ' answered the man , and the cruel brother guessed at once it must be his sister .","S3: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Easy,[3],yes,"S3 directly states the brother 'heard a man say,' which is a close paraphrase of the target answer 'he overheard a man talking about her.'"
EV044,high,Easy,[8],"[S8] he was greatly relieved , as weeks went on , to find that , in spite of his having done so , no harm befell him .","Q: why was the poor man greatly relieved ?
A: nothing happened to him when he followed his master 's orders .",1,yes,yes,S8 directly states that the poor man was relieved because no harm befell him despite following his master's orders.,,,,,,the-fairies-of-merlin-crag,388,causal relationship,local,implicit,"[S0] when he was finished he looked round for his strange visitor , but she had vanished completely .
[S1] he could not tell how , nor where .
[S2] putting up his spade , he wended his way homewards , and going straight to his master , he told him the whole story .
[S3] he suggested that in future the peats should be taken from the other end of the moor .
[S4] but the master only laughed .
[S5] he was a strong , hearty man , and had no belief in ghosts , or elves , or fairies , or any other creature that he could not see .
[S6] although he laughed , he was vexed that his servant should believe in such things , so to cure him , as he thought , of his superstition , he ordered him to take a horse and cart and go back at once , and lift all the peats and bring them to dry in the farm steading .
[S7] the poor man obeyed with much reluctance .
[S8] he was greatly relieved , as weeks went on , to find that , in spite of his having done so , no harm befell him .","S8: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Easy,[8],yes,S8 directly states the man's relief because no harm occurred after following orders.
