sample_id,annotation_priority,suggested_difficulty_label,full_context_qa,required_evidence_ids,human_valid,human_difficulty_label,human_answer_directly_found,human_evidence_ids,human_notes,num_required_sentences,suggested_answer_directly_found,blind_sufficient,blind_reason,story_name,source_index,attribute,fairytale_scope,fairytale_explicitness,full_context_numbered,full_context_zh,removal_summary,selector_difficulty,selector_evidence_ids,selector_answer_directly_found,selector_reason,evidence_context_zh,qa_zh,evidence_context,qa
EV080,high,Easy,"Full context:
[S0] the man returned home .
[S1] yet , in about a year 's time nearly all his children had died .
[S2] in the terror of his heart he turned to the lord of the great mountain .
[S3] he beat on the tree ; the red - coat came and led him into the palace .
[S4] there he told of his misfortune and begged the god to protect him .
[S5] the lord of the mountain smiled : "" did i not tell you in the start that the quick and the dead tread different paths , and that it is not well if they abide near each other permanently ? ""
[S6] "" now you see what has happened ! ""
[S7] yet he sent his messenger to fetch the man 's father .
[S8] the father came and the god spake to him as follows : "" i forgave you your offense and sent you back to your home as a field - god . ""
[S9] "" it was your duty to bring happiness to your family . ""
[S10] "" instead , nearly all of your grand - children have died off . ""
[S11] "" why is this ? ""
[S12] and the father said : "" i had been away from home so long that i was overjoyed to return . ""
[S13] "" besides i had meat and drink in overflowing measure . ""
[S14] "" so i thought of my little grand - children and called them to me . ""
[S15] then the lord of the great mountain appointed another field - god for that village , and also gave the father another place .
[S16] and from that time no further misfortune happened to the family of hu - wu - bau .

QA:
Q: what will the lord of the mountain do when hu-wu-bau's father does not fulfill his duty ?
A: appoint another field - god for that village , and also give the father another place .",[15],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-dangerous-reward,79,prediction,summary,explicit,"[S0] the man returned home .
[S1] yet , in about a year 's time nearly all his children had died .
[S2] in the terror of his heart he turned to the lord of the great mountain .
[S3] he beat on the tree ; the red - coat came and led him into the palace .
[S4] there he told of his misfortune and begged the god to protect him .
[S5] the lord of the mountain smiled : "" did i not tell you in the start that the quick and the dead tread different paths , and that it is not well if they abide near each other permanently ? ""
[S6] "" now you see what has happened ! ""
[S7] yet he sent his messenger to fetch the man 's father .
[S8] the father came and the god spake to him as follows : "" i forgave you your offense and sent you back to your home as a field - god . ""
[S9] "" it was your duty to bring happiness to your family . ""
[S10] "" instead , nearly all of your grand - children have died off . ""
[S11] "" why is this ? ""
[S12] and the father said : "" i had been away from home so long that i was overjoyed to return . ""
[S13] "" besides i had meat and drink in overflowing measure . ""
[S14] "" so i thought of my little grand - children and called them to me . ""
[S15] then the lord of the great mountain appointed another field - god for that village , and also gave the father another place .
[S16] and from that time no further misfortune happened to the family of hu - wu - bau .","[S0] 男人回家了。
[S1] 然而大约一年后，他几乎所有的孩子都死了。
[S2] 惊恐之下，他转向大山之主求助。
[S3] 他敲击那棵树；红衣使者出现并带他进入宫殿。
[S4] 在那里，他诉说了自己的不幸，祈求神灵保护。
[S5] 山神微笑道：""我一开始不是告诉过你，生者与死者走的是不同的路，如果他们长期相邻而居不会有好结果吗？""
[S6] ""现在你看到发生了什么！""
[S7] 但他还是派使者去请男人的父亲。
[S8] 父亲来了，神对他说：""我宽恕了你的过错，让你回家做田神。""
[S9] ""你的职责是给家人带来幸福。""
[S10] ""然而，你几乎所有的孙辈都死了。""
[S11] ""这是为什么？""
[S12] 父亲说：""我离家太久，回来时欣喜若狂。""
[S13] ""而且我有吃不完的肉和喝不完的酒。""
[S14] ""所以我想念我的小孙辈们，就叫他们来陪我。""
[S15] 于是大山之主为那个村庄另派了一位田神，也给父亲安排了另一个职位。
[S16] 从那以后，胡乌堡的家族再没遭遇不幸。",,Easy,[15],yes,,[S15] 于是大山之主为那个村庄另派了一位田神，也给父亲安排了另一个职位。,"Q: 当胡乌堡的父亲未能履行职责时，山神会怎么做？
A: 为那个村庄另派一位田神，也给父亲安排另一个职位。","[S15] then the lord of the great mountain appointed another field - god for that village , and also gave the father another place .","Q: what will the lord of the mountain do when hu-wu-bau's father does not fulfill his duty ?
A: appoint another field - god for that village , and also give the father another place ."
EV081,high,Easy,"Full context:
[S0] "" it 's quite clear that they love each other , "" said the little page , "" as clear as crystal ! ""
[S1] and the king doubled his salary a second time .
[S2] "" what an honour ! "" cried all the courtiers .
[S3] after the banquet there was to be a ball .
[S4] the bride and bridegroom were to dance the rose - dance together , and the king had promised to play the flute .
[S5] he played very badly , but no one had ever dared to tell him so , because he was the king .
[S6] indeed , he knew only two airs , and was never quite certain which one he was playing ; but it made no matter , for , whatever he did , everybody cried out , "" charming ! ""
[S7] "" charming ! ""
[S8] the last item on the programme was a grand display of fireworks , to be let off exactly at midnight .
[S9] the little princess had never seen a firework in her life , so the king had given orders that the royal pyrotechnist should be in attendance on the day of her marriage .

QA:
Q: why did the king give orders that the royal pyrotechnist should be in attendance on the day of her marriage ?
A: the little princess had never seen a firework in her life .",[9],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,remarkable-rocket,80,causal relationship,local,explicit,"[S0] "" it 's quite clear that they love each other , "" said the little page , "" as clear as crystal ! ""
[S1] and the king doubled his salary a second time .
[S2] "" what an honour ! "" cried all the courtiers .
[S3] after the banquet there was to be a ball .
[S4] the bride and bridegroom were to dance the rose - dance together , and the king had promised to play the flute .
[S5] he played very badly , but no one had ever dared to tell him so , because he was the king .
[S6] indeed , he knew only two airs , and was never quite certain which one he was playing ; but it made no matter , for , whatever he did , everybody cried out , "" charming ! ""
[S7] "" charming ! ""
[S8] the last item on the programme was a grand display of fireworks , to be let off exactly at midnight .
[S9] the little princess had never seen a firework in her life , so the king had given orders that the royal pyrotechnist should be in attendance on the day of her marriage .","[S0] ""很明显他们相爱了，""小侍从说，""清楚得像水晶一样！""
[S1] 国王再次给他加薪。
[S2] ""多么荣耀啊！""所有朝臣都喊道。
[S3] 宴会结束后将举行舞会。
[S4] 新娘和新郎要一起跳玫瑰舞，国王答应吹笛伴奏。
[S5] 他吹得很糟糕，但没人敢告诉他，因为他是国王。
[S6] 实际上，他只会两首曲子，而且从来不确定自己吹的是哪一首；但这没关系，因为无论他做什么，每个人都会喊""太棒了！""
[S7] ""太棒了！""
[S8] 节目的最后一项是在午夜准时燃放盛大的烟花。
[S9] 小公主一生中从未见过烟花，所以国王下令在她婚礼当天要有皇家烟花师待命。",,Easy,[9],yes,,[S9] 小公主一生中从未见过烟花，所以国王下令在她婚礼当天要有皇家烟花师待命。,"Q: 为什么国王下令皇家烟花师要在她婚礼当天待命？
A: 因为小公主一生中从未见过烟花。","[S9] the little princess had never seen a firework in her life , so the king had given orders that the royal pyrotechnist should be in attendance on the day of her marriage .","Q: why did the king give orders that the royal pyrotechnist should be in attendance on the day of her marriage ?
A: the little princess had never seen a firework in her life ."
EV082,high,Easy,"Full context:
[S0] then , after some time had passed , the youngest decided to set out to herd the king 's hares , and told his father of his intention .
[S1] he thought that would be just the work for him , to loaf about in forest and field , look for strawberry patches , herd a flock of hares , and lie down and sleep in the sun between times .
[S2] his father thought that there was other work that would suit him better , and that even if he fared no worse than his brothers , it was quite certain that he would fare no better .
[S3] whoever herded the king 's hares must not drag along as though he had lead in his soles , or like a fly on a limerod .
[S4] and that when the hares took to their heels , it was a horse of another color from catching flees with gloved hands .
[S5] whoever wanted to escape with a whole back , would have to be more than quick and nimble , and swifter than a bird .
[S6] but there was nothing he could do .
[S7] esben merely kept on saying that he wanted to go to court and serve the king , for he would not take service with any lesser master , said he .
[S8] and he would see to the hares , they could not be much worse than a herd of goats or of calves .
[S9] and with that he took his knapsack and strolled comfortably down the hill .

QA:
Q: why did the youngest think herding the king's hares would be just the work for him ?
A: to loaf about in the forest and field , look for strawberry patches , herd a flock of hares , and lie down and sleep in the sun between times .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,kings-hares,81,causal relationship,local,explicit,"[S0] then , after some time had passed , the youngest decided to set out to herd the king 's hares , and told his father of his intention .
[S1] he thought that would be just the work for him , to loaf about in forest and field , look for strawberry patches , herd a flock of hares , and lie down and sleep in the sun between times .
[S2] his father thought that there was other work that would suit him better , and that even if he fared no worse than his brothers , it was quite certain that he would fare no better .
[S3] whoever herded the king 's hares must not drag along as though he had lead in his soles , or like a fly on a limerod .
[S4] and that when the hares took to their heels , it was a horse of another color from catching flees with gloved hands .
[S5] whoever wanted to escape with a whole back , would have to be more than quick and nimble , and swifter than a bird .
[S6] but there was nothing he could do .
[S7] esben merely kept on saying that he wanted to go to court and serve the king , for he would not take service with any lesser master , said he .
[S8] and he would see to the hares , they could not be much worse than a herd of goats or of calves .
[S9] and with that he took his knapsack and strolled comfortably down the hill .","[S0] 过了一段时间，小儿子决定出发去放牧国王的野兔，并告诉了父亲他的打算。
[S1] 他觉得这工作正适合他——在森林和田野间闲逛，找草莓地，放牧一群野兔，期间还能躺在阳光下睡觉。
[S2] 他父亲认为有更适合他的工作，而且即使他不比哥哥们差，也肯定不会比他们强。
[S3] 放牧国王野兔的人不能像鞋底灌了铅一样慢吞吞，或者像石灰棒上的苍蝇一样。
[S4] 当野兔逃跑时，戴着手套抓跳蚤和抓野兔完全是两码事。
[S5] 想全身而退的人必须比鸟儿更敏捷迅速。
[S6] 但他无能为力。
[S7] 埃斯本只是不停地说他要去宫廷为国王服务，因为他不会为任何地位更低的主人工作。
[S8] 而且他会照看好野兔，它们不会比一群山羊或小牛更难管。
[S9] 说完，他背上背包，悠闲地走下山去。",,Easy,[1],yes,,[S1] 他觉得这工作正适合他——在森林和田野间闲逛，找草莓地，放牧一群野兔，期间还能躺在阳光下睡觉。,"Q: 为什么小儿子认为放牧国王的野兔正适合他？
A: 因为可以在森林和田野间闲逛，找草莓地，放牧一群野兔，期间还能躺在阳光下睡觉。","[S1] he thought that would be just the work for him , to loaf about in forest and field , look for strawberry patches , herd a flock of hares , and lie down and sleep in the sun between times .","Q: why did the youngest think herding the king's hares would be just the work for him ?
A: to loaf about in the forest and field , look for strawberry patches , herd a flock of hares , and lie down and sleep in the sun between times ."
EV083,high,Easy,"Full context:
[S0] so they wagered bushel against bushel as to which one of them could blow the highest note .
[S1] "" you may blow first , "" said aspenclog .
[S2] "" no , you ! ""
[S3] finally it was decided that aspenclog should blow first .
[S4] then he went to a hill , took an enormous fir - tree and wound it around his horn like a reed .
[S5] "" why do you do that ? "" asked the evil one .
[S6] "" well , if i do n't , the horn will burst when i blow it , "" was aspenclog 's answer .
[S7] now the evil one began to get frightened , and aspenclog came home with half a ton of money .

QA:
Q: who would blow first ?
A: aspenclog .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,aspenclog,82,character,local,explicit,"[S0] so they wagered bushel against bushel as to which one of them could blow the highest note .
[S1] "" you may blow first , "" said aspenclog .
[S2] "" no , you ! ""
[S3] finally it was decided that aspenclog should blow first .
[S4] then he went to a hill , took an enormous fir - tree and wound it around his horn like a reed .
[S5] "" why do you do that ? "" asked the evil one .
[S6] "" well , if i do n't , the horn will burst when i blow it , "" was aspenclog 's answer .
[S7] now the evil one began to get frightened , and aspenclog came home with half a ton of money .","[S0] 于是他们以蒲式耳对蒲式耳打赌，看谁能吹出最高的音调。
[S1] ""你可以先吹，""阿斯彭克洛格说。
[S2] ""不，你先！""
[S3] 最终决定由阿斯彭克洛格先吹。
[S4] 然后他走到一座小山上，取了一棵巨大的冷杉树，像芦苇一样缠绕在他的号角上。
[S5] ""你为什么要这样做？""恶魔问道。
[S6] ""嗯，如果我不这样做，当我吹响号角时它会爆裂，""阿斯彭克洛格回答。
[S7] 现在恶魔开始感到害怕，阿斯彭克洛格带着半吨钱回家了。",,Easy,[1],yes,,"[S1] ""你可以先吹，""阿斯彭克洛格说。","Q: 谁会先吹？
A: 阿斯彭克洛格。","[S1] "" you may blow first , "" said aspenclog .","Q: who would blow first ?
A: aspenclog ."
EV084,high,Easy,"Full context:
[S0] a long , long time ago , a little boy was living with his sister entirely alone in an uninhabited country , far out in the north - west .
[S1] he was called the boy that carries the ball on his back , from an idea that he possessed supernatural powers .
[S2] this boy was in the habit of meditating alone , and asking within himself , whether there were other beings similar to themselves on the earth .
[S3] when he grew up to manhood , he inquired of his sister whether she knew of any human beings beside themselves .
[S4] she replied that she did ; and that there was , at a great distance , a large village .
[S5] as soon as he heard this , he said to his sister , "" i am now a young man and very much in want of a companion ; "" and he asked his sister to make him several pairs of moccasins .
[S6] she complied with his request ; and as soon as he received the moccasins , he took up his war - club and set out in quest of the distant village .

QA:
Q: where did the boy and his sister live ?
A: in an uninhabited country far out in the northwest .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-enchanted-moccasins,83,setting,local,explicit,"[S0] a long , long time ago , a little boy was living with his sister entirely alone in an uninhabited country , far out in the north - west .
[S1] he was called the boy that carries the ball on his back , from an idea that he possessed supernatural powers .
[S2] this boy was in the habit of meditating alone , and asking within himself , whether there were other beings similar to themselves on the earth .
[S3] when he grew up to manhood , he inquired of his sister whether she knew of any human beings beside themselves .
[S4] she replied that she did ; and that there was , at a great distance , a large village .
[S5] as soon as he heard this , he said to his sister , "" i am now a young man and very much in want of a companion ; "" and he asked his sister to make him several pairs of moccasins .
[S6] she complied with his request ; and as soon as he received the moccasins , he took up his war - club and set out in quest of the distant village .","[S0] 很久很久以前，一个小男孩和他的妹妹独自生活在西北方遥远的一片无人居住的荒野中。
[S1] 他被称为""背球的男孩""，因为人们认为他拥有超自然的力量。
[S2] 这个男孩习惯独自冥想，自问地球上是否还有其他像他们一样的生物。
[S3] 当他长大成人后，他询问妹妹是否知道除了他们之外还有其他人。
[S4] 她回答说她知道，在很远的地方有一个大村庄。
[S5] 一听到这个，他就对妹妹说：""我现在是个年轻人，非常需要一个伴侣；""他让妹妹给他做几双鹿皮鞋。
[S6] 她满足了他的请求；一收到鹿皮鞋，他就拿起战棍出发去寻找那个遥远的村庄。",,Easy,[0],yes,,[S0] 很久很久以前，一个小男孩和他的妹妹独自生活在西北方遥远的一片无人居住的荒野中。,"Q: 男孩和他的妹妹住在哪里？
A: 在西北方遥远的一片无人居住的荒野中。","[S0] a long , long time ago , a little boy was living with his sister entirely alone in an uninhabited country , far out in the north - west .","Q: where did the boy and his sister live ?
A: in an uninhabited country far out in the northwest ."
EV085,high,Easy,"Full context:
[S0] the old woman was ushered into the room , and after the customary bows and greetings were over , she said : "" master , the report of your brave fight with the ogre at the gate of rashomon is so widely known that even your poor old nurse has heard of it . ""
[S1] "" is it really true , what every one says , that you cut off one of the ogre 's arms ? ""
[S2] "" if you did , your deed is highly to be praised ! ""
[S3] "" i was very disappointed , "" said watanabe , "" that i was not able take the monster captive , which was what i wished to do , instead of only cutting off an arm ! ""
[S4] "" i am very proud to think , "" answered the old woman , "" that my master was so brave as to dare to cut off an ogre 's arm . ""
[S5] "" there is nothing that can be compared to your courage . before i die it is the great wish of my life to see this arm , "" she added pleadingly .

QA:
Q: why was watanabe disappointed ?
A: he was unable to take the monster captive .",[3],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,ogre-of-rashomon,84,causal relationship,local,explicit,"[S0] the old woman was ushered into the room , and after the customary bows and greetings were over , she said : "" master , the report of your brave fight with the ogre at the gate of rashomon is so widely known that even your poor old nurse has heard of it . ""
[S1] "" is it really true , what every one says , that you cut off one of the ogre 's arms ? ""
[S2] "" if you did , your deed is highly to be praised ! ""
[S3] "" i was very disappointed , "" said watanabe , "" that i was not able take the monster captive , which was what i wished to do , instead of only cutting off an arm ! ""
[S4] "" i am very proud to think , "" answered the old woman , "" that my master was so brave as to dare to cut off an ogre 's arm . ""
[S5] "" there is nothing that can be compared to your courage . before i die it is the great wish of my life to see this arm , "" she added pleadingly .","[S0] 老妇人被领进房间，在完成惯常的鞠躬和问候后，她说：""主人，您在罗生门与食人魔的英勇战斗广为人知，连我这个可怜的老保姆都听说了。""
[S1] ""每个人都说您砍下了食人魔的一条手臂，这是真的吗？""
[S2] ""如果您做到了，您的行为值得高度赞扬！""
[S3] ""我非常失望，""渡边说，""我没能活捉那个怪物，那才是我想要的，而不仅仅是砍下一条手臂！""
[S4] ""我非常自豪地想到，""老妇人回答，""我的主人如此勇敢，敢于砍下食人魔的手臂。""
[S5] ""没有什么能比得上您的勇气。在我死之前，我最大的愿望就是看看这条手臂，""她恳求地补充道。",,Easy,[3],yes,,"[S3] ""我非常失望，""渡边说，""我没能活捉那个怪物，那才是我想要的，而不仅仅是砍下一条手臂！""","Q: 为什么渡边感到失望？
A: 他没能活捉那个怪物。","[S3] "" i was very disappointed , "" said watanabe , "" that i was not able take the monster captive , which was what i wished to do , instead of only cutting off an arm ! ""","Q: why was watanabe disappointed ?
A: he was unable to take the monster captive ."
EV086,high,Easy,"Full context:
[S0] for some hours all went well ; and in the heat of the chase the young men forgot their fears .
[S1] then suddenly both of them reined in their steeds and sat gazing in front of them with affrighted faces .
[S2] for a horseman had crossed their track , and they both would fain have known who he was and whence he came .
[S3] "" by my troth , but he rideth in haste , whoever he may be , "" said earl gregory at last , "" and though i always thought that no steed on earth could match mine for swiftness , i reckon that for every league that mine goeth , his would go seven . ""
[S4] "" let us follow him , and see from what part of the world he cometh . ""
[S5] "" the lord forbid that thou shouldst stir thy horse 's feet to follow him , "" said earl st . clair devoutly .
[S6] "" why , man , it is the elfin knight ! ""
[S7] "" canst thou not see that he doth not ride on the solid ground , but flieth through the air , and that , although he rideth on what seemeth a mortal steed , he is really craried by mighty pinions , which cleave the air like those of a bird ? ""
[S8] "" follow him forsooth ! ""
[S9] "" it will be an evil day for thee when thou seekest to do that . ""

QA:
Q: what did sir gregory do after he decided to follow the horseman ?
A: put spurs to his horse and galloped off in the direction which the mysterious stranger had taken .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-elfin-knight,85,action,local,explicit,"[S0] for some hours all went well ; and in the heat of the chase the young men forgot their fears .
[S1] then suddenly both of them reined in their steeds and sat gazing in front of them with affrighted faces .
[S2] for a horseman had crossed their track , and they both would fain have known who he was and whence he came .
[S3] "" by my troth , but he rideth in haste , whoever he may be , "" said earl gregory at last , "" and though i always thought that no steed on earth could match mine for swiftness , i reckon that for every league that mine goeth , his would go seven . ""
[S4] "" let us follow him , and see from what part of the world he cometh . ""
[S5] "" the lord forbid that thou shouldst stir thy horse 's feet to follow him , "" said earl st . clair devoutly .
[S6] "" why , man , it is the elfin knight ! ""
[S7] "" canst thou not see that he doth not ride on the solid ground , but flieth through the air , and that , although he rideth on what seemeth a mortal steed , he is really craried by mighty pinions , which cleave the air like those of a bird ? ""
[S8] "" follow him forsooth ! ""
[S9] "" it will be an evil day for thee when thou seekest to do that . ""","[S0] 几个小时内一切顺利；在追逐的热潮中，年轻人忘记了他们的恐惧。
[S1] 然后突然两人都勒住马缰，面色惊恐地坐在那里凝视前方。
[S2] 因为一个骑手穿过了他们的路径，他们都想知道他是谁，从哪里来。
[S3] ""以我的忠诚发誓，不管他是谁，他骑得真快，""格雷戈里伯爵最后说，""虽然我一直认为世界上没有马能比我的更快，但我估计我的马每跑一里格，他的能跑七里格。""
[S4] ""让我们跟随他，看看他来自世界的哪个角落。""
[S5] ""上帝禁止你策马跟随他，""圣克莱尔伯爵虔诚地说。
[S6] ""哎呀，伙计，那是精灵骑士！""
[S7] ""你没看到他不是骑在实地上，而是在空中飞行，虽然他骑的看似是凡间的马，但实际上是由巨大的翅膀承载，像鸟一样划破空气吗？""
[S8] ""跟随他，真的！""
[S9] ""当你试图这样做时，对你来说将是个不幸的日子。""",,Easy,[0],yes,,[S0] 几个小时内一切顺利；在追逐的热潮中，年轻人忘记了他们的恐惧。,"Q: 格雷戈里爵士决定跟随骑手后做了什么？
A: 用马刺刺马，朝神秘陌生人离去的方向疾驰而去。",[S0] for some hours all went well ; and in the heat of the chase the young men forgot their fears .,"Q: what did sir gregory do after he decided to follow the horseman ?
A: put spurs to his horse and galloped off in the direction which the mysterious stranger had taken ."
EV087,high,Easy,"Full context:
[S0] the prince suddenly remembered the gold - spinners , and said to himself : "" if i ride there , maybe they could explain this to me ? ""
[S1] he at once rode to the hut , and found the two maidens at the fountain .
[S2] he told them what had befallen their sister the year before , and how he had twice heard a strange song , but yet could see no singer .
[S3] they said that the yellow water - lily could be none other than their sister , who was not dead , but transformed by the magic ball .
[S4] before he went to bed , the eldest made a cake of magic herbs , which she gave him to eat .
[S5] in the night he dreamed that he was living in the forest and could understand all that the birds said to each other .
[S6] next morning he told this to the maidens , and they said that the charmed cake had caused it , and advised him to listen well to the birds , and see what they could tell him , and when he had recovered his bride they begged him to return and deliver them from their wretched bondage .

QA:
Q: what made the prince dream that he was living in the forest and could understand all that the birds said to each other ?
A: the cake of magic herbs .",[4],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,water-lily-gold-spinners,86,causal relationship,local,explicit,"[S0] the prince suddenly remembered the gold - spinners , and said to himself : "" if i ride there , maybe they could explain this to me ? ""
[S1] he at once rode to the hut , and found the two maidens at the fountain .
[S2] he told them what had befallen their sister the year before , and how he had twice heard a strange song , but yet could see no singer .
[S3] they said that the yellow water - lily could be none other than their sister , who was not dead , but transformed by the magic ball .
[S4] before he went to bed , the eldest made a cake of magic herbs , which she gave him to eat .
[S5] in the night he dreamed that he was living in the forest and could understand all that the birds said to each other .
[S6] next morning he told this to the maidens , and they said that the charmed cake had caused it , and advised him to listen well to the birds , and see what they could tell him , and when he had recovered his bride they begged him to return and deliver them from their wretched bondage .","[S0] 王子突然想起了金纺女，自言自语道：""如果我骑马去那里，也许她们能解释这件事？""
[S1] 他立刻骑马去了小屋，发现两位少女在泉水边。
[S2] 他告诉她们去年她们的妹妹发生了什么，以及他如何两次听到一首奇怪的歌，却看不到歌手。
[S3] 她们说黄色的睡莲不可能是别人，正是她们的妹妹，她没有死，而是被魔法球变形了。
[S4] 在他上床睡觉前，大姐做了一个魔法草药蛋糕，给他吃。
[S5] 晚上他梦见自己生活在森林里，能听懂所有鸟儿之间的对话。
[S6] 第二天早上他把这个告诉了少女们，她们说是魔法蛋糕造成的，并建议他仔细听鸟儿的话，看看它们能告诉他什么，当他找回新娘时，她们恳求他回来解救她们脱离悲惨的奴役。",,Easy,[4],yes,,[S4] 在他上床睡觉前，大姐做了一个魔法草药蛋糕，给他吃。,"Q: 是什么让王子梦见自己生活在森林里，能听懂所有鸟儿之间的对话？
A: 魔法草药蛋糕。","[S4] before he went to bed , the eldest made a cake of magic herbs , which she gave him to eat .","Q: what made the prince dream that he was living in the forest and could understand all that the birds said to each other ?
A: the cake of magic herbs ."
EV088,high,Easy,"Full context:
[S0] he hardly knew himself , so changed was he .
[S1] all traces of the warrior had disappeared , and in the shining surface only a beautiful lady looked back at him .
[S2] thus completely disguised , he set out for the enemy 's camp alone .
[S3] in the folds of his silk gown , next his strong heart , was hidden a sharp dagger .
[S4] the two chiefs kumaso and takeru wore sitting in their tent , resting in the cool of the evening , when the prince approached .
[S5] they were talking of the news which had recently been carried to them , that the king 's son had entered their country with a large army determined to exterminate their band .
[S6] they had both heard of the young warrior 's renown , and for the first time in their wicked lives they felt afraid .
[S7] in a pause in their talk they happened to look up , and saw through the door of the tent a beautiful woman robed in sumptuous garments coming towards them .
[S8] like an apparition of loveliness she appeared in the soft twilight .
[S9] little did they dream that it was their enemy whose coming they so dreaded who now stood before them in this disguise .

QA:
Q: why did the two chiefs feel afraid ?
A: they had heard of the young warrior 's renown .",[6],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,story-of-prince-yamato-take,87,causal relationship,local,explicit,"[S0] he hardly knew himself , so changed was he .
[S1] all traces of the warrior had disappeared , and in the shining surface only a beautiful lady looked back at him .
[S2] thus completely disguised , he set out for the enemy 's camp alone .
[S3] in the folds of his silk gown , next his strong heart , was hidden a sharp dagger .
[S4] the two chiefs kumaso and takeru wore sitting in their tent , resting in the cool of the evening , when the prince approached .
[S5] they were talking of the news which had recently been carried to them , that the king 's son had entered their country with a large army determined to exterminate their band .
[S6] they had both heard of the young warrior 's renown , and for the first time in their wicked lives they felt afraid .
[S7] in a pause in their talk they happened to look up , and saw through the door of the tent a beautiful woman robed in sumptuous garments coming towards them .
[S8] like an apparition of loveliness she appeared in the soft twilight .
[S9] little did they dream that it was their enemy whose coming they so dreaded who now stood before them in this disguise .","[S0] 他几乎认不出自己，变化如此之大。
[S1] 所有战士的痕迹都消失了，在闪亮的表面只有一位美丽的女士回望着他。
[S2] 就这样完全伪装后，他独自出发前往敌人的营地。
[S3] 在他丝绸长袍的褶皱中，紧贴他坚强心脏的是一把锋利的匕首。
[S4] 两位首领熊袭和建正在帐篷里坐着，在傍晚的凉爽中休息，这时王子走近了。
[S5] 他们正在谈论最近传来的消息，国王的儿子带着大军进入他们的国家，决心消灭他们的团伙。
[S6] 他们都听说过这位年轻战士的名声，在他们邪恶的一生中第一次感到害怕。
[S7] 在谈话的间隙，他们碰巧抬头，透过帐篷的门看到一位穿着华丽衣袍的美丽女子朝他们走来。
[S8] 在柔和的暮色中，她像一位美丽的幽灵。
[S9] 他们做梦也想不到，站在他们面前伪装的人正是他们如此惧怕的敌人。",,Easy,[6],yes,,[S6] 他们都听说过这位年轻战士的名声，在他们邪恶的一生中第一次感到害怕。,"Q: 为什么两位首领感到害怕？
A: 他们听说过这位年轻战士的名声。","[S6] they had both heard of the young warrior 's renown , and for the first time in their wicked lives they felt afraid .","Q: why did the two chiefs feel afraid ?
A: they had heard of the young warrior 's renown ."
EV089,high,Easy,"Full context:
[S0] now once , at the time of the hay harvest , he was home at baekkjen , and had lain down to take a little after - dinner nap under the penthouse .
[S1] and he was taken into the hill , which happened in the following way : a man with a pair of gilded goat 's horns came along and butted ola , but ola fell upon him so that the man had to duck back , again and again .
[S2] but the stranger stood up once more , and began to butt again .
[S3] finally he took ola under his arm like a glove , and then both of them flew straight off into the hill .

QA:
Q: where was ola taken ?
A: into the hill .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,ola-storbaekkjen,88,setting,local,explicit,"[S0] now once , at the time of the hay harvest , he was home at baekkjen , and had lain down to take a little after - dinner nap under the penthouse .
[S1] and he was taken into the hill , which happened in the following way : a man with a pair of gilded goat 's horns came along and butted ola , but ola fell upon him so that the man had to duck back , again and again .
[S2] but the stranger stood up once more , and began to butt again .
[S3] finally he took ola under his arm like a glove , and then both of them flew straight off into the hill .","[S0] 有一次，在干草收获的季节，他回到巴克延的家中，在屋檐下躺下小睡一会儿。
[S1] 他被带进了山里，事情是这样发生的：一个戴着一对镀金山羊角的人走过来顶撞奥拉，但奥拉扑向他，使得那人不得不一次又一次地退缩。
[S2] 但陌生人再次站起来，又开始顶撞。
[S3] 最后他把奥拉像手套一样夹在腋下，然后两人直接飞进了山里。",,Easy,[1],yes,,[S1] 他被带进了山里，事情是这样发生的：一个戴着一对镀金山羊角的人走过来顶撞奥拉，但奥拉扑向他，使得那人不得不一次又一次地退缩。,"Q: 奥拉被带到了哪里？
A: 山里。","[S1] and he was taken into the hill , which happened in the following way : a man with a pair of gilded goat 's horns came along and butted ola , but ola fell upon him so that the man had to duck back , again and again .","Q: where was ola taken ?
A: into the hill ."
