sample_id,annotation_priority,suggested_difficulty_label,full_context_qa,required_evidence_ids,human_valid,human_difficulty_label,human_answer_directly_found,human_evidence_ids,human_notes,num_required_sentences,suggested_answer_directly_found,blind_sufficient,blind_reason,story_name,source_index,attribute,fairytale_scope,fairytale_explicitness,full_context_numbered,removal_summary,selector_difficulty,selector_evidence_ids,selector_answer_directly_found,selector_reason,evidence_context,qa
EV103,high,Easy,"Full context:
[S0] now , the dog and the monkey and the pheasant had come very bravely all the way through the long valleys and over the hills , but they had never seen the sea before , and for the first time since they set out they were bewildered and gazed at each other in silence .
[S1] how were they to cross the water and get to the island of devils ?

QA:
Q: why were the animals bewildered ?
A: they had never seen the sea before .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,momotaro-story-of-son-of-peach,102,causal relationship,local,explicit,"[S0] now , the dog and the monkey and the pheasant had come very bravely all the way through the long valleys and over the hills , but they had never seen the sea before , and for the first time since they set out they were bewildered and gazed at each other in silence .
[S1] how were they to cross the water and get to the island of devils ?",,Easy,[0],yes,,"[S0] now , the dog and the monkey and the pheasant had come very bravely all the way through the long valleys and over the hills , but they had never seen the sea before , and for the first time since they set out they were bewildered and gazed at each other in silence .","Q: why were the animals bewildered ?
A: they had never seen the sea before ."
EV104,high,Easy,"Full context:
[S0] in a church - nave a specter sat night by night , and the specter 's name was torre jeppe .
[S1] he was a dried - up corpse that could not decay .
[S2] one night three tailors were working at a farmstead in the neighborhood .
[S3] they were laughing and joking , and among other things they asked the girl in the house , who was known to be brave , what they would have to give her to go to church and fetch back torre jeppe .
[S4] she could trust herself to do it , was her answer ; but they must give her a dress of home - spun wool for her trouble .
[S5] that she should surely have , said the tailors , for they did not believe the girl would dare such a venture .
[S6] yet she took the tailors at their word and really went .

QA:
Q: what was the girl known to be ?
A: brave .",[3],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,torre-jeppe,103,character,local,explicit,"[S0] in a church - nave a specter sat night by night , and the specter 's name was torre jeppe .
[S1] he was a dried - up corpse that could not decay .
[S2] one night three tailors were working at a farmstead in the neighborhood .
[S3] they were laughing and joking , and among other things they asked the girl in the house , who was known to be brave , what they would have to give her to go to church and fetch back torre jeppe .
[S4] she could trust herself to do it , was her answer ; but they must give her a dress of home - spun wool for her trouble .
[S5] that she should surely have , said the tailors , for they did not believe the girl would dare such a venture .
[S6] yet she took the tailors at their word and really went .",,Easy,[3],yes,,"[S3] they were laughing and joking , and among other things they asked the girl in the house , who was known to be brave , what they would have to give her to go to church and fetch back torre jeppe .","Q: what was the girl known to be ?
A: brave ."
EV105,high,Easy,"Full context:
[S0] one day he sallied forth in search of adventures , for he had the nature of a warrior and could not bear to be idle .
[S1] so he buckled on his two swords , took his huge bow , much taller than himself , in his hand , and slinging his quiver on his back started out .
[S2] he had not gone far when he came to the bridge of seta - no - karashi spanning one end of the beautiful lake biwa .
[S3] no sooner had he set foot on the bridge than he saw lying right across his path a huge serpent - dragon .
[S4] its body was so big that it looked like the trunk of a large pine tree and it took up the whole width of the bridge .
[S5] one of its huge claws rested on the parapet of one side of the bridge , while its tail lay right against the other .
[S6] the monster seemed to be asleep , and as it breathed , fire and smoke came out of its nostrils .

QA:
Q: what did tawara bring with him ?
A: two swords .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,my-lord-bag-of-rice,104,action,local,explicit,"[S0] one day he sallied forth in search of adventures , for he had the nature of a warrior and could not bear to be idle .
[S1] so he buckled on his two swords , took his huge bow , much taller than himself , in his hand , and slinging his quiver on his back started out .
[S2] he had not gone far when he came to the bridge of seta - no - karashi spanning one end of the beautiful lake biwa .
[S3] no sooner had he set foot on the bridge than he saw lying right across his path a huge serpent - dragon .
[S4] its body was so big that it looked like the trunk of a large pine tree and it took up the whole width of the bridge .
[S5] one of its huge claws rested on the parapet of one side of the bridge , while its tail lay right against the other .
[S6] the monster seemed to be asleep , and as it breathed , fire and smoke came out of its nostrils .",,Easy,[1],yes,,"[S1] so he buckled on his two swords , took his huge bow , much taller than himself , in his hand , and slinging his quiver on his back started out .","Q: what did tawara bring with him ?
A: two swords ."
EV106,high,Easy,"Full context:
[S0] just as she said that she felt a large glass of milk between her fingers , and at the same time aina cried out , ' lisa ! '
[S1] ' lisa ! '
[S2] ' i have a glass of milk in my hand ! '
[S3] ' is n't it queer ? '
[S4] the girls , however , were very hungry , so they ate and drank with a good appetite .
[S5] when they had finished aina yawned , stretched out her arms and said : ' oh , if only we had a nice soft bed to sleep on now ! '
[S6] scarcely had she spoken before she felt a nice soft bed by her side , and there beside lisa was one too .
[S7] this seemed to the girls more and more wonderful , but tired and sleepy as they were , they thought no more about it , but crept into the little beds , drew the coverlets over their heads and were soon asleep .

QA:
Q: what did aina wish for after she ate and drank ?
A: a nice soft bed .",[6],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-raspberry-worm,105,action,local,explicit,"[S0] just as she said that she felt a large glass of milk between her fingers , and at the same time aina cried out , ' lisa ! '
[S1] ' lisa ! '
[S2] ' i have a glass of milk in my hand ! '
[S3] ' is n't it queer ? '
[S4] the girls , however , were very hungry , so they ate and drank with a good appetite .
[S5] when they had finished aina yawned , stretched out her arms and said : ' oh , if only we had a nice soft bed to sleep on now ! '
[S6] scarcely had she spoken before she felt a nice soft bed by her side , and there beside lisa was one too .
[S7] this seemed to the girls more and more wonderful , but tired and sleepy as they were , they thought no more about it , but crept into the little beds , drew the coverlets over their heads and were soon asleep .",,Easy,[6],yes,,"[S6] scarcely had she spoken before she felt a nice soft bed by her side , and there beside lisa was one too .","Q: what did aina wish for after she ate and drank ?
A: a nice soft bed ."
EV107,high,Easy,"Full context:
[S0] then they set forth , but the news of their coming ran swifter still .
[S1] rhiannon and kieva , wife of pryderi , made haste to prepare a feast for them .
[S2] and manawyddan found that pryderi had spoken the truth concerning his mother , and asked if she would take him for her husband .
[S3] right gladly did she consent , and without delay they were married , and rode away to the hunt , rhiannon and manawyddan , kieva and pryderi .
[S4] they would not be parted from each other by night or by day , so great was the love between them .
[S5] one day , when they were returned , they were sitting out in a green place .
[S6] suddenly the crash of thunder struck loudly on their ears .
[S7] a wall of mist fell between them , so that they were hidden one from the other .
[S8] trembling they sat till the darkness fled and the light shone again upon them .
[S9] in the place where they were wo nt to see cattle , and herds , and dwellings , they beheld neither house nor beast , nor man nor smoke .
[S10] neither was any one remaining in the green place save these four only .

QA:
Q: what did rhiannon and kieva, wife of pryderi do after they heard the two men were coming ?
A: made haste to prepare a feast for them .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-escape-of-the-mouse,106,action,local,explicit,"[S0] then they set forth , but the news of their coming ran swifter still .
[S1] rhiannon and kieva , wife of pryderi , made haste to prepare a feast for them .
[S2] and manawyddan found that pryderi had spoken the truth concerning his mother , and asked if she would take him for her husband .
[S3] right gladly did she consent , and without delay they were married , and rode away to the hunt , rhiannon and manawyddan , kieva and pryderi .
[S4] they would not be parted from each other by night or by day , so great was the love between them .
[S5] one day , when they were returned , they were sitting out in a green place .
[S6] suddenly the crash of thunder struck loudly on their ears .
[S7] a wall of mist fell between them , so that they were hidden one from the other .
[S8] trembling they sat till the darkness fled and the light shone again upon them .
[S9] in the place where they were wo nt to see cattle , and herds , and dwellings , they beheld neither house nor beast , nor man nor smoke .
[S10] neither was any one remaining in the green place save these four only .",,Easy,[1],yes,,"[S1] rhiannon and kieva , wife of pryderi , made haste to prepare a feast for them .","Q: what did rhiannon and kieva, wife of pryderi do after they heard the two men were coming ?
A: made haste to prepare a feast for them ."
EV108,high,Easy,"Full context:
[S0] "" why are you so enraged , my boy ? "" said the king , "" and why do you so maltreat my nobles ? ""
[S1] "" because they have not treated me with the respect due to a stranger , "" replied the boy .
[S2] "" who are you yourself ? "" said conchubar .
[S3] "" i am setanta , the son of sualtim , and dectera , your own sister , is my mother ; and it is not before my uncle 's palace that i should be insulted and dishonoured . ""
[S4] this was the debut and first martial exploit of the great cuculain , type of irish chivalry and courage , in the bardic firmament a bright and particular star of strength , daring , and glory , that will not set nor suffer aught but transient obscuration till the extinction of the irish race ; cuculain , bravest of the brave , whose glory affected even the temperate - minded tierna , so that his sober pen has inscribed , in the annals of ancient erin , this testimony : "" cuculain , filius sualtam fortissimus heros scotorum . ""
[S5] after this setanta was regularly received into the military school , where , ere long , he became a favourite both with old and young .
[S6] he placed himself under the tuition of fergus mac roy , who , each day , grew more and more proud of his pupil , for while still a boy his fame was extending over ulla .

QA:
Q: what happened after setanta told conchubar who he was ?
A: setanta was regularly received into the military school , where , ere long , he became a favourite both with old and young .",[5],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-boyhood-of-cuchulain,107,outcome resolution,local,explicit,"[S0] "" why are you so enraged , my boy ? "" said the king , "" and why do you so maltreat my nobles ? ""
[S1] "" because they have not treated me with the respect due to a stranger , "" replied the boy .
[S2] "" who are you yourself ? "" said conchubar .
[S3] "" i am setanta , the son of sualtim , and dectera , your own sister , is my mother ; and it is not before my uncle 's palace that i should be insulted and dishonoured . ""
[S4] this was the debut and first martial exploit of the great cuculain , type of irish chivalry and courage , in the bardic firmament a bright and particular star of strength , daring , and glory , that will not set nor suffer aught but transient obscuration till the extinction of the irish race ; cuculain , bravest of the brave , whose glory affected even the temperate - minded tierna , so that his sober pen has inscribed , in the annals of ancient erin , this testimony : "" cuculain , filius sualtam fortissimus heros scotorum . ""
[S5] after this setanta was regularly received into the military school , where , ere long , he became a favourite both with old and young .
[S6] he placed himself under the tuition of fergus mac roy , who , each day , grew more and more proud of his pupil , for while still a boy his fame was extending over ulla .",,Easy,[5],yes,,"[S5] after this setanta was regularly received into the military school , where , ere long , he became a favourite both with old and young .","Q: what happened after setanta told conchubar who he was ?
A: setanta was regularly received into the military school , where , ere long , he became a favourite both with old and young ."
EV109,high,Easy,"Full context:
[S0] then the youth said : "" my little sister giauna alone is able to cure this illness . ""
[S1] "" please send to grandmother , and have her brought here ! ""
[S2] the old gentleman was willing , and he sent off his boy .
[S3] the next day the boy came back with the news that giauna would come , together with her aunt and her cousin a - sung .

QA:
Q: who was able to cure kung's illness ?
A: giauna .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,giauna-the-beautiful,108,character,local,explicit,"[S0] then the youth said : "" my little sister giauna alone is able to cure this illness . ""
[S1] "" please send to grandmother , and have her brought here ! ""
[S2] the old gentleman was willing , and he sent off his boy .
[S3] the next day the boy came back with the news that giauna would come , together with her aunt and her cousin a - sung .",,Easy,[0],yes,,"[S0] then the youth said : "" my little sister giauna alone is able to cure this illness . ""","Q: who was able to cure kung's illness ?
A: giauna ."
EV110,high,Easy,"Full context:
[S0] but the king was not so silly as to be fooled in that way .
[S1] "" here is a jack , "" said he , "" who will soon have more stripes on his back than he will like . ""
[S2] "" take him away and give him his whipping ! ""
[S3] then it was done as the king had said , and paul went away home bawling like a calf .
[S4] one day up spoke boots .
[S5] "" i should like to go and have a try for the pretty princess , too , "" said he .
[S6] at this they all stared and sniggered .
[S7] what !
[S8] he go where his clever brothers had failed , and had nothing to show for the trying but a good beating ?
[S9] what had come over the lout !
[S10] here was a pretty business , to be sure !
[S11] that was what they all said .
[S12] but all of this rolled away from boots like water from a duck 's back .
[S13] no matter , he would like to go and have a try like the others .
[S14] so he begged and begged until his father was glad to let him go to be rid of his teasing , if nothing else .
[S15] then boots asked if he might have the old tattered hat that hung back of the chimney .

QA:
Q: what did boots ask to have ?
A: the old tattered hat that hung back of the chimney .",[15],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,how-boots-befooled-king,109,action,local,explicit,"[S0] but the king was not so silly as to be fooled in that way .
[S1] "" here is a jack , "" said he , "" who will soon have more stripes on his back than he will like . ""
[S2] "" take him away and give him his whipping ! ""
[S3] then it was done as the king had said , and paul went away home bawling like a calf .
[S4] one day up spoke boots .
[S5] "" i should like to go and have a try for the pretty princess , too , "" said he .
[S6] at this they all stared and sniggered .
[S7] what !
[S8] he go where his clever brothers had failed , and had nothing to show for the trying but a good beating ?
[S9] what had come over the lout !
[S10] here was a pretty business , to be sure !
[S11] that was what they all said .
[S12] but all of this rolled away from boots like water from a duck 's back .
[S13] no matter , he would like to go and have a try like the others .
[S14] so he begged and begged until his father was glad to let him go to be rid of his teasing , if nothing else .
[S15] then boots asked if he might have the old tattered hat that hung back of the chimney .",,Easy,[15],yes,,[S15] then boots asked if he might have the old tattered hat that hung back of the chimney .,"Q: what did boots ask to have ?
A: the old tattered hat that hung back of the chimney ."
EV111,high,Easy,"Full context:
[S0] "" did you ever see this before ? "" he asked , holding it out to the unfortunate seal catcher .
[S1] he , to his horror , recognised his own hunting knife with which he had struck the seal in the morning , and which had been carried off by the wounded animal .
[S2] at the sight of it he fell upon his face and begged for mercy .
[S3] he at once came to the conclusion that the inhabitants of the cavern , enraged at the harm which had been wrought upon their comrade , had , in some magic way , contrived to capture him , and to bring him down to their subterranean abode , in order to wreak their vengeance upon him by killing him .
[S4] but , instead of doing so , they crowded round him , rubbing their soft noses against his fur to show their sympathy .
[S5] they implored him not to put himself about , for no harm would befall him , and they would love him all their lives long if he would only do what they asked him .

QA:
Q: what happened after the seal catcher begged for mercy ?
A: they crowded round him , rubbing their soft noses against his fur to show their sympathy , and implored him not to put himself about .",[4],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-seal-catcher-and-the-merman,110,outcome resolution,local,explicit,"[S0] "" did you ever see this before ? "" he asked , holding it out to the unfortunate seal catcher .
[S1] he , to his horror , recognised his own hunting knife with which he had struck the seal in the morning , and which had been carried off by the wounded animal .
[S2] at the sight of it he fell upon his face and begged for mercy .
[S3] he at once came to the conclusion that the inhabitants of the cavern , enraged at the harm which had been wrought upon their comrade , had , in some magic way , contrived to capture him , and to bring him down to their subterranean abode , in order to wreak their vengeance upon him by killing him .
[S4] but , instead of doing so , they crowded round him , rubbing their soft noses against his fur to show their sympathy .
[S5] they implored him not to put himself about , for no harm would befall him , and they would love him all their lives long if he would only do what they asked him .",,Easy,[4],yes,,"[S4] but , instead of doing so , they crowded round him , rubbing their soft noses against his fur to show their sympathy .","Q: what happened after the seal catcher begged for mercy ?
A: they crowded round him , rubbing their soft noses against his fur to show their sympathy , and implored him not to put himself about ."
EV112,high,Easy,"Full context:
[S0] "" you are stupid women ! "" said the king .
[S1] "" i suppose i will have to go to him myself if we really are to obtain this trumpery whistle . ""
[S2] "" there seems to be nothing else left to do ! ""
[S3] and the following day , when esben was once more herding his hares , the king followed him , and found him at the same place where the women had bargained with him .
[S4] they soon became good friends , and esben showed him the whistle , and blew into one end and the other , and the king thought the whistle very pretty , and finally insisted on buying it , even though it cost him a thousand dollars .

QA:
Q: what did the king offer in exchange for the whistle ?
A: a thousand dollars .",[4],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,kings-hares,111,action,local,explicit,"[S0] "" you are stupid women ! "" said the king .
[S1] "" i suppose i will have to go to him myself if we really are to obtain this trumpery whistle . ""
[S2] "" there seems to be nothing else left to do ! ""
[S3] and the following day , when esben was once more herding his hares , the king followed him , and found him at the same place where the women had bargained with him .
[S4] they soon became good friends , and esben showed him the whistle , and blew into one end and the other , and the king thought the whistle very pretty , and finally insisted on buying it , even though it cost him a thousand dollars .",,Easy,[4],yes,,"[S4] they soon became good friends , and esben showed him the whistle , and blew into one end and the other , and the king thought the whistle very pretty , and finally insisted on buying it , even though it cost him a thousand dollars .","Q: what did the king offer in exchange for the whistle ?
A: a thousand dollars ."
EV113,high,Easy,"Full context:
[S0] "" what do those people who have n't any sheep do for clothes ? "" asked the lamb .
[S1] "" i 'm sure i do n't know . ""
[S2] "" they must nearly freeze in the winter . ""
[S3] "" perhaps the ram can tell us . ""
[S4] but the ram was still angry , and refused to say anything , so the sheep stopped talking and began to scatter over the pasture and eat the tender , new grass .
[S5] by and by the black sheep wandered near the lane , and looking up , saw the little boy watching it through the bars .
[S6] "" good morning , black sheep , "" said the boy ; "" why do you look so funny this morning ? ""
[S7] "" they have cut off my wool , "" answered the sheep .

QA:
Q: why did the black sheep look funny ?
A: they cut off his wool .",[7],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,black-sheep,112,causal relationship,local,explicit,"[S0] "" what do those people who have n't any sheep do for clothes ? "" asked the lamb .
[S1] "" i 'm sure i do n't know . ""
[S2] "" they must nearly freeze in the winter . ""
[S3] "" perhaps the ram can tell us . ""
[S4] but the ram was still angry , and refused to say anything , so the sheep stopped talking and began to scatter over the pasture and eat the tender , new grass .
[S5] by and by the black sheep wandered near the lane , and looking up , saw the little boy watching it through the bars .
[S6] "" good morning , black sheep , "" said the boy ; "" why do you look so funny this morning ? ""
[S7] "" they have cut off my wool , "" answered the sheep .",,Easy,[7],yes,,"[S7] "" they have cut off my wool , "" answered the sheep .","Q: why did the black sheep look funny ?
A: they cut off his wool ."
EV114,high,Easy,"Full context:
[S0] so he took pen and ink and wrote something , and when he had done jack my hedgehog pointed out the way and the king got safely home .
[S1] now when the king 's daughter saw her father returning in the distance she was so delighted that she ran to meet him and threw herself into his arms .
[S2] then the king remembered jack my hedgehog , and he told his daughter how he had been obliged to give a written promise to bestow whatever he first met when he got home on an extraordinary creature which had shown him the way .
[S3] the creature , said he , rode on a cock as though it had been a horse , and it made lovely music , but as it certainly could not read he had just written that he would _ not _ give it anything at all .
[S4] at this the princess was quite pleased , and said how cleverly her father had managed , for that of course nothing would induce her to have gone off with jack my hedgehog .

QA:
Q: what did the king write he would give to jack my hedgehog ?
A: the king would not give jack my hedgehog anything at all .",[3],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,jack-my-hedgehog,113,action,local,explicit,"[S0] so he took pen and ink and wrote something , and when he had done jack my hedgehog pointed out the way and the king got safely home .
[S1] now when the king 's daughter saw her father returning in the distance she was so delighted that she ran to meet him and threw herself into his arms .
[S2] then the king remembered jack my hedgehog , and he told his daughter how he had been obliged to give a written promise to bestow whatever he first met when he got home on an extraordinary creature which had shown him the way .
[S3] the creature , said he , rode on a cock as though it had been a horse , and it made lovely music , but as it certainly could not read he had just written that he would _ not _ give it anything at all .
[S4] at this the princess was quite pleased , and said how cleverly her father had managed , for that of course nothing would induce her to have gone off with jack my hedgehog .",,Easy,[3],yes,,"[S3] the creature , said he , rode on a cock as though it had been a horse , and it made lovely music , but as it certainly could not read he had just written that he would _ not _ give it anything at all .","Q: what did the king write he would give to jack my hedgehog ?
A: the king would not give jack my hedgehog anything at all ."
EV115,high,Easy,"Full context:
[S0] one day the king 's daughters were sitting together in their room , and their talk happened to turn on their husbands - to - be .
[S1] the oldest said : "" if i ever marry , my husband must have golden hair and a a golden beard ! ""
[S2] and the second exclaimed : "" and mine must have silver hair and a silver beard ! ""
[S3] but the youngest princess held her tongue and said nothing .
[S4] then her sisters asked her whether she did not want to wish for a husband .
[S5] "" no , "" she answered , "" but if fate should give me a husband , i will be content to take him as he is , and were he no more than a lame dog . ""
[S6] then the two other princesses laughed and joked about it , and told her the day might easily come when she would change her mind .

QA:
Q: what did the king's daughters talk about ?
A: their husbands - to - be .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,lame-dog,114,action,local,explicit,"[S0] one day the king 's daughters were sitting together in their room , and their talk happened to turn on their husbands - to - be .
[S1] the oldest said : "" if i ever marry , my husband must have golden hair and a a golden beard ! ""
[S2] and the second exclaimed : "" and mine must have silver hair and a silver beard ! ""
[S3] but the youngest princess held her tongue and said nothing .
[S4] then her sisters asked her whether she did not want to wish for a husband .
[S5] "" no , "" she answered , "" but if fate should give me a husband , i will be content to take him as he is , and were he no more than a lame dog . ""
[S6] then the two other princesses laughed and joked about it , and told her the day might easily come when she would change her mind .",,Easy,[0],yes,,"[S0] one day the king 's daughters were sitting together in their room , and their talk happened to turn on their husbands - to - be .","Q: what did the king's daughters talk about ?
A: their husbands - to - be ."
EV116,high,Easy,"Full context:
[S0] and when the day set by the king had arrived , the princess was led up the glass mountain .
[S1] there she sat on its highest peak , with a golden crown on her head , and a golden apple in her hand , and she looked so immeasurably lovely that there was no one who would not have liked to risk his life for her .
[S2] just below the foot of the hill all the suitors assembled with splendid horses and glittering armor , that shone like fire in the sun , and from round about the people flocked together in great crowds to watch their tilting .
[S3] and when everything was ready , the signal was given by horns and trumpets , and then the suitors , one after another , raced up the mountain with all their might .
[S4] but the mountain was high , as slippery as ice , and besides it was steep beyond all measure .
[S5] not one of the suitors rode up more than a little way , before he tumbled down again , head over heels , and it might well happen that arms and legs were broken in the process .
[S6] this made so great a noise , together with the neighing of the horses , the shouting of the people , and the clash of arms , that the tumult and the shouting could be heard far away .

QA:
Q: why was there no one who would not have liked to risk his life for the princess ?
A: she looked so immeasurably lovely .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,princess-glass-mountain,115,causal relationship,local,explicit,"[S0] and when the day set by the king had arrived , the princess was led up the glass mountain .
[S1] there she sat on its highest peak , with a golden crown on her head , and a golden apple in her hand , and she looked so immeasurably lovely that there was no one who would not have liked to risk his life for her .
[S2] just below the foot of the hill all the suitors assembled with splendid horses and glittering armor , that shone like fire in the sun , and from round about the people flocked together in great crowds to watch their tilting .
[S3] and when everything was ready , the signal was given by horns and trumpets , and then the suitors , one after another , raced up the mountain with all their might .
[S4] but the mountain was high , as slippery as ice , and besides it was steep beyond all measure .
[S5] not one of the suitors rode up more than a little way , before he tumbled down again , head over heels , and it might well happen that arms and legs were broken in the process .
[S6] this made so great a noise , together with the neighing of the horses , the shouting of the people , and the clash of arms , that the tumult and the shouting could be heard far away .",,Easy,[1],yes,,"[S1] there she sat on its highest peak , with a golden crown on her head , and a golden apple in her hand , and she looked so immeasurably lovely that there was no one who would not have liked to risk his life for her .","Q: why was there no one who would not have liked to risk his life for the princess ?
A: she looked so immeasurably lovely ."
EV117,high,Easy,"Full context:
[S0] one day he stepped forth from his tent and after walking about for a short time he came to a pond .
[S1] here he sat down on the bank and was lost in thought .
[S2] it was autumn .
[S3] the trees growing along the edge of the water were shedding their leaves , which floated hither and thither on the surface of the pond .
[S4] by and by , kotei 's attention was attracted to a spider on the brink of the water .
[S5] the little insect was trying to get on to one of the floating leaves near by .
[S6] it did so at last , and was soon floating over the water to the other side of the pond .

QA:
Q: what did kotei do at the pond ?
A: sat down on the bank and was lost in thought .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,shinansha-or-south-pointing-carriage,116,action,local,explicit,"[S0] one day he stepped forth from his tent and after walking about for a short time he came to a pond .
[S1] here he sat down on the bank and was lost in thought .
[S2] it was autumn .
[S3] the trees growing along the edge of the water were shedding their leaves , which floated hither and thither on the surface of the pond .
[S4] by and by , kotei 's attention was attracted to a spider on the brink of the water .
[S5] the little insect was trying to get on to one of the floating leaves near by .
[S6] it did so at last , and was soon floating over the water to the other side of the pond .",,Easy,[1],yes,,[S1] here he sat down on the bank and was lost in thought .,"Q: what did kotei do at the pond ?
A: sat down on the bank and was lost in thought ."
EV118,high,Easy,"Full context:
[S0] the next day the two sisters were at the ball , and so was cinderella , but dressed more magnificently than before .
[S1] the king 's son was always by her , and never ceased his compliments and kind speeches to her ; to whom all this was so far from being tiresome that she quite forgot what her godmother had recommended to her ; so that she , at last , counted the clock striking twelve when she took it to be no more than eleven ; she then rose up and fled , as nimble as a deer .
[S2] the prince followed , but could not overtake her .
[S3] she left behind one of her glass slippers , which the prince took up most carefully .
[S4] she got home but quite out of breath , and in her nasty old clothes , having nothing left her of all her finery but one of the little slippers , fellow to that she dropped .
[S5] the guards at the palace gate were asked : if they had not seen a princess go out .
[S6] who said : they had seen nobody go out but a young girl , very meanly dressed , and who had more the air of a poor country wench than a gentlewoman .
[S7] when the two sisters returned from the ball cinderella asked them : if they had been well diverted , and if the fine lady had been there .
[S8] they told her : yes , but that she hurried away immediately when it struck twelve , and with so much haste that she dropped one of her little glass slippers , the prettiest in the world , which the king 's son had taken up ; that he had done nothing but look at her all the time at the ball , and that most certainly he was very much in love with the beautiful person who owned the glass slipper .

QA:
Q: why didn't the guards notice cinderella ?
A: she was very meanly dressed , and had more the air of a poor country wench than a gentlewoman .",[6],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,cinderella-or-the-little-glass-slipper,117,causal relationship,local,explicit,"[S0] the next day the two sisters were at the ball , and so was cinderella , but dressed more magnificently than before .
[S1] the king 's son was always by her , and never ceased his compliments and kind speeches to her ; to whom all this was so far from being tiresome that she quite forgot what her godmother had recommended to her ; so that she , at last , counted the clock striking twelve when she took it to be no more than eleven ; she then rose up and fled , as nimble as a deer .
[S2] the prince followed , but could not overtake her .
[S3] she left behind one of her glass slippers , which the prince took up most carefully .
[S4] she got home but quite out of breath , and in her nasty old clothes , having nothing left her of all her finery but one of the little slippers , fellow to that she dropped .
[S5] the guards at the palace gate were asked : if they had not seen a princess go out .
[S6] who said : they had seen nobody go out but a young girl , very meanly dressed , and who had more the air of a poor country wench than a gentlewoman .
[S7] when the two sisters returned from the ball cinderella asked them : if they had been well diverted , and if the fine lady had been there .
[S8] they told her : yes , but that she hurried away immediately when it struck twelve , and with so much haste that she dropped one of her little glass slippers , the prettiest in the world , which the king 's son had taken up ; that he had done nothing but look at her all the time at the ball , and that most certainly he was very much in love with the beautiful person who owned the glass slipper .",,Easy,[6],yes,,"[S6] who said : they had seen nobody go out but a young girl , very meanly dressed , and who had more the air of a poor country wench than a gentlewoman .","Q: why didn't the guards notice cinderella ?
A: she was very meanly dressed , and had more the air of a poor country wench than a gentlewoman ."
EV119,high,Easy,"Full context:
[S0] the lad carefully observed the command , and lay with his face covered , calmly awaiting the approach of the spirit which was to decide his good or evil fortune for all the days of his life .
[S1] every morning his father came to the door of the little lodge and encouraged him to persevere , dwelling at length on the vast honor and renown that must ever attend him , should he accomplish the full term of trial allotted to him .
[S2] to these glowing words of promise and glory the boy never replied , but he lay without the least sign of discontent or murmuring until the ninth day , when he addressed his father as follows : "" my father , my dreams forbode evil . ""
[S3] "" may i break my fast now , and at a more favorable time make a new fast ? ""

QA:
Q: how did iadilla respond to the glowing words of promise and glory ?
A: he never replied , but he laid without the least sign of discontent or murmuring .",[2],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-origin-of-the-robin,118,action,local,explicit,"[S0] the lad carefully observed the command , and lay with his face covered , calmly awaiting the approach of the spirit which was to decide his good or evil fortune for all the days of his life .
[S1] every morning his father came to the door of the little lodge and encouraged him to persevere , dwelling at length on the vast honor and renown that must ever attend him , should he accomplish the full term of trial allotted to him .
[S2] to these glowing words of promise and glory the boy never replied , but he lay without the least sign of discontent or murmuring until the ninth day , when he addressed his father as follows : "" my father , my dreams forbode evil . ""
[S3] "" may i break my fast now , and at a more favorable time make a new fast ? """,,Easy,[2],yes,,"[S2] to these glowing words of promise and glory the boy never replied , but he lay without the least sign of discontent or murmuring until the ninth day , when he addressed his father as follows : "" my father , my dreams forbode evil . ""","Q: how did iadilla respond to the glowing words of promise and glory ?
A: he never replied , but he laid without the least sign of discontent or murmuring ."
