sample_id,annotation_priority,suggested_difficulty_label,full_context_qa,required_evidence_ids,human_valid,human_difficulty_label,human_answer_directly_found,human_evidence_ids,human_notes,num_required_sentences,suggested_answer_directly_found,blind_sufficient,blind_reason,story_name,source_index,attribute,fairytale_scope,fairytale_explicitness,full_context_numbered,removal_summary,selector_difficulty,selector_evidence_ids,selector_answer_directly_found,selector_reason,evidence_context,qa
EV024,high,Easy,"Full context:
[S0] during the first half of the eighteenth century , several large estates in schonen were the property of the family of barnekow .
[S1] or rather , they were property of its most distinguished representative at that time , margaret barnekow .
[S2] she was the daughter of the famous captain and governor - general count rutger of aschenberg , and the wife of colonel kjell kristofer barnekow .
[S3] a widow at twenty - nine , she herself took over the management of her large properties .
[S4] she showed evidence of invincible courage , an endless capacity for work , and a tireless concern for all her many dependents and servitors .

QA:
Q: who owned several large estates in schonen ?
A: the family of barnekow .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,spectre-fjelkinge,23,character,local,explicit,"[S0] during the first half of the eighteenth century , several large estates in schonen were the property of the family of barnekow .
[S1] or rather , they were property of its most distinguished representative at that time , margaret barnekow .
[S2] she was the daughter of the famous captain and governor - general count rutger of aschenberg , and the wife of colonel kjell kristofer barnekow .
[S3] a widow at twenty - nine , she herself took over the management of her large properties .
[S4] she showed evidence of invincible courage , an endless capacity for work , and a tireless concern for all her many dependents and servitors .",,Easy,[0],yes,,"[S0] during the first half of the eighteenth century , several large estates in schonen were the property of the family of barnekow .","Q: who owned several large estates in schonen ?
A: the family of barnekow ."
EV025,high,Easy,"Full context:
[S0] grandmother is dead now .
[S1] she had been sitting in her arm - chair , telling us a long , beautiful tale ; and when it was finished , she said she was tired , and leaned her head back to sleep awhile .
[S2] we could hear her gentle breathing as she slept ; gradually it became quieter and calmer , and on her countenance beamed happiness and peace .
[S3] it was as if lighted up with a ray of sunshine .
[S4] she smiled once more , and then people said she was dead .
[S5] she was laid in a black coffin , looking mild and beautiful in the white folds of the shrouded linen , though her eyes were closed ; but every wrinkle had vanished , her hair looked white and silvery , and around her mouth lingered a sweet smile .
[S6] we did not feel at all afraid to look at the corpse of her who had been such a dear , good grandmother .
[S7] the hymn - book , in which the rose still lay , was placed under her head , for so she had wished it ; and then they buried grandmother .

QA:
Q: how did the children feel when they looked at grandmother's corpse ?
A: not afraid .",[6],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,grandmother,24,feeling,local,explicit,"[S0] grandmother is dead now .
[S1] she had been sitting in her arm - chair , telling us a long , beautiful tale ; and when it was finished , she said she was tired , and leaned her head back to sleep awhile .
[S2] we could hear her gentle breathing as she slept ; gradually it became quieter and calmer , and on her countenance beamed happiness and peace .
[S3] it was as if lighted up with a ray of sunshine .
[S4] she smiled once more , and then people said she was dead .
[S5] she was laid in a black coffin , looking mild and beautiful in the white folds of the shrouded linen , though her eyes were closed ; but every wrinkle had vanished , her hair looked white and silvery , and around her mouth lingered a sweet smile .
[S6] we did not feel at all afraid to look at the corpse of her who had been such a dear , good grandmother .
[S7] the hymn - book , in which the rose still lay , was placed under her head , for so she had wished it ; and then they buried grandmother .",,Easy,[6],yes,,"[S6] we did not feel at all afraid to look at the corpse of her who had been such a dear , good grandmother .","Q: how did the children feel when they looked at grandmother's corpse ?
A: not afraid ."
EV026,high,Easy,"Full context:
[S0] it was no wonder that he did so .
[S1] the queen 's expression was not pleasant to look at , as she darted an angry glance at her fair young step - daughter .
[S2] she was busy picking flowers some little distance away .
[S3] indeed , she was so annoyed at the thought that anyone should say that the girl was prettier than she was .
[S4] she quite lost her self - control .
[S5] when she reached home she went up , in a violent passion , to her room , and threw herself on the bed , declaring that she felt very ill indeed .
[S6] it was in vain that princess gold - tree asked her what the matter was , and if she could do anything for her .
[S7] she would not let the poor girl touch her , but pushed her away as if she had been some evil thing .
[S8] so at last the princess had to leave her alone , and go out of the apartment , feeling very sad indeed .

QA:
Q: why did the princess feel very sad ?
A: the queen pushed her away as if she had been some evil thing .",[7],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,gold-tree-and-silver-tree,25,causal relationship,local,explicit,"[S0] it was no wonder that he did so .
[S1] the queen 's expression was not pleasant to look at , as she darted an angry glance at her fair young step - daughter .
[S2] she was busy picking flowers some little distance away .
[S3] indeed , she was so annoyed at the thought that anyone should say that the girl was prettier than she was .
[S4] she quite lost her self - control .
[S5] when she reached home she went up , in a violent passion , to her room , and threw herself on the bed , declaring that she felt very ill indeed .
[S6] it was in vain that princess gold - tree asked her what the matter was , and if she could do anything for her .
[S7] she would not let the poor girl touch her , but pushed her away as if she had been some evil thing .
[S8] so at last the princess had to leave her alone , and go out of the apartment , feeling very sad indeed .",,Easy,[7],yes,,"[S7] she would not let the poor girl touch her , but pushed her away as if she had been some evil thing .","Q: why did the princess feel very sad ?
A: the queen pushed her away as if she had been some evil thing ."
EV027,high,Easy,"Full context:
[S0] now when the girl had grown old enough to make distinctions , and had acquired some sense , it chanced that her foster - mother once wished to take a journey .
[S1] "" you may go into any room you wish , "" she said to the girl , "" only you are not to go into these three rooms , "" and then she set out on her journey .
[S2] but the girl could not resist opening the door to the one room a little way - and swish !
[S3] out flew a star .
[S4] when her foster - mother came home , she was much grieved to find that the star had flown out , and was so annoyed with her foster - child that she threatened to send her away .
[S5] but the girl pleaded and cried , until at last she was allowed to remain .

QA:
Q: why was the girl allowed to remain ?
A: the girl pleaded and cried .",[5],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,child-of-mary,26,causal relationship,local,explicit,"[S0] now when the girl had grown old enough to make distinctions , and had acquired some sense , it chanced that her foster - mother once wished to take a journey .
[S1] "" you may go into any room you wish , "" she said to the girl , "" only you are not to go into these three rooms , "" and then she set out on her journey .
[S2] but the girl could not resist opening the door to the one room a little way - and swish !
[S3] out flew a star .
[S4] when her foster - mother came home , she was much grieved to find that the star had flown out , and was so annoyed with her foster - child that she threatened to send her away .
[S5] but the girl pleaded and cried , until at last she was allowed to remain .",,Easy,[5],yes,,"[S5] but the girl pleaded and cried , until at last she was allowed to remain .","Q: why was the girl allowed to remain ?
A: the girl pleaded and cried ."
EV028,high,Easy,"Full context:
[S0] once upon a time there was a couple of humble cottagers who had no children until , at last , the man 's wife was blessed with a boy , which made both of them very happy .
[S1] they named him faithful and when he was christened a huldra came to the hut , seated herself beside the child 's cradle , and foretold that he would meet with good fortune .
[S2] "" what is more , "" she said , "" when he is fifteen years of age , i will make him a present of a horse with many rare qualities , a horse that has the gift of speech ! ""
[S3] and with that the huldra turned and went away .

QA:
Q: what did the huldra foretell about faithful ?
A: he would meet with good fortune .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,faithful-and-unfaithful,27,action,local,explicit,"[S0] once upon a time there was a couple of humble cottagers who had no children until , at last , the man 's wife was blessed with a boy , which made both of them very happy .
[S1] they named him faithful and when he was christened a huldra came to the hut , seated herself beside the child 's cradle , and foretold that he would meet with good fortune .
[S2] "" what is more , "" she said , "" when he is fifteen years of age , i will make him a present of a horse with many rare qualities , a horse that has the gift of speech ! ""
[S3] and with that the huldra turned and went away .",,Easy,[1],yes,,"[S1] they named him faithful and when he was christened a huldra came to the hut , seated herself beside the child 's cradle , and foretold that he would meet with good fortune .","Q: what did the huldra foretell about faithful ?
A: he would meet with good fortune ."
EV029,high,Easy,"Full context:
[S0] at length he grew weary of home .
[S1] "" i must away and try my fortune in the world , "" said he , and his parents did not like to object ; for there was not much to wish for at home .
[S2] so he led his dear horse from the stable , swung himself into the saddle , and rode hurriedly into the wood .
[S3] he rode on and on , and had already covered a good bit of ground , when he saw two lions engaged in a struggle with a tiger , and they were well - nigh overcome .
[S4] "" make haste to take your bow , "" said the horse , "" shoot the tiger and deliver the two lions ! ""
[S5] "" yes , that 's what i will do , "" said the youth , fitted an arrow to the bow - string , and in a moment the tiger lay prone on the ground .
[S6] the two lions drew nearer , nuzzled their preserver in a friendly and grateful manner , and then hastened back to their cave .

QA:
Q: why did faithful want to try his fortune in the world ?
A: he grew weary of home .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,faithful-and-unfaithful,28,causal relationship,local,explicit,"[S0] at length he grew weary of home .
[S1] "" i must away and try my fortune in the world , "" said he , and his parents did not like to object ; for there was not much to wish for at home .
[S2] so he led his dear horse from the stable , swung himself into the saddle , and rode hurriedly into the wood .
[S3] he rode on and on , and had already covered a good bit of ground , when he saw two lions engaged in a struggle with a tiger , and they were well - nigh overcome .
[S4] "" make haste to take your bow , "" said the horse , "" shoot the tiger and deliver the two lions ! ""
[S5] "" yes , that 's what i will do , "" said the youth , fitted an arrow to the bow - string , and in a moment the tiger lay prone on the ground .
[S6] the two lions drew nearer , nuzzled their preserver in a friendly and grateful manner , and then hastened back to their cave .",,Easy,[0],yes,,[S0] at length he grew weary of home .,"Q: why did faithful want to try his fortune in the world ?
A: he grew weary of home ."
EV030,high,Easy,"Full context:
[S0] when the time came for them to part , the youngest princess went back to her beautiful castle .
[S1] the day passed like every other day .
[S2] when evening came at last and the dog had gone to bed , the princess was so driven by curiosity that she could hardly wait until he had fallen asleep .
[S3] then she rose , softly , lit her lamp , and drew near the bed to look at him while he slept .
[S4] but no one can describe her astonishment when throwing the light on the bed , she saw no lame dog lying there ; but the handsomest youth her eyes had ever beheld .
[S5] she could not stop looking at him ; but sat up all night bending over his pillow , and the more she looked at him the handsomer he seemed to grow , until she forgot everything else in the world .
[S6] at last the morning came .
[S7] and as the first star began to pale in the dawn , the youth began to grow restless and awaken .
[S8] the princess much frightened , blew out her lamp and lay down in her bed .
[S9] the youth thought she was sleeping and did not wish to wake her , so he rose quietly , assumed his other shape , went away and did not appear again all day long .

QA:
Q: how did the youngest princess feel when she saw the dog at night ?
A: astonishment .",[4],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,lame-dog,29,feeling,local,explicit,"[S0] when the time came for them to part , the youngest princess went back to her beautiful castle .
[S1] the day passed like every other day .
[S2] when evening came at last and the dog had gone to bed , the princess was so driven by curiosity that she could hardly wait until he had fallen asleep .
[S3] then she rose , softly , lit her lamp , and drew near the bed to look at him while he slept .
[S4] but no one can describe her astonishment when throwing the light on the bed , she saw no lame dog lying there ; but the handsomest youth her eyes had ever beheld .
[S5] she could not stop looking at him ; but sat up all night bending over his pillow , and the more she looked at him the handsomer he seemed to grow , until she forgot everything else in the world .
[S6] at last the morning came .
[S7] and as the first star began to pale in the dawn , the youth began to grow restless and awaken .
[S8] the princess much frightened , blew out her lamp and lay down in her bed .
[S9] the youth thought she was sleeping and did not wish to wake her , so he rose quietly , assumed his other shape , went away and did not appear again all day long .",,Easy,[4],yes,,"[S4] but no one can describe her astonishment when throwing the light on the bed , she saw no lame dog lying there ; but the handsomest youth her eyes had ever beheld .","Q: how did the youngest princess feel when she saw the dog at night ?
A: astonishment ."
EV031,high,Easy,"Full context:
[S0] "" nay , i know not , "" said the woman , "" and you can not see ! ""
[S1] "" many flowers and trees have withered this night . ""
[S2] "" death will soon come and plant them over again ! ""
[S3] "" you certainly know that every person has his or her life 's tree or flower , just as everyone happens to be settled . ""
[S4] "" they look like other plants , but they have pulsations of the heart . ""
[S5] "" children 's hearts can also beat . ""
[S6] "" go after yours , perhaps you may know your child 's . ""
[S7] "" but what will you give me if i tell you what you shall do more ? ""
[S8] "" i have nothing to give , "" said the afflicted mother , "" but i will go to the world 's end for you ! ""
[S9] "" nay , i have nothing to do there ! "" said the woman .
[S10] "" but you can give me your long black hair . ""
[S11] "" you know yourself that it is fine , and that i like ! ""
[S12] "" you shall have my white hair instead , and that 's always something ! ""
[S13] "" do you demand nothing else ? "" said she .
[S14] "" that i will gladly give you ! ""
[S15] and she gave her her fine black hair , and got the old woman 's snow - white hair instead .

QA:
Q: what does the old woman ask for in return for help ?
A: the mother 's long black hair .",[15],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-mother,30,action,local,explicit,"[S0] "" nay , i know not , "" said the woman , "" and you can not see ! ""
[S1] "" many flowers and trees have withered this night . ""
[S2] "" death will soon come and plant them over again ! ""
[S3] "" you certainly know that every person has his or her life 's tree or flower , just as everyone happens to be settled . ""
[S4] "" they look like other plants , but they have pulsations of the heart . ""
[S5] "" children 's hearts can also beat . ""
[S6] "" go after yours , perhaps you may know your child 's . ""
[S7] "" but what will you give me if i tell you what you shall do more ? ""
[S8] "" i have nothing to give , "" said the afflicted mother , "" but i will go to the world 's end for you ! ""
[S9] "" nay , i have nothing to do there ! "" said the woman .
[S10] "" but you can give me your long black hair . ""
[S11] "" you know yourself that it is fine , and that i like ! ""
[S12] "" you shall have my white hair instead , and that 's always something ! ""
[S13] "" do you demand nothing else ? "" said she .
[S14] "" that i will gladly give you ! ""
[S15] and she gave her her fine black hair , and got the old woman 's snow - white hair instead .",,Easy,[15],yes,,"[S15] and she gave her her fine black hair , and got the old woman 's snow - white hair instead .","Q: what does the old woman ask for in return for help ?
A: the mother 's long black hair ."
EV032,high,Easy,"Full context:
[S0] "" so the old fairy led her into the castle , and , though it was still the middle of the night , the queen could see plainly that it was far more beautiful than she had been told , which you can easily believe , prince , "" said the white cat , "" when i tell you that it was this castle that we are now in . '
[S1] will you gather the fruit yourself , queen ?
[S2] ' said the old fairy , ' or shall i call it to come to you ?
[S3] ' ' i beg you to let me see it come when it is called , ' cried the queen ; ' that will be something quite new .
[S4] ' the old fairy whistled twice , then she cried : ' apricots , peaches , nectarines , cherries , plums , pears , melons , grapes , apples , oranges , lemons , gooseberries , strawberries , raspberries , come !
[S5] ' and in an instant they came tumbling in one over another , and yet they were neither dusty nor spoilt , and the queen found them quite as good as she had fancied them .
[S6] you see they grew upon fairy trees .

QA:
Q: what did the old fairy do after the queen consented to give her little daughter away ?
A: led her into the castle .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-white-cat,31,action,local,explicit,"[S0] "" so the old fairy led her into the castle , and , though it was still the middle of the night , the queen could see plainly that it was far more beautiful than she had been told , which you can easily believe , prince , "" said the white cat , "" when i tell you that it was this castle that we are now in . '
[S1] will you gather the fruit yourself , queen ?
[S2] ' said the old fairy , ' or shall i call it to come to you ?
[S3] ' ' i beg you to let me see it come when it is called , ' cried the queen ; ' that will be something quite new .
[S4] ' the old fairy whistled twice , then she cried : ' apricots , peaches , nectarines , cherries , plums , pears , melons , grapes , apples , oranges , lemons , gooseberries , strawberries , raspberries , come !
[S5] ' and in an instant they came tumbling in one over another , and yet they were neither dusty nor spoilt , and the queen found them quite as good as she had fancied them .
[S6] you see they grew upon fairy trees .",,Easy,[0],yes,,"[S0] "" so the old fairy led her into the castle , and , though it was still the middle of the night , the queen could see plainly that it was far more beautiful than she had been told , which you can easily believe , prince , "" said the white cat , "" when i tell you that it was this castle that we are now in . '","Q: what did the old fairy do after the queen consented to give her little daughter away ?
A: led her into the castle ."
EV033,high,Easy,"Full context:
[S0] the inn - keeper replied : "" the constable of the temple of the great mountain appeared to me last night and said : ' to - morrow a man by the name of dung who is a good friend of mine is coming from the bay of kaiutschou ! ' and then he described your appearance and your clothes to me exactly , and told me to make careful note of them , and when you came to treat you with the greatest consideration , and to take no pay from you , since he would repay me lavishly . ""
[S1] "" so when i saw you coming everything was exactly as my dreams had foretold , and i knew you at once . ""
[S2] "" i have already prepared a quiet room for you , and beg that you will condescend to make yourself at ease . ""
[S3] joyfully dung followed him , and the inn - keeper waited on him with the greatest consideration , and saw that he had great plenty to eat and to drink .
[S4] at midnight the spirit arrived .
[S5] without having opened the door , he stood by dung 's bedside , gave him his hand , and asked how things had gone with him since he had last seen him .
[S6] dung answered all his questions and thanked him into the bargain for appearing to the inn - keeper in a dream .
[S7] he continued to live for some days at the inn .
[S8] during the day he went walking on the great mountain and at night his friend came to visit him and talked with him , and at the same time asked him what had happened to sir wang .

QA:
Q: what will the spirit do when he meets dung ?
A: stand by dung 's bedside , give him his hand , and ask how things had gone with him since he had last seen him .",[5],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-constable,32,prediction,summary,explicit,"[S0] the inn - keeper replied : "" the constable of the temple of the great mountain appeared to me last night and said : ' to - morrow a man by the name of dung who is a good friend of mine is coming from the bay of kaiutschou ! ' and then he described your appearance and your clothes to me exactly , and told me to make careful note of them , and when you came to treat you with the greatest consideration , and to take no pay from you , since he would repay me lavishly . ""
[S1] "" so when i saw you coming everything was exactly as my dreams had foretold , and i knew you at once . ""
[S2] "" i have already prepared a quiet room for you , and beg that you will condescend to make yourself at ease . ""
[S3] joyfully dung followed him , and the inn - keeper waited on him with the greatest consideration , and saw that he had great plenty to eat and to drink .
[S4] at midnight the spirit arrived .
[S5] without having opened the door , he stood by dung 's bedside , gave him his hand , and asked how things had gone with him since he had last seen him .
[S6] dung answered all his questions and thanked him into the bargain for appearing to the inn - keeper in a dream .
[S7] he continued to live for some days at the inn .
[S8] during the day he went walking on the great mountain and at night his friend came to visit him and talked with him , and at the same time asked him what had happened to sir wang .",,Easy,[5],yes,,"[S5] without having opened the door , he stood by dung 's bedside , gave him his hand , and asked how things had gone with him since he had last seen him .","Q: what will the spirit do when he meets dung ?
A: stand by dung 's bedside , give him his hand , and ask how things had gone with him since he had last seen him ."
EV034,high,Easy,"Full context:
[S0] at these words the king , who had been feeling rather uncomfortable , took heart again , for had he not prepared two beautiful tombs for his son to see , so that he might never , never guess what had been done to his wife ?
[S1] all these months the king and queen had been telling each other how good and merciful they had been not to take her brother 's advice and to put her to death .
[S2] but now , this somehow did not seem so certain .
[S3] then the king led the way to the courtyard just behind the palace , and through the gate into a beautiful garden where stood two splendid tombs in a green space under the trees .
[S4] the prince advanced alone , and , resting his head against the stone , he burst into tears .
[S5] his father and mother stood silently behind with a curious pang in their souls which they did not quite understand .
[S6] could it be that they were ashamed of themselves ?
[S7] but after a while the prince turned round , and walking past them in to the palace he bade the slaves bring him mourning .
[S8] for seven days no one saw him , but at the end of them he went out hunting , and helped his father rule his people .
[S9] only no one dared to speak to him of his wife and son .

QA:
Q: why did the king feel uncomfortable ?
A: he prepared two beautiful tombs for his son to see , so that he might never , never guess what had been done to his wife .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-one-handed-girl,33,causal relationship,local,explicit,"[S0] at these words the king , who had been feeling rather uncomfortable , took heart again , for had he not prepared two beautiful tombs for his son to see , so that he might never , never guess what had been done to his wife ?
[S1] all these months the king and queen had been telling each other how good and merciful they had been not to take her brother 's advice and to put her to death .
[S2] but now , this somehow did not seem so certain .
[S3] then the king led the way to the courtyard just behind the palace , and through the gate into a beautiful garden where stood two splendid tombs in a green space under the trees .
[S4] the prince advanced alone , and , resting his head against the stone , he burst into tears .
[S5] his father and mother stood silently behind with a curious pang in their souls which they did not quite understand .
[S6] could it be that they were ashamed of themselves ?
[S7] but after a while the prince turned round , and walking past them in to the palace he bade the slaves bring him mourning .
[S8] for seven days no one saw him , but at the end of them he went out hunting , and helped his father rule his people .
[S9] only no one dared to speak to him of his wife and son .",,Easy,[0],yes,,"[S0] at these words the king , who had been feeling rather uncomfortable , took heart again , for had he not prepared two beautiful tombs for his son to see , so that he might never , never guess what had been done to his wife ?","Q: why did the king feel uncomfortable ?
A: he prepared two beautiful tombs for his son to see , so that he might never , never guess what had been done to his wife ."
EV035,high,Easy,"Full context:
[S0] "" just feel how heavy it is , "" said he , taking it up by the wings .
[S1] "" it has been fattening for the last eight weeks . ""
[S2] "" when it is roasted , wo n't the fat run down ! ""
[S3] "" yes , indeed , "" said hans , weighing it in his hand , "" very fine to be sure ; but my pig is not to be despised . ""
[S4] upon which the peasant glanced cautiously on all sides , and shook his head .
[S5] "" i am afraid , "" said he , "" that there is something not quite right about your pig . ""
[S6] "" in the village i have just left one had actually been stolen from the bailiff 's yard . ""
[S7] "" i fear , i fear you have it in your hand . ""
[S8] "" they have sent after the thief , and it would be a bad look - out for you if it was found upon you . ""
[S9] "" the least that could happen would be to be thrown into a dark hole . ""
[S10] poor hans grew pale with fright .
[S11] "" for heaven 's sake , "" said he , "" help me out of this scrape , i am a stranger in these parts . ""
[S12] "" take my pig and give me your goose . ""

QA:
Q: what does hans ask for in exchange for his pig ?
A: a goose .",[8],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,hans-in-luck,34,action,local,explicit,"[S0] "" just feel how heavy it is , "" said he , taking it up by the wings .
[S1] "" it has been fattening for the last eight weeks . ""
[S2] "" when it is roasted , wo n't the fat run down ! ""
[S3] "" yes , indeed , "" said hans , weighing it in his hand , "" very fine to be sure ; but my pig is not to be despised . ""
[S4] upon which the peasant glanced cautiously on all sides , and shook his head .
[S5] "" i am afraid , "" said he , "" that there is something not quite right about your pig . ""
[S6] "" in the village i have just left one had actually been stolen from the bailiff 's yard . ""
[S7] "" i fear , i fear you have it in your hand . ""
[S8] "" they have sent after the thief , and it would be a bad look - out for you if it was found upon you . ""
[S9] "" the least that could happen would be to be thrown into a dark hole . ""
[S10] poor hans grew pale with fright .
[S11] "" for heaven 's sake , "" said he , "" help me out of this scrape , i am a stranger in these parts . ""
[S12] "" take my pig and give me your goose . """,,Easy,[8],yes,,"[S8] "" they have sent after the thief , and it would be a bad look - out for you if it was found upon you . ""","Q: what does hans ask for in exchange for his pig ?
A: a goose ."
EV036,high,Easy,"Full context:
[S0] there was a track of fire behind it .
[S1] finn followed , and on the threshold of the enchanted palace he found the body of midna .
[S2] he was quite dead , with the blood pouring through a wound in the middle of his back ; but the spear was gone .
[S3] finn drew his sword and cut off the enchanter 's head , and returned with it to tara .
[S4] when he came to the spot where he had dropped the mantle it was not seen , but smoke and flame issued there from a hole in the ground .
[S5] that hole was twenty feet deep in the earth , and at the bottom of it there was a fire always from that night , and it was never extinguished .
[S6] it was called the fire of the son of midna .
[S7] it was in a depression on the north side of the hill of tara , called the glen of the mantle , glen - a - brat .

QA:
Q: what did finn return to tara ?
A: the enchanter 's head .",[3],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-coming-of-finn,35,action,local,explicit,"[S0] there was a track of fire behind it .
[S1] finn followed , and on the threshold of the enchanted palace he found the body of midna .
[S2] he was quite dead , with the blood pouring through a wound in the middle of his back ; but the spear was gone .
[S3] finn drew his sword and cut off the enchanter 's head , and returned with it to tara .
[S4] when he came to the spot where he had dropped the mantle it was not seen , but smoke and flame issued there from a hole in the ground .
[S5] that hole was twenty feet deep in the earth , and at the bottom of it there was a fire always from that night , and it was never extinguished .
[S6] it was called the fire of the son of midna .
[S7] it was in a depression on the north side of the hill of tara , called the glen of the mantle , glen - a - brat .",,Easy,[3],yes,,"[S3] finn drew his sword and cut off the enchanter 's head , and returned with it to tara .","Q: what did finn return to tara ?
A: the enchanter 's head ."
EV037,high,Easy,"Full context:
[S0] at once a hand reached for it and a voice said : "" for thirty long years you kept my treasure from me , and from a poor farmer - lad you have grown to be a wealthy man . ""
[S1] "" now you have enough , and i would like to have my fire - ball back again ! ""
[S2] then the man knew what had happened , but the fox was gone .

QA:
Q: why did the fox decide to take back his treasure ?
A: the farmer had enough wealth .",[2],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,fox-fire,36,causal relationship,local,explicit,"[S0] at once a hand reached for it and a voice said : "" for thirty long years you kept my treasure from me , and from a poor farmer - lad you have grown to be a wealthy man . ""
[S1] "" now you have enough , and i would like to have my fire - ball back again ! ""
[S2] then the man knew what had happened , but the fox was gone .",,Easy,[2],yes,,"[S2] then the man knew what had happened , but the fox was gone .","Q: why did the fox decide to take back his treasure ?
A: the farmer had enough wealth ."
EV038,high,Easy,"Full context:
[S0] "" this may clear my throat , "" thought the senator , and slipped the bonbon into his mouth .
[S1] a few minutes afterwards he arose before the vast audience , which greeted him with enthusiastic plaudits .
[S2] "" my friends , "" began the senator , in a grave voice , "" this is a most impressive and important occasion . ""
[S3] then he paused , balanced himself upon his left foot , and kicked his right leg into the air in the way favored by ballet - dancers !
[S4] there was a hum of amazement and horror from the spectators , but the senator appeared not to notice it .
[S5] he whirled around upon the tips of his toes , kicked right and left in a graceful manner , and startled a bald - headed man in the front row by casting a languishing glance in his direction .

QA:
Q: why did the senator balance himself upon his left foot, and kick his right leg into the air in the way favored by ballet-dancers ?
A: he slipped the bonbon into his mouth .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-magic-bon-bons,37,causal relationship,summary,explicit,"[S0] "" this may clear my throat , "" thought the senator , and slipped the bonbon into his mouth .
[S1] a few minutes afterwards he arose before the vast audience , which greeted him with enthusiastic plaudits .
[S2] "" my friends , "" began the senator , in a grave voice , "" this is a most impressive and important occasion . ""
[S3] then he paused , balanced himself upon his left foot , and kicked his right leg into the air in the way favored by ballet - dancers !
[S4] there was a hum of amazement and horror from the spectators , but the senator appeared not to notice it .
[S5] he whirled around upon the tips of his toes , kicked right and left in a graceful manner , and startled a bald - headed man in the front row by casting a languishing glance in his direction .",,Easy,[0],yes,,"[S0] "" this may clear my throat , "" thought the senator , and slipped the bonbon into his mouth .","Q: why did the senator balance himself upon his left foot, and kick his right leg into the air in the way favored by ballet-dancers ?
A: he slipped the bonbon into his mouth ."
EV039,high,Easy,"Full context:
[S0] they did collect quantities -- because they did not lose them !
[S1] squirrels who bury their nuts in the ground lose more than half , because they can not remember the place .
[S2] the most forgetful squirrel in the wood was called silvertail .
[S3] he began to dig , and he could not remember .
[S4] and then he dug again and found some nuts that did not belong to him ; and there was a fight .
[S5] and other squirrels began to dig,--the whole wood was in commotion !
[S6] unfortunately , just at this time a flock of little birds flew by , from bush to bush , searching for green caterpillars and spiders .
[S7] there were several sorts of little birds , twittering different songs .

QA:
Q: who was the most forgetful squirrel in the wood ?
A: silvertail .",[2],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-tale-of-timmy-tiptoes,38,character,local,explicit,"[S0] they did collect quantities -- because they did not lose them !
[S1] squirrels who bury their nuts in the ground lose more than half , because they can not remember the place .
[S2] the most forgetful squirrel in the wood was called silvertail .
[S3] he began to dig , and he could not remember .
[S4] and then he dug again and found some nuts that did not belong to him ; and there was a fight .
[S5] and other squirrels began to dig,--the whole wood was in commotion !
[S6] unfortunately , just at this time a flock of little birds flew by , from bush to bush , searching for green caterpillars and spiders .
[S7] there were several sorts of little birds , twittering different songs .",,Easy,[2],yes,,[S2] the most forgetful squirrel in the wood was called silvertail .,"Q: who was the most forgetful squirrel in the wood ?
A: silvertail ."
