sample_id,annotation_priority,suggested_difficulty_label,full_context_qa,required_evidence_ids,human_valid,human_difficulty_label,human_answer_directly_found,human_evidence_ids,human_notes,num_required_sentences,suggested_answer_directly_found,blind_sufficient,blind_reason,story_name,source_index,attribute,fairytale_scope,fairytale_explicitness,full_context_numbered,removal_summary,selector_difficulty,selector_evidence_ids,selector_answer_directly_found,selector_reason,evidence_context,qa
EV496,high,Easy,"Full context:
[S0] so they handed him out acorn - cupfuls of honey - dew through the window , and he was not at all offended .
[S1] he sat outside in the sun , and said-- "" tiddly , widdly , widdly ! ""
[S2] "" your very good health , mrs . ""
[S3] "" tittlemouse ! ""

QA:
Q: how did mr. jackson feel when he could not enter mrs.tittlemouse's house ?
A: not at all offended .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,tale-of-mrs.tittlemouse,495,feeling,local,explicit,"[S0] so they handed him out acorn - cupfuls of honey - dew through the window , and he was not at all offended .
[S1] he sat outside in the sun , and said-- "" tiddly , widdly , widdly ! ""
[S2] "" your very good health , mrs . ""
[S3] "" tittlemouse ! """,,Easy,[0],yes,,"[S0] so they handed him out acorn - cupfuls of honey - dew through the window , and he was not at all offended .","Q: how did mr. jackson feel when he could not enter mrs.tittlemouse's house ?
A: not at all offended ."
EV497,high,Easy,"Full context:
[S0] the king and queen had only one child , a prince who was still small ; yet great in promise .
[S1] now when the king had gone , it chanced one day that the little fellow was wandering about the royal courtyard , and came to the wild man 's cage .
[S2] and he began to play with an apple of gold he had .
[S3] and while he was playing with it , it happened that suddenly the apple fell through the window in the wall of the cage .
[S4] the wild man at once appeared and threw back the apple .
[S5] this seemed a merry game to the little fellow : he threw the apple in again , and the wild man threw it out again , and thus they played for a long time .
[S6] yet for all the game had been so pleasant , it turned to sorrow in the end : for the wild man kept the apple of gold , and would not give it back again .
[S7] and when all was of no avail , neither threats nor prayers , the little fellow at last began to weep .

QA:
Q: why did the little fellow throw the apple in the cage again ?
A: it seemed like a merry game to the fellow .",[5],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,princess-glass-mountain,496,causal relationship,local,explicit,"[S0] the king and queen had only one child , a prince who was still small ; yet great in promise .
[S1] now when the king had gone , it chanced one day that the little fellow was wandering about the royal courtyard , and came to the wild man 's cage .
[S2] and he began to play with an apple of gold he had .
[S3] and while he was playing with it , it happened that suddenly the apple fell through the window in the wall of the cage .
[S4] the wild man at once appeared and threw back the apple .
[S5] this seemed a merry game to the little fellow : he threw the apple in again , and the wild man threw it out again , and thus they played for a long time .
[S6] yet for all the game had been so pleasant , it turned to sorrow in the end : for the wild man kept the apple of gold , and would not give it back again .
[S7] and when all was of no avail , neither threats nor prayers , the little fellow at last began to weep .",,Easy,[5],yes,,"[S5] this seemed a merry game to the little fellow : he threw the apple in again , and the wild man threw it out again , and thus they played for a long time .","Q: why did the little fellow throw the apple in the cage again ?
A: it seemed like a merry game to the fellow ."
EV498,high,Easy,"Full context:
[S0] they replied in the negative .
[S1] "" we have been treated by you with kindness and affection . ""
[S2] "" it is not for any slight we have received that we weep . ""
[S3] "" our mission is not to you only . ""
[S4] "" we come from the other land to test mankind , and to try the sincerity of the living . ""
[S5] "" often we have heard the bereaved by death say that if the lost could be restored , they would devote their lives to make them happy . ""
[S6] "" we have been moved by the bitter lamentations which have reached the place of the departed , and have come to make proof of the sincerity of those who have lost friends . ""
[S7] "" we are your two dead sisters . ""
[S8] "" three moons were allotted us by the master of life to make the trial . ""
[S9] "" more than half the time had been successfully passed , when the angry feelings of your wife indicated the irksomeness you felt at our presence , and has made us resolve on our departure . "" they continued to talk to the hunter and his wife , gave them instructions as to a future life , and pronounced a blessing upon them .

QA:
Q: who were the two strange guests ?
A: the hunter 's dead sisters .",[7],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-two-jeebi,497,character,local,explicit,"[S0] they replied in the negative .
[S1] "" we have been treated by you with kindness and affection . ""
[S2] "" it is not for any slight we have received that we weep . ""
[S3] "" our mission is not to you only . ""
[S4] "" we come from the other land to test mankind , and to try the sincerity of the living . ""
[S5] "" often we have heard the bereaved by death say that if the lost could be restored , they would devote their lives to make them happy . ""
[S6] "" we have been moved by the bitter lamentations which have reached the place of the departed , and have come to make proof of the sincerity of those who have lost friends . ""
[S7] "" we are your two dead sisters . ""
[S8] "" three moons were allotted us by the master of life to make the trial . ""
[S9] "" more than half the time had been successfully passed , when the angry feelings of your wife indicated the irksomeness you felt at our presence , and has made us resolve on our departure . "" they continued to talk to the hunter and his wife , gave them instructions as to a future life , and pronounced a blessing upon them .",,Easy,[7],yes,,"[S7] "" we are your two dead sisters . ""","Q: who were the two strange guests ?
A: the hunter 's dead sisters ."
EV499,high,Easy,"Full context:
[S0] ' i shall row out a little way -- only a very little way , ' he thought .
[S1] the pea - shell boats had travelled so far that they only looked like little specks on the ocean .
[S2] ' i shall seize hercules on the coast of asia , ' said lasse , ' and then row home again to europe . '
[S3] he shook the rope that held the boat , and , strange to say , the rope became loose .
[S4] ditsch , ratsch , a man is a man , and so little lasse manned the boat .
[S5] now he would row -- and he could row , for he had rowed so often on the step sat home , when the steps pretended to be a boat and father 's big stick an oar .
[S6] but when little lasse wanted to row there were no oars to be found in the boat .
[S7] the oars were locked up in the boat - house , and little lasse had not noticed that the boat was empty .
[S8] it is not so easy as one thinks to row to asia without oars .
[S9] what could little lasse do now ?
[S10] the boat was already some distance out on the sea , and the wind , which blew from land , was driving it still further out .
[S11] lasse was frightened and began to cry .
[S12] but there was no one on the shore to hear him .
[S13] only a big crow perched alone in the birch tree ; and the gardener 's black cat sat under the birch tree , waiting to catch the crow .
[S14] neither of them troubled themselves in the least about little lasse , who was drifting out to sea .

QA:
Q: why weren't there any oars to row with ?
A: the oars were locked up in the boat - house .",[7],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,little-lasse,498,causal relationship,local,explicit,"[S0] ' i shall row out a little way -- only a very little way , ' he thought .
[S1] the pea - shell boats had travelled so far that they only looked like little specks on the ocean .
[S2] ' i shall seize hercules on the coast of asia , ' said lasse , ' and then row home again to europe . '
[S3] he shook the rope that held the boat , and , strange to say , the rope became loose .
[S4] ditsch , ratsch , a man is a man , and so little lasse manned the boat .
[S5] now he would row -- and he could row , for he had rowed so often on the step sat home , when the steps pretended to be a boat and father 's big stick an oar .
[S6] but when little lasse wanted to row there were no oars to be found in the boat .
[S7] the oars were locked up in the boat - house , and little lasse had not noticed that the boat was empty .
[S8] it is not so easy as one thinks to row to asia without oars .
[S9] what could little lasse do now ?
[S10] the boat was already some distance out on the sea , and the wind , which blew from land , was driving it still further out .
[S11] lasse was frightened and began to cry .
[S12] but there was no one on the shore to hear him .
[S13] only a big crow perched alone in the birch tree ; and the gardener 's black cat sat under the birch tree , waiting to catch the crow .
[S14] neither of them troubled themselves in the least about little lasse , who was drifting out to sea .",,Easy,[7],yes,,"[S7] the oars were locked up in the boat - house , and little lasse had not noticed that the boat was empty .","Q: why weren't there any oars to row with ?
A: the oars were locked up in the boat - house ."
EV500,high,Easy,"Full context:
[S0] the sun had not yet risen when pinkel returned to the palace , and , entering the king 's chamber , he held up the lantern so that its rays might fall upon the bed .
[S1] in an instant the king awoke , and seeing the golden lantern shedding its light upon him , he sprang up , and embraced pinkel with joy .
[S2] ' o cunning one , ' cried he , ' what treasure hast thou brought me ! '
[S3] and calling for his attendants he ordered that rooms next his own should be prepared for pinkel , and that the youth might enter his presence at any hour .
[S4] and besides this , he was to have a seat on the council .

QA:
Q: what happened because pinkel returned with the golden lantern ?
A: rooms next the king 's own were prepared for pinkel and he was to have a seat on the council .",[4],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,pinkel-thief,499,outcome resolution,local,explicit,"[S0] the sun had not yet risen when pinkel returned to the palace , and , entering the king 's chamber , he held up the lantern so that its rays might fall upon the bed .
[S1] in an instant the king awoke , and seeing the golden lantern shedding its light upon him , he sprang up , and embraced pinkel with joy .
[S2] ' o cunning one , ' cried he , ' what treasure hast thou brought me ! '
[S3] and calling for his attendants he ordered that rooms next his own should be prepared for pinkel , and that the youth might enter his presence at any hour .
[S4] and besides this , he was to have a seat on the council .",,Easy,[4],yes,,"[S4] and besides this , he was to have a seat on the council .","Q: what happened because pinkel returned with the golden lantern ?
A: rooms next the king 's own were prepared for pinkel and he was to have a seat on the council ."
EV501,high,Easy,"Full context:
[S0] then arthur summoned his five best men and bade them go with kilweh .
[S1] there was bedwyr the one - handed , kai 's comrade and brother in arms , the swiftest man in britain save arthur ; there was kynddelig , who knew the paths in a land where he had never been as surely as he did those of his own country ; there was gwrhyr , that could speak all tongues ; and gwalchmai the son of gwyar , who never returned till he had gained what he sought ; and last of all there was menw , who could weave a spell over them so that none might see them , while they could see everyone .
[S2] so these seven journeyed together till they reached a vast open plain in which was a fair castle .
[S3] but though it seemed so close it was not until the evening of the third day that they really drew near to it , and in front of it a flock of sheep was spread , so many in number that there seemed no end to them .
[S4] a shepherd stood on a mound watching over them , and by his side was a dog , as large as a horse nine winters old .

QA:
Q: who was kai's comrade and brother in arms ?
A: bedwyr .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-winning-of-olwen,500,character,local,explicit,"[S0] then arthur summoned his five best men and bade them go with kilweh .
[S1] there was bedwyr the one - handed , kai 's comrade and brother in arms , the swiftest man in britain save arthur ; there was kynddelig , who knew the paths in a land where he had never been as surely as he did those of his own country ; there was gwrhyr , that could speak all tongues ; and gwalchmai the son of gwyar , who never returned till he had gained what he sought ; and last of all there was menw , who could weave a spell over them so that none might see them , while they could see everyone .
[S2] so these seven journeyed together till they reached a vast open plain in which was a fair castle .
[S3] but though it seemed so close it was not until the evening of the third day that they really drew near to it , and in front of it a flock of sheep was spread , so many in number that there seemed no end to them .
[S4] a shepherd stood on a mound watching over them , and by his side was a dog , as large as a horse nine winters old .",,Easy,[1],yes,,"[S1] there was bedwyr the one - handed , kai 's comrade and brother in arms , the swiftest man in britain save arthur ; there was kynddelig , who knew the paths in a land where he had never been as surely as he did those of his own country ; there was gwrhyr , that could speak all tongues ; and gwalchmai the son of gwyar , who never returned till he had gained what he sought ; and last of all there was menw , who could weave a spell over them so that none might see them , while they could see everyone .","Q: who was kai's comrade and brother in arms ?
A: bedwyr ."
EV502,high,Easy,"Full context:
[S0] when the mother heard that she thought it might not be such a bad idea after all .
[S1] she dressed up the youth as well as she could , so that he would make a good showing when he came to the mother in the corner , and then he set forth .
[S2] when he stepped out the sun was shining bright and warm .
[S3] it had rained during the night , and the ground was soft and full of water puddles .
[S4] the youth took the shortest path to the mother in the corner , and sang and danced , as he always did .
[S5] but suddenly , as he was hopping and skipping along , he came to a swamp , and there were only some logs laid down to cross it .
[S6] from the one log he had to jump over a puddle to a clump of grass , unless he wanted to dirty his shoes .
[S7] and then he went kerflop !
[S8] the very moment he set foot on the clump of grass , he went down and down until he was standing in a dark , ugly hole .
[S9] at first he could see nothing at all , but when he had been there a little while , he saw that there was a rat , who was wiggling and waggling around , and had a bunch of keys hanging from her tail .

QA:
Q: why did the mother dress the youth as well as she could ?
A: he would make a good showing when he came to the mother in the corner .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,youth-who-wanted-to-win-daughter-of-mother-in-corner,501,causal relationship,local,explicit,"[S0] when the mother heard that she thought it might not be such a bad idea after all .
[S1] she dressed up the youth as well as she could , so that he would make a good showing when he came to the mother in the corner , and then he set forth .
[S2] when he stepped out the sun was shining bright and warm .
[S3] it had rained during the night , and the ground was soft and full of water puddles .
[S4] the youth took the shortest path to the mother in the corner , and sang and danced , as he always did .
[S5] but suddenly , as he was hopping and skipping along , he came to a swamp , and there were only some logs laid down to cross it .
[S6] from the one log he had to jump over a puddle to a clump of grass , unless he wanted to dirty his shoes .
[S7] and then he went kerflop !
[S8] the very moment he set foot on the clump of grass , he went down and down until he was standing in a dark , ugly hole .
[S9] at first he could see nothing at all , but when he had been there a little while , he saw that there was a rat , who was wiggling and waggling around , and had a bunch of keys hanging from her tail .",,Easy,[1],yes,,"[S1] she dressed up the youth as well as she could , so that he would make a good showing when he came to the mother in the corner , and then he set forth .","Q: why did the mother dress the youth as well as she could ?
A: he would make a good showing when he came to the mother in the corner ."
EV503,high,Easy,"Full context:
[S0] hans had served his master seven years .
[S1] at the end of the seventh year he said , "" master , my time is up . ""
[S2] "" i want to go home and see my mother , so give me my wages . ""
[S3] "" you have served me truly and faithfully , "" said the master .
[S4] "" as the service is , so must the wages be , "" and he gave him a lump of gold as big as his head .
[S5] hans pulled his handkerchief out of his pocket and tied up the lump of gold in it , hoisted it on his shoulder , and set off on his way home .
[S6] and as he was trudging along , there came in sight a man riding on a spirited horse , and looking very gay and lively .
[S7] "" oh ! "" cried hans aloud , "" how splendid riding must be ! ""
[S8] "" sitting as much at one 's ease as in an arm - chair , stumbling over no stones , saving one 's shoes , and getting on one hardly knows how ! ""
[S9] the horseman heard hans say this , and called out to him , "" well hans , what are you doing on foot ? ""

QA:
Q: how long had hans served his master for ?
A: seven years .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,hans-in-luck,502,action,local,explicit,"[S0] hans had served his master seven years .
[S1] at the end of the seventh year he said , "" master , my time is up . ""
[S2] "" i want to go home and see my mother , so give me my wages . ""
[S3] "" you have served me truly and faithfully , "" said the master .
[S4] "" as the service is , so must the wages be , "" and he gave him a lump of gold as big as his head .
[S5] hans pulled his handkerchief out of his pocket and tied up the lump of gold in it , hoisted it on his shoulder , and set off on his way home .
[S6] and as he was trudging along , there came in sight a man riding on a spirited horse , and looking very gay and lively .
[S7] "" oh ! "" cried hans aloud , "" how splendid riding must be ! ""
[S8] "" sitting as much at one 's ease as in an arm - chair , stumbling over no stones , saving one 's shoes , and getting on one hardly knows how ! ""
[S9] the horseman heard hans say this , and called out to him , "" well hans , what are you doing on foot ? """,,Easy,[0],yes,,[S0] hans had served his master seven years .,"Q: how long had hans served his master for ?
A: seven years ."
EV504,high,Easy,"Full context:
[S0] "" win victory and blessings , o fenian king , "" said conan ; "" it is with clear memory and sweet words you relate these things . tell me now the meaning of the byword , ' the hospitality of fionn in the house of cuanna . '
[S1] "" "" i will tell you the truth concerning that , o conan , "" said fionn .
[S2] "" oisin , caoilte , mac lughaidh , diarmuid o'duibhne , and myself happened one day , above all other days , to be on the summit of cairn feargall . ""
[S3] "" we were accompanied by our five hounds , namely , bran , sceoluing , sear dubh , luath luachar , and anuaill . ""
[S4] "" we had not long been there when we perceived a rough , tall , huge giant approaching us . ""
[S5] "" he carried an iron fork upon his back , and a grunting hog was placed between the prongs of the fork ; a young girl of mature age followed and forced the giant on his way before her . ""
[S6] "" ' let someone go forward and accost those people , ' said i. diarmuid o'duibhne followed , but did not overtake them . ""
[S7] "" the other three and i started up , and followed diarmuid and the giant . ""
[S8] "" we overtook diarmuid , but did not come up with the giant or the girl ; for a dark , gloomy , druidical mist showered down between us and them , so that we could not discern what road they took . ""
[S9] "" when the mist cleared away we looked around us , and discovered a light - roofed , comfortable - looking house at the edge of the ford near at hand . ""
[S10] "" we proceeded to the house , before which spread a lawn upon which were two fountains . ""
[S11] "" at the brink of one fountain lay a rude iron vessel , and a vessel of bronze at the brink of the other . ""
[S12] "" those we met in the house were an aged , hoary - headed man standing by the door jamb to the right hand , and a beautiful maid sitting before him ; a rough , rude , huge giant before the fire busily cooking a hog ; and an old man at the other side of the fire , having an iron - grey head of hair and twelve eyes in his head , while the twelve sons ( germs ) of discord beamed in each eye . ""
[S13] ' o fionn , ' asked the man of the door - post , ' do you feel surprised at the appearance and arrangements of this house ? '
[S14] i assured him that i never saw anything which surprised me more .
[S15] ' well , then , i will explain the meaning of all these things to you , ' said the man .
[S16] ' the giant carrying the grunting hog between the prongs of the iron fork , whom you first saw , is he who is yonder , and his name is sloth . '
[S17] ' she who is close to me is the young woman who had been forcing him along , that is energy ; and energy compels sloth forward with her ; for energy moves , in the twinkling of the eye , a greater distance than the foot can travel in a year . '
[S18] ' the old man of the bright eyes yonder signifies the world ; and he is more powerful than anyone , which has been proved by his rendering the ram powerless . '
[S19] ' that ram which you saw signifies the crimes of the man . '
[S20] ' that hag there beyond is withering old age , and her clothing has withered your four men . '
[S21] ' the two wells from which you drank the two draughts mean falsehood and truth ; for while telling a lie one finds it sweet , but it becomes bitter at the last . '
[S22] ' cuanna from innistuil is my own name . '
[S23] ' i do not reside here , but having conceived a wonderful love for you , o fionn , on account of your superiority in wisdom and general celebrity , i therefore put those things into the way before you in order that i might see you . '
[S24] ' and this story shall be called , to the end of the world , the hospitality of cuanna 's house to fionn . '
[S25] ' let you and your men come together , and do ye five sleep until morning . '
[S26] accordingly we did so , and when we awoke in the morning we found ourselves on the summit of cairn feargaill , with our hounds and arms by us .
[S27] so there is the meaning of the byword , ' the hospitality of fionn in the house of cuanna , ' o conan , said fionn .

QA:
Q: what will happen if someone drinks the draught while telling a lie ?
A: one will find it sweet but it becomes bitter at the last .",[21],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,festivities-at-the-house-of-conan,503,outcome resolution,summary,explicit,"[S0] "" win victory and blessings , o fenian king , "" said conan ; "" it is with clear memory and sweet words you relate these things . tell me now the meaning of the byword , ' the hospitality of fionn in the house of cuanna . '
[S1] "" "" i will tell you the truth concerning that , o conan , "" said fionn .
[S2] "" oisin , caoilte , mac lughaidh , diarmuid o'duibhne , and myself happened one day , above all other days , to be on the summit of cairn feargall . ""
[S3] "" we were accompanied by our five hounds , namely , bran , sceoluing , sear dubh , luath luachar , and anuaill . ""
[S4] "" we had not long been there when we perceived a rough , tall , huge giant approaching us . ""
[S5] "" he carried an iron fork upon his back , and a grunting hog was placed between the prongs of the fork ; a young girl of mature age followed and forced the giant on his way before her . ""
[S6] "" ' let someone go forward and accost those people , ' said i. diarmuid o'duibhne followed , but did not overtake them . ""
[S7] "" the other three and i started up , and followed diarmuid and the giant . ""
[S8] "" we overtook diarmuid , but did not come up with the giant or the girl ; for a dark , gloomy , druidical mist showered down between us and them , so that we could not discern what road they took . ""
[S9] "" when the mist cleared away we looked around us , and discovered a light - roofed , comfortable - looking house at the edge of the ford near at hand . ""
[S10] "" we proceeded to the house , before which spread a lawn upon which were two fountains . ""
[S11] "" at the brink of one fountain lay a rude iron vessel , and a vessel of bronze at the brink of the other . ""
[S12] "" those we met in the house were an aged , hoary - headed man standing by the door jamb to the right hand , and a beautiful maid sitting before him ; a rough , rude , huge giant before the fire busily cooking a hog ; and an old man at the other side of the fire , having an iron - grey head of hair and twelve eyes in his head , while the twelve sons ( germs ) of discord beamed in each eye . ""
[S13] ' o fionn , ' asked the man of the door - post , ' do you feel surprised at the appearance and arrangements of this house ? '
[S14] i assured him that i never saw anything which surprised me more .
[S15] ' well , then , i will explain the meaning of all these things to you , ' said the man .
[S16] ' the giant carrying the grunting hog between the prongs of the iron fork , whom you first saw , is he who is yonder , and his name is sloth . '
[S17] ' she who is close to me is the young woman who had been forcing him along , that is energy ; and energy compels sloth forward with her ; for energy moves , in the twinkling of the eye , a greater distance than the foot can travel in a year . '
[S18] ' the old man of the bright eyes yonder signifies the world ; and he is more powerful than anyone , which has been proved by his rendering the ram powerless . '
[S19] ' that ram which you saw signifies the crimes of the man . '
[S20] ' that hag there beyond is withering old age , and her clothing has withered your four men . '
[S21] ' the two wells from which you drank the two draughts mean falsehood and truth ; for while telling a lie one finds it sweet , but it becomes bitter at the last . '
[S22] ' cuanna from innistuil is my own name . '
[S23] ' i do not reside here , but having conceived a wonderful love for you , o fionn , on account of your superiority in wisdom and general celebrity , i therefore put those things into the way before you in order that i might see you . '
[S24] ' and this story shall be called , to the end of the world , the hospitality of cuanna 's house to fionn . '
[S25] ' let you and your men come together , and do ye five sleep until morning . '
[S26] accordingly we did so , and when we awoke in the morning we found ourselves on the summit of cairn feargaill , with our hounds and arms by us .
[S27] so there is the meaning of the byword , ' the hospitality of fionn in the house of cuanna , ' o conan , said fionn .",,Easy,[21],yes,,"[S21] ' the two wells from which you drank the two draughts mean falsehood and truth ; for while telling a lie one finds it sweet , but it becomes bitter at the last . '","Q: what will happen if someone drinks the draught while telling a lie ?
A: one will find it sweet but it becomes bitter at the last ."
EV505,high,Easy,"Full context:
[S0] "" i was giving a representation , "" he said , "" in the hall of the posting - house in the little town of slagelse .
[S1] there was a splendid audience , entirely juvenile excepting two respectable matrons .
[S2] all at once , a person in black , of student - like appearance , entered the room , and sat down .
[S3] he laughed aloud at the telling points , and applauded quite at the proper time .
[S4] this was a very unusual spectator for me , and i felt anxious to know who he was .
[S5] i heard that he was a member of the polytechnic institution in copenhagen , who had been sent out to lecture to the people in the provinces .
[S6] punctually at eight o'clock my performance closed , for children must go early to bed , and a manager must also consult the convenience of the public .

QA:
Q: what was the town called ?
A: slagelse .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,puppet-show-man,504,setting,local,explicit,"[S0] "" i was giving a representation , "" he said , "" in the hall of the posting - house in the little town of slagelse .
[S1] there was a splendid audience , entirely juvenile excepting two respectable matrons .
[S2] all at once , a person in black , of student - like appearance , entered the room , and sat down .
[S3] he laughed aloud at the telling points , and applauded quite at the proper time .
[S4] this was a very unusual spectator for me , and i felt anxious to know who he was .
[S5] i heard that he was a member of the polytechnic institution in copenhagen , who had been sent out to lecture to the people in the provinces .
[S6] punctually at eight o'clock my performance closed , for children must go early to bed , and a manager must also consult the convenience of the public .",,Easy,[0],yes,,"[S0] "" i was giving a representation , "" he said , "" in the hall of the posting - house in the little town of slagelse .","Q: what was the town called ?
A: slagelse ."
EV506,high,Easy,"Full context:
[S0] ' my portrait ? ' cried celandine with sudden interest .
[S1] ' is it possible that prince featherhead can have parted with it ? '
[S2] ' he would part with his life sooner , lovely princess , ' answered he ; ' i can assure you of that , for i am prince featherhead . '
[S3] at the same moment the fairy of the beech - woods took away the enchantment , and the happy princess recognised her lover , now truly hers , for the trials they had both undergone had so changed and improved them that they were capable of a real love for each other .
[S4] you may imagine how perfectly happy they were , and how much they had to hear and to tell .
[S5] but at length it was time to go back to the little house , and as they went along celandine remembered for the first time what a ragged old dress she was wearing , and what an odd appearance she must present .
[S6] but the prince declared that it became her vastly , and that he thought it most picturesque .
[S7] when they reached the house the old woman received them very crossly .

QA:
Q: what did the princess have ?
A: the unhappiness of a loving prince who was fickle , frivolous , proud , incapable of caring for anyone but himself , who had been spoilt by flattery .",[3],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,prince-featherhead-and-the-princess-celandine,505,action,local,explicit,"[S0] ' my portrait ? ' cried celandine with sudden interest .
[S1] ' is it possible that prince featherhead can have parted with it ? '
[S2] ' he would part with his life sooner , lovely princess , ' answered he ; ' i can assure you of that , for i am prince featherhead . '
[S3] at the same moment the fairy of the beech - woods took away the enchantment , and the happy princess recognised her lover , now truly hers , for the trials they had both undergone had so changed and improved them that they were capable of a real love for each other .
[S4] you may imagine how perfectly happy they were , and how much they had to hear and to tell .
[S5] but at length it was time to go back to the little house , and as they went along celandine remembered for the first time what a ragged old dress she was wearing , and what an odd appearance she must present .
[S6] but the prince declared that it became her vastly , and that he thought it most picturesque .
[S7] when they reached the house the old woman received them very crossly .",,Easy,[3],yes,,"[S3] at the same moment the fairy of the beech - woods took away the enchantment , and the happy princess recognised her lover , now truly hers , for the trials they had both undergone had so changed and improved them that they were capable of a real love for each other .","Q: what did the princess have ?
A: the unhappiness of a loving prince who was fickle , frivolous , proud , incapable of caring for anyone but himself , who had been spoilt by flattery ."
EV507,high,Easy,"Full context:
[S0] joringel looked up at jorinde .
[S1] she had been changed into a nightingale , who was singing ' jug , jug .
[S2] ' a night - owl with glowing eyes flew three times round her , and screeched three times ' tu - whit , tu - whit , tu - whoo . '
[S3] joringel could not stir ; he stood there like a stone ; he could not weep , or speak , or move hand or foot .
[S4] now the sun set ; the owl flew into a bush , and immediately an old , bent woman came out of it ; she was yellow - skinned and thin , and had large red eyes and a hooked nose , which met her chin .
[S5] she muttered to herself , caught the nightingale , and carried her away in her hand .
[S6] joringel could say nothing ; he could not move from the spot , and the nightingale was gone .

QA:
Q: how did the old woman look ?
A: yellow - skinned and thin , and had large red eyes and a hooked nose , which met her chin .",[4],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,jorinde-and-joringel,506,character,local,explicit,"[S0] joringel looked up at jorinde .
[S1] she had been changed into a nightingale , who was singing ' jug , jug .
[S2] ' a night - owl with glowing eyes flew three times round her , and screeched three times ' tu - whit , tu - whit , tu - whoo . '
[S3] joringel could not stir ; he stood there like a stone ; he could not weep , or speak , or move hand or foot .
[S4] now the sun set ; the owl flew into a bush , and immediately an old , bent woman came out of it ; she was yellow - skinned and thin , and had large red eyes and a hooked nose , which met her chin .
[S5] she muttered to herself , caught the nightingale , and carried her away in her hand .
[S6] joringel could say nothing ; he could not move from the spot , and the nightingale was gone .",,Easy,[4],yes,,"[S4] now the sun set ; the owl flew into a bush , and immediately an old , bent woman came out of it ; she was yellow - skinned and thin , and had large red eyes and a hooked nose , which met her chin .","Q: how did the old woman look ?
A: yellow - skinned and thin , and had large red eyes and a hooked nose , which met her chin ."
EV508,high,Easy,"Full context:
[S0] once upon a time there was a king who had a three - year old son , and was obliged to go to war against another king .
[S1] then , when his ships sailed home again after he had gained a splendid victory , a storm broke out and his whole fleet was near sinking .
[S2] but the king vowed he would sacrifice to the sea - queen the first male creature that came to meet him when he reached land and entered his capital .
[S3] thereby the whole fleet reached the harbor in safety .
[S4] but the five - year old prince , who had not seen his father for the past two years , and who was delighted with the thunder of the cannon as the ships came in , secretly slipped away from his attendants , and ran to the landing .
[S5] when the king came ashore he was the first to cast himself into his arms , weeping with joy .
[S6] the king was frightened when he thought of the sea - queen .
[S7] he thought that , after all , the prince was only a child , and at any rate he could sacrifice the next person to step up to him after the prince .

QA:
Q: why was the king frightened when he thought of the sea-queen ?
A: the king vowed he would sacrifice to the sea - queen the first male creature that came to meet him when he reached land and entered his capital .",[2],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,first-born-first-wed,507,causal relationship,local,explicit,"[S0] once upon a time there was a king who had a three - year old son , and was obliged to go to war against another king .
[S1] then , when his ships sailed home again after he had gained a splendid victory , a storm broke out and his whole fleet was near sinking .
[S2] but the king vowed he would sacrifice to the sea - queen the first male creature that came to meet him when he reached land and entered his capital .
[S3] thereby the whole fleet reached the harbor in safety .
[S4] but the five - year old prince , who had not seen his father for the past two years , and who was delighted with the thunder of the cannon as the ships came in , secretly slipped away from his attendants , and ran to the landing .
[S5] when the king came ashore he was the first to cast himself into his arms , weeping with joy .
[S6] the king was frightened when he thought of the sea - queen .
[S7] he thought that , after all , the prince was only a child , and at any rate he could sacrifice the next person to step up to him after the prince .",,Easy,[2],yes,,[S2] but the king vowed he would sacrifice to the sea - queen the first male creature that came to meet him when he reached land and entered his capital .,"Q: why was the king frightened when he thought of the sea-queen ?
A: the king vowed he would sacrifice to the sea - queen the first male creature that came to meet him when he reached land and entered his capital ."
