sample_id,annotation_priority,suggested_difficulty_label,full_context_qa,required_evidence_ids,human_valid,human_difficulty_label,human_answer_directly_found,human_evidence_ids,human_notes,num_required_sentences,suggested_answer_directly_found,blind_sufficient,blind_reason,story_name,source_index,attribute,fairytale_scope,fairytale_explicitness,full_context_numbered,full_context_zh,removal_summary,selector_difficulty,selector_evidence_ids,selector_answer_directly_found,selector_reason,evidence_context_zh,qa_zh,evidence_context,qa
EV338,high,Easy,"Full context:
[S0] the house in which she dwelt was small and neat , but dreary to behold , for there were no flowers near it -- no trees .
[S1] by the door stood a bee - hive , which was very useful .
[S2] there was also a little potato - field , very useful , and an earth bank , with sloe bushes upon it , which had done blossoming .
[S3] it now bore fruit , sloes , that draw one 's mouth together if one tastes them before the frost has touched them .

QA:
Q: what stood beside the door ?
A: bee - hive .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,what-one-can-invent,337,setting,local,explicit,"[S0] the house in which she dwelt was small and neat , but dreary to behold , for there were no flowers near it -- no trees .
[S1] by the door stood a bee - hive , which was very useful .
[S2] there was also a little potato - field , very useful , and an earth bank , with sloe bushes upon it , which had done blossoming .
[S3] it now bore fruit , sloes , that draw one 's mouth together if one tastes them before the frost has touched them .","[S0] 她住的房子小而整洁，但看起来很凄凉，因为附近没有花——也没有树。
[S1] 门旁放着一个蜂箱，非常实用。
[S2] 还有一小块土豆田，也很实用，以及一个土堤，上面长着黑刺李灌木，已经开过花。
[S3] 现在它结出了黑刺李果，如果在霜冻前尝它们，会让人的嘴巴皱起来。",,Easy,[1],yes,,[S1] 门旁放着一个蜂箱，非常实用。,"Q: 门旁边有什么？
A: 蜂箱。","[S1] by the door stood a bee - hive , which was very useful .","Q: what stood beside the door ?
A: bee - hive ."
EV339,high,Easy,"Full context:
[S0] on another occasion , in the days of kien lung , the minister dschou ling was ordered to install a new king in the liu - kiu islands .
[S1] when the fleet was sailing by south of korea , a storm arose , and his ship was driven toward the black whirlpool .
[S2] the water had the color of ink , sun and moon lost their radiance , and the word was passed about that the ship had been caught in the black whirlpool , from which no living man had ever returned .
[S3] the seaman and travelers awaited their end with lamentations .
[S4] suddenly an untold number of lights , like red lanterns , appeared on the surface of the water .
[S5] then the seamen were overjoyed and prayed in the cabins .
[S6] "" our lives are saved ! "" they cried , "" the holy mother has come to our aid ! ""
[S7] and truly , a beautiful maiden with golden earrings appeared .
[S8] she waved her hand in the air and the winds became still and the waves grew even .
[S9] and it seemed as though the ship were being drawn along by a mighty hand .
[S10] it moved plashing through the waves , and suddenly it was beyond the limits of the black whirlpool .

QA:
Q: what did the beautiful maiden with golden earrings do when she appeared ?
A: waved her hand in the air and the winds became still and the waves grew even .",[8],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-queen-of-heaven,338,action,local,explicit,"[S0] on another occasion , in the days of kien lung , the minister dschou ling was ordered to install a new king in the liu - kiu islands .
[S1] when the fleet was sailing by south of korea , a storm arose , and his ship was driven toward the black whirlpool .
[S2] the water had the color of ink , sun and moon lost their radiance , and the word was passed about that the ship had been caught in the black whirlpool , from which no living man had ever returned .
[S3] the seaman and travelers awaited their end with lamentations .
[S4] suddenly an untold number of lights , like red lanterns , appeared on the surface of the water .
[S5] then the seamen were overjoyed and prayed in the cabins .
[S6] "" our lives are saved ! "" they cried , "" the holy mother has come to our aid ! ""
[S7] and truly , a beautiful maiden with golden earrings appeared .
[S8] she waved her hand in the air and the winds became still and the waves grew even .
[S9] and it seemed as though the ship were being drawn along by a mighty hand .
[S10] it moved plashing through the waves , and suddenly it was beyond the limits of the black whirlpool .","[S0] 另一次，在乾隆年间，大臣周凌受命前往琉球群岛册立新王。
[S1] 当舰队经过朝鲜南部时，风暴骤起，他的船被吹向黑色漩涡。
[S2] 海水如墨，日月无光，传言船已被卷入黑色漩涡，无人能生还。
[S3] 水手和旅客哀叹着等待末日。
[S4] 突然，水面上出现了无数红灯般的亮光。
[S5] 水手们欣喜若狂，在船舱里祈祷。
[S6] “我们得救了！”他们喊道，“圣母来救我们了！”
[S7] 果然，一位戴着金耳环的美丽少女出现了。
[S8] 她向空中挥手，风停了，浪也平静了。
[S9] 仿佛有一只巨手在拉着船前进。
[S10] 船破浪而行，突然就冲出了黑色漩涡的范围。",,Easy,[8],yes,,[S8] 她向空中挥手，风停了，浪也平静了。,"Q: 戴着金耳环的美丽少女出现时做了什么？
A: 向空中挥手，风停了，浪也平静了。",[S8] she waved her hand in the air and the winds became still and the waves grew even .,"Q: what did the beautiful maiden with golden earrings do when she appeared ?
A: waved her hand in the air and the winds became still and the waves grew even ."
EV340,high,Easy,"Full context:
[S0] years flew by , and every morning uraschimataro sailed his boat into the deep sea .
[S1] but one day as he was making for a little bay between some rocks , there arose a fierce whirlwind , which shattered his boat to pieces , and she was sucked under by the waves .
[S2] uraschimataro himself very nearly shared the same fate .
[S3] but he was a powerful swimmer , and struggled hard to reach the shore .
[S4] then he saw a large turtle coming towards him , and above the howling of the storm he heard what it said : ' i am the turtle whose life you once saved . '
[S5] ' i will now pay my debt and show my gratitude . '
[S6] ' the land is still far distant , and without my help you would never get there . '
[S7] ' climb on my back , and i will take you where you will . '
[S8] uraschimataro did not wait to be asked twice , and thankfully accepted his friend 's help .
[S9] but scarcely was he seated firmly on the shell , when the turtle proposed that they should not return to the shore at once , but go under the sea , and look at some of the wonders that lay hidden there .

QA:
Q: what did the turtle do when uraschimataro struggled hard to reach the shore ?
A: paid his debt and showed his gratitude .",[5],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-uraschimataro-and-the-turtle,339,action,local,explicit,"[S0] years flew by , and every morning uraschimataro sailed his boat into the deep sea .
[S1] but one day as he was making for a little bay between some rocks , there arose a fierce whirlwind , which shattered his boat to pieces , and she was sucked under by the waves .
[S2] uraschimataro himself very nearly shared the same fate .
[S3] but he was a powerful swimmer , and struggled hard to reach the shore .
[S4] then he saw a large turtle coming towards him , and above the howling of the storm he heard what it said : ' i am the turtle whose life you once saved . '
[S5] ' i will now pay my debt and show my gratitude . '
[S6] ' the land is still far distant , and without my help you would never get there . '
[S7] ' climb on my back , and i will take you where you will . '
[S8] uraschimataro did not wait to be asked twice , and thankfully accepted his friend 's help .
[S9] but scarcely was he seated firmly on the shell , when the turtle proposed that they should not return to the shore at once , but go under the sea , and look at some of the wonders that lay hidden there .","[S0] 岁月流逝，每天早晨浦岛太郎都驾船出海。
[S1] 但有一天，当他驶向岩石间的小海湾时，突然刮起猛烈的旋风，将他的船撕成碎片，船被海浪吞没。
[S2] 浦岛太郎自己也差点遭遇同样的命运。
[S3] 但他是个游泳高手，奋力游向岸边。
[S4] 这时他看到一只大乌龟向他游来，在风暴的呼啸中，他听到乌龟说：‘我就是你曾经救过的那只乌龟。’
[S5] ‘我现在要报恩，表达我的感激。’
[S6] ‘陆地还很远，没有我的帮助，你永远到不了。’
[S7] ‘爬到我背上，我带你去你想去的地方。’
[S8] 浦岛太郎没有犹豫，感激地接受了朋友的帮助。
[S9] 但他刚在龟壳上坐稳，乌龟就提议不立刻回岸，而是潜入海底，看看那里的奇观。",,Easy,[5],yes,,[S5] ‘我现在要报恩，表达我的感激。’,"Q: 当浦岛太郎奋力游向岸边时，乌龟做了什么？
A: 报恩并表达感激。",[S5] ' i will now pay my debt and show my gratitude . ',"Q: what did the turtle do when uraschimataro struggled hard to reach the shore ?
A: paid his debt and showed his gratitude ."
EV341,high,Easy,"Full context:
[S0] while all this was taking place the monkey was congratulating himself ( as the wicked often do before their punishment comes upon them ) on all he had done so neatly .
[S1] he thought it quite a fine thing that he had robbed his friend of all his ripe persimmons and then that he had killed him .
[S2] still , smile as hard as he might , he could not banish altogether the fear of the consequences should his evil deeds be discovered .
[S3] if he were found out ( and he told himself that this could not be for he had escaped unseen ) the crab 's family would be sure to bear him hatred and seek to take revenge on him .
[S4] so he would not go out , and kept himself at home for several days .
[S5] he found this kind of life , however , extremely dull , accustomed as he was to the free life of the woods , and at last he said : "" no one knows that it was i who killed the crab ! ""
[S6] "" i am sure that the old thing breathed his last before i left him . ""
[S7] "" dead crabs have no mouths ! ""
[S8] "" who is there to tell that i am the murderer ? ""
[S9] "" since no one knows , what is the use of shutting myself up and brooding over the matter ? ""
[S10] "" what is done can not be undone ! ""

QA:
Q: what did the monkey do because the crab's family would seek revenge ?
A: would not go out and kept himself at home for several days .",[4],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,quarrel-of-monkey-and-crab,340,action,local,explicit,"[S0] while all this was taking place the monkey was congratulating himself ( as the wicked often do before their punishment comes upon them ) on all he had done so neatly .
[S1] he thought it quite a fine thing that he had robbed his friend of all his ripe persimmons and then that he had killed him .
[S2] still , smile as hard as he might , he could not banish altogether the fear of the consequences should his evil deeds be discovered .
[S3] if he were found out ( and he told himself that this could not be for he had escaped unseen ) the crab 's family would be sure to bear him hatred and seek to take revenge on him .
[S4] so he would not go out , and kept himself at home for several days .
[S5] he found this kind of life , however , extremely dull , accustomed as he was to the free life of the woods , and at last he said : "" no one knows that it was i who killed the crab ! ""
[S6] "" i am sure that the old thing breathed his last before i left him . ""
[S7] "" dead crabs have no mouths ! ""
[S8] "" who is there to tell that i am the murderer ? ""
[S9] "" since no one knows , what is the use of shutting myself up and brooding over the matter ? ""
[S10] "" what is done can not be undone ! ""","[S0] 当这一切发生时，猴子正暗自得意（就像恶人常在惩罚降临前那样），觉得自己做得天衣无缝。
[S1] 他觉得自己抢走朋友所有熟柿子还杀了他，真是干得漂亮。
[S2] 然而，尽管他拼命笑，仍无法完全消除罪行败露的恐惧。
[S3] 如果被发现（他告诉自己这不可能，因为他逃得无影无踪），螃蟹的家人肯定会恨他并报复。
[S4] 所以他不敢出门，在家躲了好几天。
[S5] 但他习惯了森林的自由生活，觉得这种日子太无聊，最后他说：“没人知道是我杀了螃蟹！”
[S6] “我确定那老东西在我离开前就断气了。”
[S7] “死螃蟹没有嘴！”
[S8] “谁能指认我是凶手？”
[S9] “既然没人知道，躲在家里瞎担心有什么用？”
[S10] “覆水难收！”",,Easy,[4],yes,,[S4] 所以他不敢出门，在家躲了好几天。,"Q: 因为螃蟹的家人会报复，猴子做了什么？
A: 不敢出门，在家躲了好几天。","[S4] so he would not go out , and kept himself at home for several days .","Q: what did the monkey do because the crab's family would seek revenge ?
A: would not go out and kept himself at home for several days ."
EV342,high,Easy,"Full context:
[S0] so the duckling went off and swam on the water and dived into it ; but he was looked down upon by all the creatures because of his ugliness .

QA:
Q: why was the duckling looked down upon by all the creatures ?
A: he was looked down upon by all the creatures because of his ugliness .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-ugly-duckling,341,causal relationship,local,explicit,[S0] so the duckling went off and swam on the water and dived into it ; but he was looked down upon by all the creatures because of his ugliness .,[S0] 于是小鸭子走开了，在水里游泳、潜水；但因为丑陋，所有动物都瞧不起他。,,Easy,[0],yes,,[S0] 于是小鸭子走开了，在水里游泳、潜水；但因为丑陋，所有动物都瞧不起他。,"Q: 为什么所有动物都瞧不起小鸭子？
A: 因为他丑陋，所有动物都瞧不起他。",[S0] so the duckling went off and swam on the water and dived into it ; but he was looked down upon by all the creatures because of his ugliness .,"Q: why was the duckling looked down upon by all the creatures ?
A: he was looked down upon by all the creatures because of his ugliness ."
EV343,high,Easy,"Full context:
[S0] when they awoke the sun was high in the heavens , the wood was beautiful in the summer morning , and the birds were flying about in the branches and the tree tops .
[S1] at first the girls were filled with wonder when they saw that they had slept in the wood among the raspberry bushes .
[S2] they looked at each other , they looked at their beds , which were of the finest flax covered over with leaves and moss .
[S3] at last lisa said : ' are you awake , aina ? '
[S4] ' yes , ' said aina .
[S5] ' but i am still dreaming , ' said lisa .
[S6] ' no , ' said aina , ' but there is certainly some good fairy living among these raspberry bushes . '
[S7] ' ah , if we had only a hot cup of coffee now , and a nice piece of white bread to dip into it ! '

QA:
Q: what did aina want for breakfast ?
A: a hot cup of coffee and a nice piece of white bread .",[7],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-raspberry-worm,342,action,local,explicit,"[S0] when they awoke the sun was high in the heavens , the wood was beautiful in the summer morning , and the birds were flying about in the branches and the tree tops .
[S1] at first the girls were filled with wonder when they saw that they had slept in the wood among the raspberry bushes .
[S2] they looked at each other , they looked at their beds , which were of the finest flax covered over with leaves and moss .
[S3] at last lisa said : ' are you awake , aina ? '
[S4] ' yes , ' said aina .
[S5] ' but i am still dreaming , ' said lisa .
[S6] ' no , ' said aina , ' but there is certainly some good fairy living among these raspberry bushes . '
[S7] ' ah , if we had only a hot cup of coffee now , and a nice piece of white bread to dip into it ! '","[S0] 她们醒来时，太阳已高挂天空，夏日的树林很美，鸟儿在枝头飞来飞去。
[S1] 起初，女孩们发现自己睡在树林的覆盆子丛中，非常惊讶。
[S2] 她们互相看看，又看看用最细亚麻铺成、盖着树叶和苔藓的床。
[S3] 最后丽莎说：‘你醒了吗，艾娜？’
[S4] ‘醒了，’艾娜说。
[S5] ‘但我还在做梦，’丽莎说。
[S6] ‘不，’艾娜说，‘但这些覆盆子丛里肯定住着善良的仙女。’
[S7] ‘啊，要是现在有一杯热咖啡和一块白面包蘸着吃多好！’",,Easy,[7],yes,,[S7] ‘啊，要是现在有一杯热咖啡和一块白面包蘸着吃多好！’,"Q: 艾娜早餐想吃什么？
A: 一杯热咖啡和一块白面包。","[S7] ' ah , if we had only a hot cup of coffee now , and a nice piece of white bread to dip into it ! '","Q: what did aina want for breakfast ?
A: a hot cup of coffee and a nice piece of white bread ."
EV344,high,Easy,"Full context:
[S0] what a funny sight it is to see a brood of ducklings with a hen !
[S1] --listen to the story of jemima puddle - duck , who was annoyed because the farmer 's wife would not let her hatch her own eggs .
[S2] her sister - in - law , mrs . rebeccah puddle - duck , was perfectly willing to leave the hatching to some one else-- "" i have not the patience to sit on a nest for twenty - eight days ; and no more have you , jemima . ""
[S3] "" you would let them go cold ; you know you would ! ""
[S4] "" i wish to hatch my own eggs ; i will hatch them all by myself , "" quacked jemima puddle - duck .
[S5] she tried to hide her eggs ; but they were always found and carried off .

QA:
Q: why was jemima puddle-duck annoyed ?
A: because the farmer 's wife would not let her hatch her own eggs .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-tale-of-jemina-puddle-duck,343,causal relationship,local,explicit,"[S0] what a funny sight it is to see a brood of ducklings with a hen !
[S1] --listen to the story of jemima puddle - duck , who was annoyed because the farmer 's wife would not let her hatch her own eggs .
[S2] her sister - in - law , mrs . rebeccah puddle - duck , was perfectly willing to leave the hatching to some one else-- "" i have not the patience to sit on a nest for twenty - eight days ; and no more have you , jemima . ""
[S3] "" you would let them go cold ; you know you would ! ""
[S4] "" i wish to hatch my own eggs ; i will hatch them all by myself , "" quacked jemima puddle - duck .
[S5] she tried to hide her eggs ; but they were always found and carried off .","[S0] 看到一群小鸭子跟着母鸡多有趣啊！
[S1] ——听听杰迈玛·啪嗒鸭的故事，她因为农夫的妻子不让她孵自己的蛋而生气。
[S2] 她的嫂子丽贝卡·啪嗒鸭很乐意让别人来孵蛋——‘我可没耐心在窝里坐二十八天；你也没有，杰迈玛。’
[S3] ‘你会让蛋冷掉的；你知道你会的！’
[S4] ‘我想自己孵蛋；我要独自孵它们，’杰迈玛·啪嗒鸭嘎嘎叫道。
[S5] 她试图藏起蛋，但总被发现并拿走。",,Easy,[1],yes,,[S1] ——听听杰迈玛·啪嗒鸭的故事，她因为农夫的妻子不让她孵自己的蛋而生气。,"Q: 为什么杰迈玛·啪嗒鸭生气？
A: 因为农夫的妻子不让她孵自己的蛋。","[S1] --listen to the story of jemima puddle - duck , who was annoyed because the farmer 's wife would not let her hatch her own eggs .","Q: why was jemima puddle-duck annoyed ?
A: because the farmer 's wife would not let her hatch her own eggs ."
EV345,high,Easy,"Full context:
[S0] ' do n't worry or distress yourself , dear father , ' answered prince milan .
[S1] ' things are never as bad as they look . '
[S2] ' only give me a horse for my journey , and i wager you 'll soon see me back again . '
[S3] the king gave him a beautiful charger , with golden stirrups , and a sword .
[S4] the queen hung a little cross round his neck , and after much weeping and lamentation the prince bade them all farewell and set forth on his journey .
[S5] he rode straight on for two days , and on the third he came to a lake as smooth as glass and as clear as crystal .
[S6] not a breath of wind moved , not a leaf stirred , all was silent as the grave , only on the still bosom of the lake thirty ducks , with brilliant plumage , swam about in the water .
[S7] not far from the shore prince milan noticed thirty little white garments lying on the grass , and dismounting from his horse , he crept down under the high bulrushes , took one of the garments and hid himself with it behind the bushes which grew round the lake .
[S8] the ducks swam about all over the place , dived down into the depths and rose again and glided through the waves .
[S9] at last , tired of disporting themselves , they swam to the shore , and twenty - nine of them put on their little white garments and instantly turned into so many beautiful maidens .
[S10] then they finished dressing and disappeared .
[S11] only the thirtieth little duck could n't come to the land ; it swam about close to the shore , and , giving out a piercing cry , it stretched its neck up timidly , gazed wildly around , and then dived under again .
[S12] ' now , do n't be so foolish , my dear prince ; but keep up your spirits , for there is no need to despair . '
[S13] ' go to bed , and when you wake up to - morrow morning the palace will be finished . '
[S14] ' then you must go all round it , giving a tap here and there on the walls to look as if you had just finished it . '
[S15] and so it all turned out just as she had said .
[S16] as soon as it was daylight prince milan stepped out of his room , and found a palace which was quite a work of art down to the very smallest detail .
[S17] the magician himself was not a little astonished at its beauty , and could hardly believe his eyes .
[S18] ' well , you certainly are a splendid workman , ' he said to the prince .
[S19] ' i see you are very clever with your hands , now i must see if you are equally accomplished with your head . '
[S20] ' i have thirty daughters in my house , all beautiful princesses . '
[S21] ' to - morrow i will place the whole thirty in a row . '
[S22] ' you must walk past them three times , and the third time you must show me which is my youngest daughter hyacinthia . '
[S23] ' if you do n't guess rightly , you shall lose your head . '

QA:
Q: how many daughters did the magician have ?
A: thirty .",[6],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,king-kojata,344,character,summary,explicit,"[S0] ' do n't worry or distress yourself , dear father , ' answered prince milan .
[S1] ' things are never as bad as they look . '
[S2] ' only give me a horse for my journey , and i wager you 'll soon see me back again . '
[S3] the king gave him a beautiful charger , with golden stirrups , and a sword .
[S4] the queen hung a little cross round his neck , and after much weeping and lamentation the prince bade them all farewell and set forth on his journey .
[S5] he rode straight on for two days , and on the third he came to a lake as smooth as glass and as clear as crystal .
[S6] not a breath of wind moved , not a leaf stirred , all was silent as the grave , only on the still bosom of the lake thirty ducks , with brilliant plumage , swam about in the water .
[S7] not far from the shore prince milan noticed thirty little white garments lying on the grass , and dismounting from his horse , he crept down under the high bulrushes , took one of the garments and hid himself with it behind the bushes which grew round the lake .
[S8] the ducks swam about all over the place , dived down into the depths and rose again and glided through the waves .
[S9] at last , tired of disporting themselves , they swam to the shore , and twenty - nine of them put on their little white garments and instantly turned into so many beautiful maidens .
[S10] then they finished dressing and disappeared .
[S11] only the thirtieth little duck could n't come to the land ; it swam about close to the shore , and , giving out a piercing cry , it stretched its neck up timidly , gazed wildly around , and then dived under again .
[S12] ' now , do n't be so foolish , my dear prince ; but keep up your spirits , for there is no need to despair . '
[S13] ' go to bed , and when you wake up to - morrow morning the palace will be finished . '
[S14] ' then you must go all round it , giving a tap here and there on the walls to look as if you had just finished it . '
[S15] and so it all turned out just as she had said .
[S16] as soon as it was daylight prince milan stepped out of his room , and found a palace which was quite a work of art down to the very smallest detail .
[S17] the magician himself was not a little astonished at its beauty , and could hardly believe his eyes .
[S18] ' well , you certainly are a splendid workman , ' he said to the prince .
[S19] ' i see you are very clever with your hands , now i must see if you are equally accomplished with your head . '
[S20] ' i have thirty daughters in my house , all beautiful princesses . '
[S21] ' to - morrow i will place the whole thirty in a row . '
[S22] ' you must walk past them three times , and the third time you must show me which is my youngest daughter hyacinthia . '
[S23] ' if you do n't guess rightly , you shall lose your head . '","[S0] ‘别担心，亲爱的父亲，’米兰王子回答。
[S1] ‘事情从不像看起来那么糟。’
[S2] ‘只要给我一匹旅行的马，我打赌你很快会看到我回来。’
[S3] 国王给了他一匹漂亮的骏马，配着金马镫和一把剑。
[S4] 王后在他脖子上挂了一个小十字架，经过许多哭泣和哀叹后，王子告别众人启程。
[S5] 他径直骑了两天，第三天来到一个如玻璃般光滑、水晶般清澈的湖。
[S6] 没有一丝风，没有一片叶子动，一切都像坟墓般寂静，只有湖面上三十只羽毛艳丽的鸭子在游动。
[S7] 离岸不远处，米兰王子注意到草地上有三十件白色小衣服，他下马躲在高芦苇下，拿了一件衣服藏在湖边的灌木丛后。
[S8] 鸭子在湖面游来游去，潜入水底又浮上来，穿过波浪。
[S9] 最后，玩累了，它们游向岸边，其中二十九只穿上白色小衣服，立刻变成了美丽的少女。
[S10] 她们穿好衣服后消失了。
[S11] 只有第三十只小鸭无法上岸；它在靠近岸边游动，发出尖锐的叫声，胆怯地伸长脖子，疯狂地环顾四周，然后又潜下去。
[S12] ‘现在别傻了，亲爱的王子；振作起来，没必要绝望。’
[S13] ‘去睡觉吧，明早醒来时宫殿就会建好。’
[S14] ‘然后你要四处走走，在墙上这里敲敲那里敲敲，装作刚完工的样子。’
[S15] 一切都如她所说。
[S16] 天一亮，米兰王子走出房间，发现一座连细节都堪称艺术品的宫殿。
[S17] 魔法师自己也对它的美丽大为惊讶，几乎不敢相信自己的眼睛。
[S18] ‘嗯，你确实是个出色的工匠，’他对王子说。
[S19] ‘我看你手很巧，现在我得看看你头脑是否同样灵光。’
[S20] ‘我家有三十个女儿，都是美丽的公主。’
[S21] ‘明天我会把她们排成一排。’
[S22] ‘你要从她们面前走过三次，第三次你要指出我最小的女儿海辛西娅。’
[S23] ‘如果猜错，你就掉脑袋。’",,Easy,[6],yes,,[S6] 没有一丝风，没有一片叶子动，一切都像坟墓般寂静，只有湖面上三十只羽毛艳丽的鸭子在游动。,"Q: 魔法师有多少个女儿？
A: 三十个。","[S6] not a breath of wind moved , not a leaf stirred , all was silent as the grave , only on the still bosom of the lake thirty ducks , with brilliant plumage , swam about in the water .","Q: how many daughters did the magician have ?
A: thirty ."
EV346,high,Easy,"Full context:
[S0] maisie thought that this offer was too good to be true ; but her new friend bade her run home and fetch the lint ; and i need not tell you that she required no second bidding .
[S1] when she returned she handed the bundle to the little lady , and was about to ask her where she should meet her in order to get the thread from her when it was spun , when a sudden noise behind her made her look round .
[S2] she saw nothing ; but what was her horror and surprise when she turned back again , to find that the old woman had vanished entirely , lint and all .

QA:
Q: what happened after maisie handed the flint to the little lady ?
A: the old woman had vanished entirely .",[2],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,habetrot-the-spinstress,345,outcome resolution,local,explicit,"[S0] maisie thought that this offer was too good to be true ; but her new friend bade her run home and fetch the lint ; and i need not tell you that she required no second bidding .
[S1] when she returned she handed the bundle to the little lady , and was about to ask her where she should meet her in order to get the thread from her when it was spun , when a sudden noise behind her made her look round .
[S2] she saw nothing ; but what was her horror and surprise when she turned back again , to find that the old woman had vanished entirely , lint and all .","[S0] 梅茜觉得这提议好得不像真的；但她的新朋友让她跑回家拿亚麻；不用说，她立刻照办。
[S1] 回来后，她把亚麻交给小妇人，正要问她去哪里拿纺好的线时，身后突然传来声响，她回头看去。
[S2] 她什么也没看到；但当她转回身时，惊恐地发现老妇人完全消失了，连亚麻也不见了。",,Easy,[2],yes,,[S2] 她什么也没看到；但当她转回身时，惊恐地发现老妇人完全消失了，连亚麻也不见了。,"Q: 梅茜把亚麻交给小妇人后发生了什么？
A: 老妇人完全消失了。","[S2] she saw nothing ; but what was her horror and surprise when she turned back again , to find that the old woman had vanished entirely , lint and all .","Q: what happened after maisie handed the flint to the little lady ?
A: the old woman had vanished entirely ."
EV347,high,Easy,"Full context:
[S0] and so she chattered on , but poor celandine did not hear or heed her ; she wandered out into the desolate country to think over her sad fate .
[S1] however , the good fairy of the beech - woods did not want her to be starved , so she sent her an unlooked for relief in the shape of a beautiful white cow , which followed her back to the tiny house .
[S2] when the old woman saw it her joy knew no bounds .
[S3] ' now we can have milk and cheese and butter ! ' cried she .
[S4] ' ah ! '
[S5] ' how good milk is ! '
[S6] ' what a pity it is so ruinously expensive ! '
[S7] so they made a little shelter of branches for the beautiful creature which was quite gentle , and followed celandine about like a dog when she took it out every day to graze .

QA:
Q: what did the fairy of the beech-woods do to make sure celandine didn't starve ?
A: she sent her an unlooked for relief in the shape of a beautiful white cow .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,prince-featherhead-and-the-princess-celandine,346,action,local,explicit,"[S0] and so she chattered on , but poor celandine did not hear or heed her ; she wandered out into the desolate country to think over her sad fate .
[S1] however , the good fairy of the beech - woods did not want her to be starved , so she sent her an unlooked for relief in the shape of a beautiful white cow , which followed her back to the tiny house .
[S2] when the old woman saw it her joy knew no bounds .
[S3] ' now we can have milk and cheese and butter ! ' cried she .
[S4] ' ah ! '
[S5] ' how good milk is ! '
[S6] ' what a pity it is so ruinously expensive ! '
[S7] so they made a little shelter of branches for the beautiful creature which was quite gentle , and followed celandine about like a dog when she took it out every day to graze .","[S0] 她喋喋不休，但可怜的白屈菜没听见也没在意；她走到荒凉的乡间思考悲惨命运。
[S1] 然而，山毛榉林的好仙女不想让她挨饿，于是送给她一头美丽的白牛作为意外援助，跟着她回到小屋。
[S2] 老妇人看到时喜出望外。
[S3] ‘现在我们有牛奶、奶酪和黄油了！’她喊道。
[S4] ‘啊！’
[S5] ‘牛奶多好啊！’
[S6] ‘可惜贵得离谱！’
[S7] 于是她们用树枝为这头温顺的美丽动物搭了个小棚子，它像狗一样跟着白屈菜每天出去吃草。",,Easy,[1],yes,,[S1] 然而，山毛榉林的好仙女不想让她挨饿，于是送给她一头美丽的白牛作为意外援助，跟着她回到小屋。,"Q: 山毛榉林的仙女如何确保白屈菜不挨饿？
A: 她送给她一头美丽的白牛作为意外援助。","[S1] however , the good fairy of the beech - woods did not want her to be starved , so she sent her an unlooked for relief in the shape of a beautiful white cow , which followed her back to the tiny house .","Q: what did the fairy of the beech-woods do to make sure celandine didn't starve ?
A: she sent her an unlooked for relief in the shape of a beautiful white cow ."
