sample_id,annotation_priority,suggested_difficulty_label,full_context_qa,required_evidence_ids,human_valid,human_difficulty_label,human_answer_directly_found,human_evidence_ids,human_notes,num_required_sentences,suggested_answer_directly_found,blind_sufficient,blind_reason,story_name,source_index,attribute,fairytale_scope,fairytale_explicitness,full_context_numbered,removal_summary,selector_difficulty,selector_evidence_ids,selector_answer_directly_found,selector_reason,evidence_context,qa
EV188,high,Easy,"Full context:
[S0] when the day came , the bracket bull said , "" take the horn off me and eat your enough -- that 's the last luck you have . ""
[S1] "" i am to fight with the other bull immediately , and i shall escape from him to - day , but he will have me dead to - morrow by twelve o'clock . ""
[S2] himself and the other bull fought that day , and the bracket bull came back in the evening , and he himself and the lad passed that night in the wood .
[S3] when the next day came , the bracket bull said to him , "" twist the horn off me and eat your enough -- that 's the last luck you 'll have . ""
[S4] "" listen now to the thing that i 'm telling you . ""
[S5] "" when you 'll see me dead , go and cut a strip of skin of the back and a strip of the stomach off me , and make a belt of it , and at any time at all there will be any hard pinch on you , you shall have my power . ""
[S6] the bracket bull went then to fight with the other bull , and the other bull killed him .
[S7] the other bull went away then .
[S8] the lad came to the bracket bull where he was lying on the ground , and he was not dead , out - and - out .
[S9] when he saw the boy coming he said , "" oh , "" said he , "" make haste as well as you can in the world , and take out your knife and cut that strip off me , or you will be killed as well as myself . ""

QA:
Q: when did the other bull have to meet the bracket bull ?
A: to - morrow by twelve o'clock .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-bracket-bull,187,action,local,explicit,"[S0] when the day came , the bracket bull said , "" take the horn off me and eat your enough -- that 's the last luck you have . ""
[S1] "" i am to fight with the other bull immediately , and i shall escape from him to - day , but he will have me dead to - morrow by twelve o'clock . ""
[S2] himself and the other bull fought that day , and the bracket bull came back in the evening , and he himself and the lad passed that night in the wood .
[S3] when the next day came , the bracket bull said to him , "" twist the horn off me and eat your enough -- that 's the last luck you 'll have . ""
[S4] "" listen now to the thing that i 'm telling you . ""
[S5] "" when you 'll see me dead , go and cut a strip of skin of the back and a strip of the stomach off me , and make a belt of it , and at any time at all there will be any hard pinch on you , you shall have my power . ""
[S6] the bracket bull went then to fight with the other bull , and the other bull killed him .
[S7] the other bull went away then .
[S8] the lad came to the bracket bull where he was lying on the ground , and he was not dead , out - and - out .
[S9] when he saw the boy coming he said , "" oh , "" said he , "" make haste as well as you can in the world , and take out your knife and cut that strip off me , or you will be killed as well as myself . """,,Easy,[1],yes,,"[S1] "" i am to fight with the other bull immediately , and i shall escape from him to - day , but he will have me dead to - morrow by twelve o'clock . ""","Q: when did the other bull have to meet the bracket bull ?
A: to - morrow by twelve o'clock ."
EV189,high,Easy,"Full context:
[S0] another month passed and aduan , filled with gloomy thoughts , wished that death might be his portion .
[S1] one day mother hia came to him full of pity , and began to sympathize with him .
[S2] "" what a shame , "" said she , "" that rose of evening has cast herself into the river ! ""
[S3] aduan was extremely frightened , and his tears flowed resistlessly .
[S4] he tore his beautiful garments , took his gold and his pearls , and went out with the sole idea of following his beloved in death .
[S5] yet the waters of the river stood up before him like walls , and no matter how often he ran against them , head down , they always flung him back .

QA:
Q: what will aduan do when he hears that rose of evening has cast herself into the river ?
A: tear his beautiful garments , take his gold and his pearls , and go out with the sole idea of following his beloved in death .",[4],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,rose-of-evening,188,action,summary,explicit,"[S0] another month passed and aduan , filled with gloomy thoughts , wished that death might be his portion .
[S1] one day mother hia came to him full of pity , and began to sympathize with him .
[S2] "" what a shame , "" said she , "" that rose of evening has cast herself into the river ! ""
[S3] aduan was extremely frightened , and his tears flowed resistlessly .
[S4] he tore his beautiful garments , took his gold and his pearls , and went out with the sole idea of following his beloved in death .
[S5] yet the waters of the river stood up before him like walls , and no matter how often he ran against them , head down , they always flung him back .",,Easy,[4],yes,,"[S4] he tore his beautiful garments , took his gold and his pearls , and went out with the sole idea of following his beloved in death .","Q: what will aduan do when he hears that rose of evening has cast herself into the river ?
A: tear his beautiful garments , take his gold and his pearls , and go out with the sole idea of following his beloved in death ."
EV190,high,Easy,"Full context:
[S0] on the grave , close by the churchyard wall , they planted a rose - tree ; it was soon full of roses , and the nightingale sat among the flowers , and sang over the grave .
[S1] from the organ in the church sounded the music and the words of the beautiful psalms , which were written in the old book under the head of the dead one .

QA:
Q: what did they plant near the churchyard wall ?
A: a rose tree .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,grandmother,189,action,local,explicit,"[S0] on the grave , close by the churchyard wall , they planted a rose - tree ; it was soon full of roses , and the nightingale sat among the flowers , and sang over the grave .
[S1] from the organ in the church sounded the music and the words of the beautiful psalms , which were written in the old book under the head of the dead one .",,Easy,[0],yes,,"[S0] on the grave , close by the churchyard wall , they planted a rose - tree ; it was soon full of roses , and the nightingale sat among the flowers , and sang over the grave .","Q: what did they plant near the churchyard wall ?
A: a rose tree ."
EV191,high,Easy,"Full context:
[S0] "" let the devil fetch the water , i 'm far too handsome to bother with it ! "" said she , and threw away the water - pail .
[S1] and then she suddenly noticed that the face in the water was that of the princess who sat in the tree .
[S2] this made her so angry that she pulled her down from the tree , and threw her into the pond .
[S3] then she herself put on mike by the stove 's smock , and climbed into the tree .
[S4] when the king arrived , and saw the swart , homely kitchen - maid , he grew red and white in turn ; but when he heard the people say she was the greatest beauty in twelve kingdoms , he had to believe , willy - nilly , that there was something in it , and he did not want to be unjust to mike by the stove , who had taken so much trouble to find her .
[S5] she might grow more beautiful in time , thought he , if she were adorned with jewels , and dressed in fine clothes , and so he took her home with him .
[S6] then they sent for wig - makers and seamstresses , and she was adorned and dressed like a princess ; but for all their washing and bedizening , she remained swart and homely .

QA:
Q: what happened because the king did not want to be unjust to mike by the stove ?
A: took the cook home with him .",[5],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,three-lemons,190,outcome resolution,local,explicit,"[S0] "" let the devil fetch the water , i 'm far too handsome to bother with it ! "" said she , and threw away the water - pail .
[S1] and then she suddenly noticed that the face in the water was that of the princess who sat in the tree .
[S2] this made her so angry that she pulled her down from the tree , and threw her into the pond .
[S3] then she herself put on mike by the stove 's smock , and climbed into the tree .
[S4] when the king arrived , and saw the swart , homely kitchen - maid , he grew red and white in turn ; but when he heard the people say she was the greatest beauty in twelve kingdoms , he had to believe , willy - nilly , that there was something in it , and he did not want to be unjust to mike by the stove , who had taken so much trouble to find her .
[S5] she might grow more beautiful in time , thought he , if she were adorned with jewels , and dressed in fine clothes , and so he took her home with him .
[S6] then they sent for wig - makers and seamstresses , and she was adorned and dressed like a princess ; but for all their washing and bedizening , she remained swart and homely .",,Easy,[5],yes,,"[S5] she might grow more beautiful in time , thought he , if she were adorned with jewels , and dressed in fine clothes , and so he took her home with him .","Q: what happened because the king did not want to be unjust to mike by the stove ?
A: took the cook home with him ."
EV192,high,Easy,"Full context:
[S0] "" no , "" said the youth , he always had something to think about .
[S1] the man asked whether he did not need a servant .
[S2] "" no , "" said the youth , "" i am used to serving myself , so i have no need of a servant . ""
[S3] "" no matter how much i might wish for one , i still would have to do without , since i have no money for his keep and pay . ""
[S4] "" yet you need a servant , as i know better than you do , "" said the man , "" and you need one upon whom you can rely in life and death . ""
[S5] "" but if you do not want me for a servant , then let me be your comrade . ""
[S6] "" i promise that you will not lose thereby , and i will not cost you a shilling . ""
[S7] "" i travel at my own expense , nor need you be put to trouble as regards my food and clothing . ""

QA:
Q: what did the man offer to be because the youth did not want a servant ?
A: his comrade .",[3],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,comrade,191,action,local,explicit,"[S0] "" no , "" said the youth , he always had something to think about .
[S1] the man asked whether he did not need a servant .
[S2] "" no , "" said the youth , "" i am used to serving myself , so i have no need of a servant . ""
[S3] "" no matter how much i might wish for one , i still would have to do without , since i have no money for his keep and pay . ""
[S4] "" yet you need a servant , as i know better than you do , "" said the man , "" and you need one upon whom you can rely in life and death . ""
[S5] "" but if you do not want me for a servant , then let me be your comrade . ""
[S6] "" i promise that you will not lose thereby , and i will not cost you a shilling . ""
[S7] "" i travel at my own expense , nor need you be put to trouble as regards my food and clothing . """,,Easy,[3],yes,,"[S3] "" no matter how much i might wish for one , i still would have to do without , since i have no money for his keep and pay . ""","Q: what did the man offer to be because the youth did not want a servant ?
A: his comrade ."
EV193,high,Easy,"Full context:
[S0] the brother kept on until he was nearly starved and ready to sink to the earth .
[S1] he exclaimed , with a long - drawn and most mournful sigh , "" oh ! ""
[S2] "" i will forget the blood of my sisters , for i am starving . ""
[S3] "" oh ! ""
[S4] "" oh ! ""
[S5] but again he thought of the blood of his sisters , and what a fine appetite he would have if he should ever be allowed to eat any thing again , and once more he resolved to pursue , and to be content with nothing short of the amplest revenge .
[S6] he pushed on till he came to the beautiful garden .
[S7] he advanced toward the lodge .
[S8] as soon as the fairy daughters perceived him they ran and told their father that a stranger approached .
[S9] their father replied , "" invite him in , my children , invite him in . ""
[S10] they did so promptly , and , by the command of their father , they boiled some corn , and prepared several other palatable dishes .
[S11] the savor was most delicious to the nostrils of the hungry brother , who had not the least suspicion of the sport that was going on at his expense .
[S12] he was faint and weary with travel , and he felt that he could endure fasting no longer ; for his appetite was terribly inflamed by the sight of the choice food that was steaming before him .
[S13] he fell to and partook heartily of the meal ; and , by so doing , he was overcome , and lost his right of revenge .
[S14] all at once he forgot the blood of his sisters , and even the village of his nativity , and his father 's lodge , and his whole past life .
[S15] he ate so keenly , and came and went to the choice dishes so often , that drowsiness at length overpowered him , and he soon fell into a profound sleep .
[S16] onwee bahmondang watched his opportunity , and as soon as he saw that the false brother 's sleep was sound , he resumed his youthful form , and sent off the two fairy daughters and the old garden ; and drawing the magic - ball from his back , which turned out to be a great war - club , he fetched the slumbering brother a mighty blow , which sent him away too ; and thus did onwee bahmondang vindicate his title as the wearer of the ball .

QA:
Q: why did the brother partake heartily of the meal ?
A: he was faint and weary with travel , and he felt that he could endure fasting no longer .",[12],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-enchanted-moccasins,192,causal relationship,summary,explicit,"[S0] the brother kept on until he was nearly starved and ready to sink to the earth .
[S1] he exclaimed , with a long - drawn and most mournful sigh , "" oh ! ""
[S2] "" i will forget the blood of my sisters , for i am starving . ""
[S3] "" oh ! ""
[S4] "" oh ! ""
[S5] but again he thought of the blood of his sisters , and what a fine appetite he would have if he should ever be allowed to eat any thing again , and once more he resolved to pursue , and to be content with nothing short of the amplest revenge .
[S6] he pushed on till he came to the beautiful garden .
[S7] he advanced toward the lodge .
[S8] as soon as the fairy daughters perceived him they ran and told their father that a stranger approached .
[S9] their father replied , "" invite him in , my children , invite him in . ""
[S10] they did so promptly , and , by the command of their father , they boiled some corn , and prepared several other palatable dishes .
[S11] the savor was most delicious to the nostrils of the hungry brother , who had not the least suspicion of the sport that was going on at his expense .
[S12] he was faint and weary with travel , and he felt that he could endure fasting no longer ; for his appetite was terribly inflamed by the sight of the choice food that was steaming before him .
[S13] he fell to and partook heartily of the meal ; and , by so doing , he was overcome , and lost his right of revenge .
[S14] all at once he forgot the blood of his sisters , and even the village of his nativity , and his father 's lodge , and his whole past life .
[S15] he ate so keenly , and came and went to the choice dishes so often , that drowsiness at length overpowered him , and he soon fell into a profound sleep .
[S16] onwee bahmondang watched his opportunity , and as soon as he saw that the false brother 's sleep was sound , he resumed his youthful form , and sent off the two fairy daughters and the old garden ; and drawing the magic - ball from his back , which turned out to be a great war - club , he fetched the slumbering brother a mighty blow , which sent him away too ; and thus did onwee bahmondang vindicate his title as the wearer of the ball .",,Easy,[12],yes,,"[S12] he was faint and weary with travel , and he felt that he could endure fasting no longer ; for his appetite was terribly inflamed by the sight of the choice food that was steaming before him .","Q: why did the brother partake heartily of the meal ?
A: he was faint and weary with travel , and he felt that he could endure fasting no longer ."
EV194,high,Easy,"Full context:
[S0] prince milan 's heart was so moved with pity for the poor little creature that he came out from behind the bulrushes , to see if he could be of any help .
[S1] as soon as the duck perceived him , it cried in a human voice , ' oh , dear prince milan , for the love of heaven give me back my garment , and i will be so grateful to you . '
[S2] the prince lay the little garment on the bank beside her , and stepped back into the bushes .
[S3] in a few seconds a beautiful girl in a white robe stood before him , so fair and sweet and young that no pen could describe her .
[S4] she gave the prince her hand and spoke .
[S5] ' many thanks , prince milan , for your courtesy . '
[S6] ' i am the daughter of a wicked magician , and my name is hyacinthia . '
[S7] ' my father has thirty young daughters , and is a mighty ruler in the underworld , with many castles and great riches . '
[S8] ' he has been expecting you for ages , but you need have no fear if you will only follow my advice . '
[S9] ' as soon as you come into the presence of my father , throw yourself at once on the ground and approach him on your knees . '
[S10] ' do n't mind if he stamps furiously with his feet and curses and swears . '
[S11] ' i 'll attend to the rest , and in the meantime we had better be off . '
[S12] with these words the beautiful hyacinthia stamped on the ground with her little foot , and the earth opened and they both sank down into the lower world .

QA:
Q: who was the wicked magician ?
A: a mighty ruler in the underworld .",[7],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,king-kojata,193,character,local,explicit,"[S0] prince milan 's heart was so moved with pity for the poor little creature that he came out from behind the bulrushes , to see if he could be of any help .
[S1] as soon as the duck perceived him , it cried in a human voice , ' oh , dear prince milan , for the love of heaven give me back my garment , and i will be so grateful to you . '
[S2] the prince lay the little garment on the bank beside her , and stepped back into the bushes .
[S3] in a few seconds a beautiful girl in a white robe stood before him , so fair and sweet and young that no pen could describe her .
[S4] she gave the prince her hand and spoke .
[S5] ' many thanks , prince milan , for your courtesy . '
[S6] ' i am the daughter of a wicked magician , and my name is hyacinthia . '
[S7] ' my father has thirty young daughters , and is a mighty ruler in the underworld , with many castles and great riches . '
[S8] ' he has been expecting you for ages , but you need have no fear if you will only follow my advice . '
[S9] ' as soon as you come into the presence of my father , throw yourself at once on the ground and approach him on your knees . '
[S10] ' do n't mind if he stamps furiously with his feet and curses and swears . '
[S11] ' i 'll attend to the rest , and in the meantime we had better be off . '
[S12] with these words the beautiful hyacinthia stamped on the ground with her little foot , and the earth opened and they both sank down into the lower world .",,Easy,[7],yes,,"[S7] ' my father has thirty young daughters , and is a mighty ruler in the underworld , with many castles and great riches . '","Q: who was the wicked magician ?
A: a mighty ruler in the underworld ."
EV195,high,Easy,"Full context:
[S0] "" good - day , pancake , "" said the hen .
[S1] "" good - day , hen glen , "" said the pancake .
[S2] "" dear , good pancake , do n't roll so fast , wait a little and i will eat you up ! "" said the hen .
[S3] "" mother gray and grandpa i 've left behind , and the seven squallers , too , you 'll find , and man tan , so i think i can leave you as well , hen glen ! "" said the pancake , and rolled along the road like a wheel .
[S4] then it met a rooster .
[S5] "" good - day , pancake , "" said the rooster .
[S6] "" good - day , rooster booster , "" said the pancake .
[S7] "" dear , good pancake , do n't roll so fast . ""
[S8] "" wait a little and i will eat you up ! "" said the rooster .
[S9] "" mother gray and grandpa i 've left behind , and the seven squallers , too , you 'll find , and man tan and hen glen , and so i think i can leave you as well , rooster booster , "" said the pancake , and rolled and rolled as fast as ever it could .
[S10] and after it had rolled a long time it met a duck .

QA:
Q: who did the pancake meet after it rolled away from hen ?
A: a rooster .",[4],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,chronicle-of-pancake,194,character,local,explicit,"[S0] "" good - day , pancake , "" said the hen .
[S1] "" good - day , hen glen , "" said the pancake .
[S2] "" dear , good pancake , do n't roll so fast , wait a little and i will eat you up ! "" said the hen .
[S3] "" mother gray and grandpa i 've left behind , and the seven squallers , too , you 'll find , and man tan , so i think i can leave you as well , hen glen ! "" said the pancake , and rolled along the road like a wheel .
[S4] then it met a rooster .
[S5] "" good - day , pancake , "" said the rooster .
[S6] "" good - day , rooster booster , "" said the pancake .
[S7] "" dear , good pancake , do n't roll so fast . ""
[S8] "" wait a little and i will eat you up ! "" said the rooster .
[S9] "" mother gray and grandpa i 've left behind , and the seven squallers , too , you 'll find , and man tan and hen glen , and so i think i can leave you as well , rooster booster , "" said the pancake , and rolled and rolled as fast as ever it could .
[S10] and after it had rolled a long time it met a duck .",,Easy,[4],yes,,[S4] then it met a rooster .,"Q: who did the pancake meet after it rolled away from hen ?
A: a rooster ."
EV196,high,Easy,"Full context:
[S0] "" i 'll have you as wife for ever for myself , "" said he to the lady .
[S1] "" i put you under bonds , "" says she , "" not to lay a hand on me for a day and three years . ""
[S2] "" that itself would not be long even if twice the time , "" said ur .
[S3] the two brothers started home with the lady ; on the way ur found the head of an old horse with teeth in it , and took them , saying , "" these will be my father 's three teeth . ""
[S4] they travelled on , and reached home at last .
[S5] ur would not have left a tooth in his father 's mouth , trying to put in the three that he had brought ; but the father stopped him .
[S6] lawn dyarrig , left in terrible valley , began to walk around for himself .
[S7] he had been walking but one day when whom should he meet but the lad short - clothes , and he saluted him .
[S8] "" by what way can i leave terrible valley ? "" asked lawn dyarrig .

QA:
Q: who did lawn dyarrig meet while walking around ?
A: short - clothes .",[7],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,lawn-dyarrig,195,character,local,explicit,"[S0] "" i 'll have you as wife for ever for myself , "" said he to the lady .
[S1] "" i put you under bonds , "" says she , "" not to lay a hand on me for a day and three years . ""
[S2] "" that itself would not be long even if twice the time , "" said ur .
[S3] the two brothers started home with the lady ; on the way ur found the head of an old horse with teeth in it , and took them , saying , "" these will be my father 's three teeth . ""
[S4] they travelled on , and reached home at last .
[S5] ur would not have left a tooth in his father 's mouth , trying to put in the three that he had brought ; but the father stopped him .
[S6] lawn dyarrig , left in terrible valley , began to walk around for himself .
[S7] he had been walking but one day when whom should he meet but the lad short - clothes , and he saluted him .
[S8] "" by what way can i leave terrible valley ? "" asked lawn dyarrig .",,Easy,[7],yes,,"[S7] he had been walking but one day when whom should he meet but the lad short - clothes , and he saluted him .","Q: who did lawn dyarrig meet while walking around ?
A: short - clothes ."
EV197,high,Easy,"Full context:
[S0] all this sentaro soon found out by talking to the islanders .
[S1] he found himself , according to his ideas , in the land of topsyturvydom .
[S2] everything was upside down .
[S3] he had wished to escape from dying .
[S4] he had come to the land of perpetual life with great relief and joy , only to find that the inhabitants themselves , doomed never to die , would consider it bliss to find death .
[S5] what he had hitherto considered poison these people ate as good food .
[S6] all the things to which he had been accustomed as food they rejected .
[S7] whenever any merchants from other countries arrived , the rich people rushed to them eager to buy poisons .
[S8] these they swallowed eagerly , hoping for death to come so that they might go to paradise .

QA:
Q: why did the people drink poison ?
A: hoped for death to come so that they might go to paradise .",[8],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,story-of-man-who-did-not-wish-to-die,196,causal relationship,local,explicit,"[S0] all this sentaro soon found out by talking to the islanders .
[S1] he found himself , according to his ideas , in the land of topsyturvydom .
[S2] everything was upside down .
[S3] he had wished to escape from dying .
[S4] he had come to the land of perpetual life with great relief and joy , only to find that the inhabitants themselves , doomed never to die , would consider it bliss to find death .
[S5] what he had hitherto considered poison these people ate as good food .
[S6] all the things to which he had been accustomed as food they rejected .
[S7] whenever any merchants from other countries arrived , the rich people rushed to them eager to buy poisons .
[S8] these they swallowed eagerly , hoping for death to come so that they might go to paradise .",,Easy,[8],yes,,"[S8] these they swallowed eagerly , hoping for death to come so that they might go to paradise .","Q: why did the people drink poison ?
A: hoped for death to come so that they might go to paradise ."
EV198,high,Easy,"Full context:
[S0] within the memory of all the islanders no man had ever died there , and sickness was a thing unknown .
[S1] priests had come over from india and china and told them of a beautiful country called paradise , where happiness and bliss and contentment fill all men 's hearts .
[S2] but its gates could only be reached by dying .
[S3] this tradition was handed down for ages from generation to generation - but none knew exactly what death was except that it led to paradise .
[S4] quite unlike sentaro and other ordinary people , instead of having a great dread of death , they all , both rich and poor , longed for it as something good and desirable .
[S5] they were all tired of their long , long lives , and longed to go to the happy land of contentment called paradise of which the priests had told them centuries ago .

QA:
Q: why did the other people long for death ?
A: they were all tired of their long , long lives .",[5],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,story-of-man-who-did-not-wish-to-die,197,causal relationship,local,explicit,"[S0] within the memory of all the islanders no man had ever died there , and sickness was a thing unknown .
[S1] priests had come over from india and china and told them of a beautiful country called paradise , where happiness and bliss and contentment fill all men 's hearts .
[S2] but its gates could only be reached by dying .
[S3] this tradition was handed down for ages from generation to generation - but none knew exactly what death was except that it led to paradise .
[S4] quite unlike sentaro and other ordinary people , instead of having a great dread of death , they all , both rich and poor , longed for it as something good and desirable .
[S5] they were all tired of their long , long lives , and longed to go to the happy land of contentment called paradise of which the priests had told them centuries ago .",,Easy,[5],yes,,"[S5] they were all tired of their long , long lives , and longed to go to the happy land of contentment called paradise of which the priests had told them centuries ago .","Q: why did the other people long for death ?
A: they were all tired of their long , long lives ."
EV199,high,Easy,"Full context:
[S0] the youth turned around quickly , and was so astonished that his nose and ears nearly fell off .
[S1] there stood a magnificent coach with six white horses , and in the coach sat a maiden as fair and beautiful as the sun , and about her were sitting others , as bright and kindly as the stars .
[S2] it was a princess and her playmates , who had all been enchanted together .
[S3] but now they were delivered , because he had come down to them , and had never contradicted .
[S4] "" come along now ! "" said the princess .
[S5] then the youth got into the coach , and drove to church with her .
[S6] and when they drove away from the church , the princess said : "" now we will first drive to my home , and then we will send for your mother . ""

QA:
Q: what made the princess and her playmates turn to rats ?
A: they had all been enchanted together .",[2],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,youth-who-wanted-to-win-daughter-of-mother-in-corner,198,causal relationship,local,explicit,"[S0] the youth turned around quickly , and was so astonished that his nose and ears nearly fell off .
[S1] there stood a magnificent coach with six white horses , and in the coach sat a maiden as fair and beautiful as the sun , and about her were sitting others , as bright and kindly as the stars .
[S2] it was a princess and her playmates , who had all been enchanted together .
[S3] but now they were delivered , because he had come down to them , and had never contradicted .
[S4] "" come along now ! "" said the princess .
[S5] then the youth got into the coach , and drove to church with her .
[S6] and when they drove away from the church , the princess said : "" now we will first drive to my home , and then we will send for your mother . """,,Easy,[2],yes,,"[S2] it was a princess and her playmates , who had all been enchanted together .","Q: what made the princess and her playmates turn to rats ?
A: they had all been enchanted together ."
EV200,high,Easy,"Full context:
[S0] "" oh , what shall i do , what shall i do ? "" she cried .
[S1] "" i see my father 's long ship coming . ""
[S2] "" i know that my cruel step - mother is on board . ""
[S3] "" she will try to kill me , as she tried to kill me before . ""
[S4] "" oh ! ""
[S5] "" come , let us escape to the hills . ""
[S6] "" not at all , "" replied the other princess , throwing her arms round the trembling gold - tree .
[S7] "" i am not afraid of thy lady step - mother . ""
[S8] "" come with me . ""
[S9] "" we will go down to the sea shore to greet her . ""
[S10] so they both went down to the edge of the water .
[S11] when queen silver - tree saw her step - daughter coming she pretended to be very glad , and sprang out of the boat and ran to meet her .
[S12] she held out a silver goblet full of wine for her to drink .
[S13] "" it is rare wine from the east , "" she said , "" and therefore very precious . ""
[S14] "" i brought a flagon with me , so that we might pledge each other in a loving cup . ""

QA:
Q: what did the queen give to gold-tree ?
A: a rare wine .",[12],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,gold-tree-and-silver-tree,199,action,local,explicit,"[S0] "" oh , what shall i do , what shall i do ? "" she cried .
[S1] "" i see my father 's long ship coming . ""
[S2] "" i know that my cruel step - mother is on board . ""
[S3] "" she will try to kill me , as she tried to kill me before . ""
[S4] "" oh ! ""
[S5] "" come , let us escape to the hills . ""
[S6] "" not at all , "" replied the other princess , throwing her arms round the trembling gold - tree .
[S7] "" i am not afraid of thy lady step - mother . ""
[S8] "" come with me . ""
[S9] "" we will go down to the sea shore to greet her . ""
[S10] so they both went down to the edge of the water .
[S11] when queen silver - tree saw her step - daughter coming she pretended to be very glad , and sprang out of the boat and ran to meet her .
[S12] she held out a silver goblet full of wine for her to drink .
[S13] "" it is rare wine from the east , "" she said , "" and therefore very precious . ""
[S14] "" i brought a flagon with me , so that we might pledge each other in a loving cup . """,,Easy,[12],yes,,[S12] she held out a silver goblet full of wine for her to drink .,"Q: what did the queen give to gold-tree ?
A: a rare wine ."
EV201,high,Easy,"Full context:
[S0] once upon a time , in the city of shansi , there lived a scholar who found the company of others too noisy for him .
[S1] so he made his home in a buddhist temple .
[S2] yet he suffered because there were always so many gnats and fleas in his room that he could not sleep at night .
[S3] once he was resting on his bed after dinner , when suddenly two little knights with plumes in their helmets rode into the room .
[S4] they might have been two inches high , and rode horses about the size of grasshoppers .
[S5] on their gauntleted hands they held hunting falcons as large as flies .
[S6] they rode about the room with great rapidity .
[S7] the scholar had no more than set eyes on them when a third entered , clad like the others , but carrying a bow and arrows and leading a little hunting dog the size of an ant with him .
[S8] after him came a great throng of footmen and horsemen , several hundred in all .
[S9] and they had hunting falcons and hunting dogs by the hundred , too .
[S10] then the fleas and gnats began to rise in the air ; but were all slain by the falcons .
[S11] and the hunting dogs climbed on the bed , and sniffed along the walls trailing the fleas , and ate them up .
[S12] they followed the trace of whatever hid in the cracks , and nosed it out , so that in a short space of time they had killed nearly all the vermin .

QA:
Q: what will happen to the fleas and gnats in the room ?
A: they will be slain by the falcons .",[9],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-little-hunting-dog,200,prediction,summary,explicit,"[S0] once upon a time , in the city of shansi , there lived a scholar who found the company of others too noisy for him .
[S1] so he made his home in a buddhist temple .
[S2] yet he suffered because there were always so many gnats and fleas in his room that he could not sleep at night .
[S3] once he was resting on his bed after dinner , when suddenly two little knights with plumes in their helmets rode into the room .
[S4] they might have been two inches high , and rode horses about the size of grasshoppers .
[S5] on their gauntleted hands they held hunting falcons as large as flies .
[S6] they rode about the room with great rapidity .
[S7] the scholar had no more than set eyes on them when a third entered , clad like the others , but carrying a bow and arrows and leading a little hunting dog the size of an ant with him .
[S8] after him came a great throng of footmen and horsemen , several hundred in all .
[S9] and they had hunting falcons and hunting dogs by the hundred , too .
[S10] then the fleas and gnats began to rise in the air ; but were all slain by the falcons .
[S11] and the hunting dogs climbed on the bed , and sniffed along the walls trailing the fleas , and ate them up .
[S12] they followed the trace of whatever hid in the cracks , and nosed it out , so that in a short space of time they had killed nearly all the vermin .",,Easy,[9],yes,,"[S9] and they had hunting falcons and hunting dogs by the hundred , too .","Q: what will happen to the fleas and gnats in the room ?
A: they will be slain by the falcons ."
