sample_id,annotation_priority,suggested_difficulty_label,full_context_qa,required_evidence_ids,human_valid,human_difficulty_label,human_answer_directly_found,human_evidence_ids,human_notes,num_required_sentences,suggested_answer_directly_found,blind_sufficient,blind_reason,story_name,source_index,attribute,fairytale_scope,fairytale_explicitness,full_context_numbered,full_context_zh,removal_summary,selector_difficulty,selector_evidence_ids,selector_answer_directly_found,selector_reason,evidence_context_zh,qa_zh,evidence_context,qa
EV1143,high,Easy,"Full context:
[S0] shiro 's master thought this a strange request , because he knew quite well that not only did his neighbor not love his pet dog .
[S1] he never lost an opportunity of striking and tormenting him whenever the dog crossed his path .
[S2] but the good old man was too kind - hearted to refuse his neighbor , so he consented to lend the dog on condition that he should be taken great care of .
[S3] the wicked old man returned to his home with an evil smile on his face .
[S4] he told his wife how he had succeeded in his crafty intentions .
[S5] he then took his spade and hastened to his own field , forcing the unwilling shiro to follow him .
[S6] as soon as he reached a yenoki tree , he said to the dog , threateningly : "" if there were gold coins under your master 's tree , there must also be gold coins under my tree . ""
[S7] "" you must find them for me ! ""
[S8] "" where are they ? ""
[S9] "" where ? ""
[S10] "" where ? ""

QA:
Q: how did the old man feel about his neighbors request ?
A: confused .",[0],,,,,,1,yes,yes,"S0 directly states that Shiro's master thought the request strange, which supports the answer that he felt confused.",story-of-old-man-who-made-withered-trees-to-flower,1142,feeling,local,implicit,"[S0] shiro 's master thought this a strange request , because he knew quite well that not only did his neighbor not love his pet dog .
[S1] he never lost an opportunity of striking and tormenting him whenever the dog crossed his path .
[S2] but the good old man was too kind - hearted to refuse his neighbor , so he consented to lend the dog on condition that he should be taken great care of .
[S3] the wicked old man returned to his home with an evil smile on his face .
[S4] he told his wife how he had succeeded in his crafty intentions .
[S5] he then took his spade and hastened to his own field , forcing the unwilling shiro to follow him .
[S6] as soon as he reached a yenoki tree , he said to the dog , threateningly : "" if there were gold coins under your master 's tree , there must also be gold coins under my tree . ""
[S7] "" you must find them for me ! ""
[S8] "" where are they ? ""
[S9] "" where ? ""
[S10] "" where ? """,,,Medium,[0],no,"S0 states the master found the request 'strange' due to the neighbor's known dislike for the dog, which implies confusion as the answer.",,,"[S0] shiro 's master thought this a strange request , because he knew quite well that not only did his neighbor not love his pet dog .","Q: how did the old man feel about his neighbors request ?
A: confused ."
EV1144,high,Medium,"Full context:
[S0] shiro 's master thought this a strange request , because he knew quite well that not only did his neighbor not love his pet dog .
[S1] he never lost an opportunity of striking and tormenting him whenever the dog crossed his path .
[S2] but the good old man was too kind - hearted to refuse his neighbor , so he consented to lend the dog on condition that he should be taken great care of .
[S3] the wicked old man returned to his home with an evil smile on his face .
[S4] he told his wife how he had succeeded in his crafty intentions .
[S5] he then took his spade and hastened to his own field , forcing the unwilling shiro to follow him .
[S6] as soon as he reached a yenoki tree , he said to the dog , threateningly : "" if there were gold coins under your master 's tree , there must also be gold coins under my tree . ""
[S7] "" you must find them for me ! ""
[S8] "" where are they ? ""
[S9] "" where ? ""
[S10] "" where ? ""

QA:
Q: why was shiro unwilling to follow the wicked old man ?
A: the wicked old man treated him poorly .",[1],,,,,,1,no,yes,"S1 implies that the wicked old man treated Shiro poorly by striking and tormenting him, which supports the claim that Shiro was unwilling to follow him.",story-of-old-man-who-made-withered-trees-to-flower,1143,causal relationship,local,implicit,"[S0] shiro 's master thought this a strange request , because he knew quite well that not only did his neighbor not love his pet dog .
[S1] he never lost an opportunity of striking and tormenting him whenever the dog crossed his path .
[S2] but the good old man was too kind - hearted to refuse his neighbor , so he consented to lend the dog on condition that he should be taken great care of .
[S3] the wicked old man returned to his home with an evil smile on his face .
[S4] he told his wife how he had succeeded in his crafty intentions .
[S5] he then took his spade and hastened to his own field , forcing the unwilling shiro to follow him .
[S6] as soon as he reached a yenoki tree , he said to the dog , threateningly : "" if there were gold coins under your master 's tree , there must also be gold coins under my tree . ""
[S7] "" you must find them for me ! ""
[S8] "" where are they ? ""
[S9] "" where ? ""
[S10] "" where ? """,,,Easy,[1],yes,"S1 directly states the neighbor's history of striking and tormenting the dog, explaining Shiro's unwillingness.",,,[S1] he never lost an opportunity of striking and tormenting him whenever the dog crossed his path .,"Q: why was shiro unwilling to follow the wicked old man ?
A: the wicked old man treated him poorly ."
EV1145,high,Hard,"Full context:
[S0] after waiting several days , as the dog shiro did not return , his master began to grow anxious .
[S1] day after day went by and the good old man waited in vain .
[S2] then he went to his neighbor and asked him to give him back his dog .
[S3] without any shame or hesitation , the wicked neighbor answered that he had killed shiro because of his bad behavior .
[S4] at this dreadful news shiro 's master wept many sad and bitter tears .
[S5] great indeed , was his woful surprise , but he was too good and gentle to reproach his bad neighbor .
[S6] learning that shiro was buried under the yenoki tree in the field , he asked the old man to give him the tree , in remembrance of his poor dog shiro .

QA:
Q: why did the neighbor confess to killing shiro without shame ?
A: he was a bad person .","[3, 5]",,,,,,2,no,yes,"The neighbor's lack of shame is mentioned in S3, and S5 implies his bad character by calling him a 'bad neighbor' and noting his wickedness.",story-of-old-man-who-made-withered-trees-to-flower,1144,causal relationship,local,implicit,"[S0] after waiting several days , as the dog shiro did not return , his master began to grow anxious .
[S1] day after day went by and the good old man waited in vain .
[S2] then he went to his neighbor and asked him to give him back his dog .
[S3] without any shame or hesitation , the wicked neighbor answered that he had killed shiro because of his bad behavior .
[S4] at this dreadful news shiro 's master wept many sad and bitter tears .
[S5] great indeed , was his woful surprise , but he was too good and gentle to reproach his bad neighbor .
[S6] learning that shiro was buried under the yenoki tree in the field , he asked the old man to give him the tree , in remembrance of his poor dog shiro .",,,Hard,"[3, 5]",no,"S3 shows the neighbor's shameless confession, and S5 explicitly labels him as 'bad,' which together justify the claim about his moral character.",,,"[S3] without any shame or hesitation , the wicked neighbor answered that he had killed shiro because of his bad behavior .
[S5] great indeed , was his woful surprise , but he was too good and gentle to reproach his bad neighbor .","Q: why did the neighbor confess to killing shiro without shame ?
A: he was a bad person ."
EV1146,high,Hard,"Full context:
[S0] after waiting several days , as the dog shiro did not return , his master began to grow anxious .
[S1] day after day went by and the good old man waited in vain .
[S2] then he went to his neighbor and asked him to give him back his dog .
[S3] without any shame or hesitation , the wicked neighbor answered that he had killed shiro because of his bad behavior .
[S4] at this dreadful news shiro 's master wept many sad and bitter tears .
[S5] great indeed , was his woful surprise , but he was too good and gentle to reproach his bad neighbor .
[S6] learning that shiro was buried under the yenoki tree in the field , he asked the old man to give him the tree , in remembrance of his poor dog shiro .
[S7] the old man did not in the least wish to lend it to his cruel neighbor , but he was too kind to refuse .
[S8] so the envious man carried home the mortar , but he never brought it back .
[S9] several days passed , and shiro 's master waited in vain for the mortar , so he went to call on the borrower .
[S10] he asked him to be good enough to return the mortar if he had finished with it .
[S11] he found him sitting by a big fire made of pieces of wood .
[S12] on the ground lay what looked very much like pieces of a broken mortar .
[S13] in answer to the old man 's inquiry , the wicked neighbor answered haughtily : "" have you come to ask me for your mortar ? ""
[S14] "" i broke it to pieces , and now i am making a fire of the wood . ""
[S15] "" when i tried to pound cakes in it only some horrid smelling stuff came out . ""

QA:
Q: why did the old man not want to lend the mortar to his neighbor ?
A: the neighbor killed his dog .","[3, 7]",,,,,,2,no,yes,"S7 states the old man did not wish to lend the mortar to his 'cruel neighbor', and S3 implies the neighbor's cruelty by stating he killed Shiro. This supports the inference that the old man did not want to lend the mortar because the neighbor killed his dog.",story-of-old-man-who-made-withered-trees-to-flower,1145,causal relationship,summary,implicit,"[S0] after waiting several days , as the dog shiro did not return , his master began to grow anxious .
[S1] day after day went by and the good old man waited in vain .
[S2] then he went to his neighbor and asked him to give him back his dog .
[S3] without any shame or hesitation , the wicked neighbor answered that he had killed shiro because of his bad behavior .
[S4] at this dreadful news shiro 's master wept many sad and bitter tears .
[S5] great indeed , was his woful surprise , but he was too good and gentle to reproach his bad neighbor .
[S6] learning that shiro was buried under the yenoki tree in the field , he asked the old man to give him the tree , in remembrance of his poor dog shiro .
[S7] the old man did not in the least wish to lend it to his cruel neighbor , but he was too kind to refuse .
[S8] so the envious man carried home the mortar , but he never brought it back .
[S9] several days passed , and shiro 's master waited in vain for the mortar , so he went to call on the borrower .
[S10] he asked him to be good enough to return the mortar if he had finished with it .
[S11] he found him sitting by a big fire made of pieces of wood .
[S12] on the ground lay what looked very much like pieces of a broken mortar .
[S13] in answer to the old man 's inquiry , the wicked neighbor answered haughtily : "" have you come to ask me for your mortar ? ""
[S14] "" i broke it to pieces , and now i am making a fire of the wood . ""
[S15] "" when i tried to pound cakes in it only some horrid smelling stuff came out . """,,,Hard,"[3, 7]",no,"S3 establishes the neighbor killed the dog, and S7 explains the old man's reluctance to lend the mortar due to the neighbor's cruelty, linking the two events.",,,"[S3] without any shame or hesitation , the wicked neighbor answered that he had killed shiro because of his bad behavior .
[S7] the old man did not in the least wish to lend it to his cruel neighbor , but he was too kind to refuse .","Q: why did the old man not want to lend the mortar to his neighbor ?
A: the neighbor killed his dog ."
EV1147,high,Medium,"Full context:
[S0] the good old man said : "" i am very sorry for that . ""
[S1] "" it is a great pity you did not ask me for the cakes if you wanted them . ""
[S2] "" i would have given you as many as ever you wanted . ""
[S3] "" now please give me the ashes of the mortar , as i wish to keep them in remembrance of my dog . ""
[S4] the neighbor consented at once , and the old man carried home a basket full of ashes .
[S5] not long after this the old man accidentally scattered some of the ashes made by the burning of the mortar on the trees of his garden .
[S6] a wonderful thing happened !
[S7] it was late in autumn and all the trees had shed their leaves , but no sooner did the ashes touch their branches than the cherry trees , the plum trees , and all other blossoming shrubs burst into bloom .
[S8] the old man 's garden was suddenly transformed into a beautiful picture of spring .
[S9] the old man 's delight knew no bounds , and he carefully preserved the remaining ashes .
[S10] the story of the old man 's garden spread far and wide , and people from far and near came to see the wonderful sight .
[S11] the old man now tucked up his kimono and made ready to climb the tree .
[S12] saying "" excuse me , "" he took the pot of ashes which he had brought with him , and began to climb the tree .
[S13] every one watched his movements with great interest .
[S14] at last he climbed to the spot where the tree divided into two great branches .
[S15] taking up his position here , the old man sat down and scattered the ashes right and left all over the branches and twigs .

QA:
Q: what will happen after the old man scatters the ashes ?
A: the tree will revive .",[7],,,,,,1,no,yes,"The context implies that the trees will revive when the ashes touch their branches, which aligns with the target answer, though it is not explicitly stated that the old man is the one scattering the ashes.",story-of-old-man-who-made-withered-trees-to-flower,1146,prediction,summary,implicit,"[S0] the good old man said : "" i am very sorry for that . ""
[S1] "" it is a great pity you did not ask me for the cakes if you wanted them . ""
[S2] "" i would have given you as many as ever you wanted . ""
[S3] "" now please give me the ashes of the mortar , as i wish to keep them in remembrance of my dog . ""
[S4] the neighbor consented at once , and the old man carried home a basket full of ashes .
[S5] not long after this the old man accidentally scattered some of the ashes made by the burning of the mortar on the trees of his garden .
[S6] a wonderful thing happened !
[S7] it was late in autumn and all the trees had shed their leaves , but no sooner did the ashes touch their branches than the cherry trees , the plum trees , and all other blossoming shrubs burst into bloom .
[S8] the old man 's garden was suddenly transformed into a beautiful picture of spring .
[S9] the old man 's delight knew no bounds , and he carefully preserved the remaining ashes .
[S10] the story of the old man 's garden spread far and wide , and people from far and near came to see the wonderful sight .
[S11] the old man now tucked up his kimono and made ready to climb the tree .
[S12] saying "" excuse me , "" he took the pot of ashes which he had brought with him , and began to climb the tree .
[S13] every one watched his movements with great interest .
[S14] at last he climbed to the spot where the tree divided into two great branches .
[S15] taking up his position here , the old man sat down and scattered the ashes right and left all over the branches and twigs .",,,Easy,[7],yes,"S7 directly states that the trees burst into bloom after the ashes were scattered, confirming the tree's revival.",,,"[S7] it was late in autumn and all the trees had shed their leaves , but no sooner did the ashes touch their branches than the cherry trees , the plum trees , and all other blossoming shrubs burst into bloom .","Q: what will happen after the old man scatters the ashes ?
A: the tree will revive ."
EV1148,high,Easy,"Full context:
[S0] there lived in a certain village a poor old woman who had collected a mess of beans , and was going to cook them .
[S1] so she made a fire on her hearth .
[S2] in order to make it burn better , she put in a handful of straw .
[S3] when the beans began to bubble in the pot , one of them fell out and lay , never noticed , near a straw which was already there .
[S4] soon a red - hot coal jumped out of the fire and joined the pair .
[S5] the straw began first , and said , "" dear friends , how do you come here ? ""
[S6] the coal answered , "" i jumped out of the fire by great good luck , or i should certainly have met with my death . ""
[S7] "" i should have been burned to ashes . ""
[S8] the bean said , "" i too have come out of it with a whole skin . ""
[S9] "" if the old woman had kept me in the pot i should have been cooked into a soft mass like my comrades . ""
[S10] "" nor should i have met with a better fate , "" said the straw .
[S11] "" the old woman has turned my brothers into fire and smoke , sixty of them she took up at once and deprived of life . ""
[S12] "" very luckily i managed to slip through her fingers . ""
[S13] "" what had we better do now ? "" said the coal .
[S14] "" i think , "" answered the bean , "" that as we have been so lucky as to escape with our lives , we will join in good fellowship together . ""
[S15] "" lest any more bad fortune should happen to us here , we will go abroad into foreign lands . ""

QA:
Q: why did the poor old woman collect a mess of beans ?
A: to cook them .",[0],,,,,,1,yes,yes,"S0 directly states that the poor old woman collected a mess of beans and was going to cook them, which justifies the target answer.",the-straw-the-coal-and-the-bean,1147,causal relationship,local,implicit,"[S0] there lived in a certain village a poor old woman who had collected a mess of beans , and was going to cook them .
[S1] so she made a fire on her hearth .
[S2] in order to make it burn better , she put in a handful of straw .
[S3] when the beans began to bubble in the pot , one of them fell out and lay , never noticed , near a straw which was already there .
[S4] soon a red - hot coal jumped out of the fire and joined the pair .
[S5] the straw began first , and said , "" dear friends , how do you come here ? ""
[S6] the coal answered , "" i jumped out of the fire by great good luck , or i should certainly have met with my death . ""
[S7] "" i should have been burned to ashes . ""
[S8] the bean said , "" i too have come out of it with a whole skin . ""
[S9] "" if the old woman had kept me in the pot i should have been cooked into a soft mass like my comrades . ""
[S10] "" nor should i have met with a better fate , "" said the straw .
[S11] "" the old woman has turned my brothers into fire and smoke , sixty of them she took up at once and deprived of life . ""
[S12] "" very luckily i managed to slip through her fingers . ""
[S13] "" what had we better do now ? "" said the coal .
[S14] "" i think , "" answered the bean , "" that as we have been so lucky as to escape with our lives , we will join in good fellowship together . ""
[S15] "" lest any more bad fortune should happen to us here , we will go abroad into foreign lands . """,,,Easy,[0],yes,S0 explicitly states the old woman collected beans to cook them.,,,"[S0] there lived in a certain village a poor old woman who had collected a mess of beans , and was going to cook them .","Q: why did the poor old woman collect a mess of beans ?
A: to cook them ."
EV1149,repair,Medium,"Full context:
[S0] the proposal pleased the two others , and forthwith they started on their travels .
[S1] soon they came to a little brook , and as there was no stepping - stone , and no bridge , they could not tell how they were to get to the other side .
[S2] the straw was struck with a good idea , and said , "" i will lay myself across , so that you can go over me as if i were a bridge ! ""
[S3] so the straw stretched himself from one bank to the other , and the coal , who was of an ardent nature , quickly trotted up to go over the new - made bridge .
[S4] when , however , she reached the middle , and heard the water rushing past beneath her , she was struck with terror , and stopped , and could get no farther .
[S5] so the straw began to get burnt , broke in two pieces , and fell in the brook .
[S6] the coal slipped down , hissing as she touched the water , and gave up the ghost .
[S7] the bean , who had prudently remained behind on the bank , could not help laughing at the sight .
[S8] not being able to contain herself , she went on laughing so excessively that she burst .
[S9] and now would she certainly have been undone for ever , if a tailor on his travels had not by good luck stopped to rest himself by the brook .
[S10] as he had a compassionate heart , he took out needle and thread and stitched her together again .
[S11] the bean thanked him in the most elegant manner , but as he had sewn her up with black stitches , all beans since then have a black seam .

QA:
Q: why did the straw stretch himself from one back to another ?
A: to allow the bean and the coal to cross the brook .","[2, 3]",,,,,,2,yes,no,"The evidence sentences mention the coal going over the bridge, but there is no mention of the bean in the provided context, making the target answer unsupported.",the-straw-the-coal-and-the-bean,1148,causal relationship,local,implicit,"[S0] the proposal pleased the two others , and forthwith they started on their travels .
[S1] soon they came to a little brook , and as there was no stepping - stone , and no bridge , they could not tell how they were to get to the other side .
[S2] the straw was struck with a good idea , and said , "" i will lay myself across , so that you can go over me as if i were a bridge ! ""
[S3] so the straw stretched himself from one bank to the other , and the coal , who was of an ardent nature , quickly trotted up to go over the new - made bridge .
[S4] when , however , she reached the middle , and heard the water rushing past beneath her , she was struck with terror , and stopped , and could get no farther .
[S5] so the straw began to get burnt , broke in two pieces , and fell in the brook .
[S6] the coal slipped down , hissing as she touched the water , and gave up the ghost .
[S7] the bean , who had prudently remained behind on the bank , could not help laughing at the sight .
[S8] not being able to contain herself , she went on laughing so excessively that she burst .
[S9] and now would she certainly have been undone for ever , if a tailor on his travels had not by good luck stopped to rest himself by the brook .
[S10] as he had a compassionate heart , he took out needle and thread and stitched her together again .
[S11] the bean thanked him in the most elegant manner , but as he had sewn her up with black stitches , all beans since then have a black seam .",,,Medium,"[2, 3]",yes,S2 and S3 directly state the straw's intention to act as a bridge for the others to cross.,,,"[S2] the straw was struck with a good idea , and said , "" i will lay myself across , so that you can go over me as if i were a bridge ! ""
[S3] so the straw stretched himself from one bank to the other , and the coal , who was of an ardent nature , quickly trotted up to go over the new - made bridge .","Q: why did the straw stretch himself from one back to another ?
A: to allow the bean and the coal to cross the brook ."
EV1150,high,Easy,"Full context:
[S0] the proposal pleased the two others , and forthwith they started on their travels .
[S1] soon they came to a little brook , and as there was no stepping - stone , and no bridge , they could not tell how they were to get to the other side .
[S2] the straw was struck with a good idea , and said , "" i will lay myself across , so that you can go over me as if i were a bridge ! ""
[S3] so the straw stretched himself from one bank to the other , and the coal , who was of an ardent nature , quickly trotted up to go over the new - made bridge .
[S4] when , however , she reached the middle , and heard the water rushing past beneath her , she was struck with terror , and stopped , and could get no farther .
[S5] so the straw began to get burnt , broke in two pieces , and fell in the brook .
[S6] the coal slipped down , hissing as she touched the water , and gave up the ghost .
[S7] the bean , who had prudently remained behind on the bank , could not help laughing at the sight .
[S8] not being able to contain herself , she went on laughing so excessively that she burst .
[S9] and now would she certainly have been undone for ever , if a tailor on his travels had not by good luck stopped to rest himself by the brook .
[S10] as he had a compassionate heart , he took out needle and thread and stitched her together again .
[S11] the bean thanked him in the most elegant manner , but as he had sewn her up with black stitches , all beans since then have a black seam .

QA:
Q: how did the coal feel when she reached the middle of the bridge ?
A: terrified .",[4],,,,,,1,yes,yes,S4 directly states that she was struck with terror when she reached the middle of the bridge.,the-straw-the-coal-and-the-bean,1149,feeling,local,implicit,"[S0] the proposal pleased the two others , and forthwith they started on their travels .
[S1] soon they came to a little brook , and as there was no stepping - stone , and no bridge , they could not tell how they were to get to the other side .
[S2] the straw was struck with a good idea , and said , "" i will lay myself across , so that you can go over me as if i were a bridge ! ""
[S3] so the straw stretched himself from one bank to the other , and the coal , who was of an ardent nature , quickly trotted up to go over the new - made bridge .
[S4] when , however , she reached the middle , and heard the water rushing past beneath her , she was struck with terror , and stopped , and could get no farther .
[S5] so the straw began to get burnt , broke in two pieces , and fell in the brook .
[S6] the coal slipped down , hissing as she touched the water , and gave up the ghost .
[S7] the bean , who had prudently remained behind on the bank , could not help laughing at the sight .
[S8] not being able to contain herself , she went on laughing so excessively that she burst .
[S9] and now would she certainly have been undone for ever , if a tailor on his travels had not by good luck stopped to rest himself by the brook .
[S10] as he had a compassionate heart , he took out needle and thread and stitched her together again .
[S11] the bean thanked him in the most elegant manner , but as he had sewn her up with black stitches , all beans since then have a black seam .",,,Easy,[4],yes,S4 directly states the coal was struck with terror when reaching the middle of the bridge.,,,"[S4] when , however , she reached the middle , and heard the water rushing past beneath her , she was struck with terror , and stopped , and could get no farther .","Q: how did the coal feel when she reached the middle of the bridge ?
A: terrified ."
EV1151,high,Medium,"Full context:
[S0] once upon a time there lived a king and queen , who were the best creatures in the world , and so kind - hearted that they could not bear to see their subjects want for anything .
[S1] the consequence was that they gradually gave away all their treasures , till they positively had nothing left to live upon ; and this coming to the ears of their neighbour , king bruin , he promptly raised a large army and marched into their country .
[S2] the poor king , having no means of defending his kingdom , was forced to disguise himself with a false beard , and carrying his only son , the little prince featherhead , in his arms , and accompanied only by the queen , to make the best of his way into the wild country .
[S3] they were lucky enough to escape the soldiers of king bruin , and at last , after unheard - of fatigues and adventures , they found themselves in a charming green valley , through which flowed a stream clear as crystal and overshadowed by beautiful trees .

QA:
Q: why did king bruin invade the king ?
A: king bruin heard the king had no more treasures .",[1],,,,,,1,no,yes,"The context implies that King Bruin invaded after hearing about the king having nothing left, but it does not explicitly state that the reason was the lack of treasures.",prince-featherhead-and-the-princess-celandine,1150,causal relationship,local,implicit,"[S0] once upon a time there lived a king and queen , who were the best creatures in the world , and so kind - hearted that they could not bear to see their subjects want for anything .
[S1] the consequence was that they gradually gave away all their treasures , till they positively had nothing left to live upon ; and this coming to the ears of their neighbour , king bruin , he promptly raised a large army and marched into their country .
[S2] the poor king , having no means of defending his kingdom , was forced to disguise himself with a false beard , and carrying his only son , the little prince featherhead , in his arms , and accompanied only by the queen , to make the best of his way into the wild country .
[S3] they were lucky enough to escape the soldiers of king bruin , and at last , after unheard - of fatigues and adventures , they found themselves in a charming green valley , through which flowed a stream clear as crystal and overshadowed by beautiful trees .",,,Easy,[1],yes,S1 directly states that King Bruin invaded after hearing the king had no treasures left.,,,"[S1] the consequence was that they gradually gave away all their treasures , till they positively had nothing left to live upon ; and this coming to the ears of their neighbour , king bruin , he promptly raised a large army and marched into their country .","Q: why did king bruin invade the king ?
A: king bruin heard the king had no more treasures ."
EV1152,high,Hard,"Full context:
[S0] as they looked round them with delight , a voice said suddenly : ' fish , and see what you will catch . '
[S1] now the king had always loved fishing , and never went anywhere without a fish - hook or two in his pocket , so he drew one out hastily , and the queen lent him her girdle to fasten it to , and it had hardly touched the water before it caught a big fish , which made them an excellent meal -- and not before they needed it , for they had found nothing until then but a few wild berries and roots .
[S2] they thought that for the present they could not do better than stay in this delightful place , and the king set to work , and soon built a bower of branches to shelter them ; and when it was finished the queen was so charmed with it that she declared nothing was lacking to complete her happiness but a flock of sheep , which she and the little prince might tend while the king fished .
[S3] they soon found that the fish were not only abundant and easily caught , but also very beautiful , with glittering scales of every imaginable hue ; and before long the king discovered that he could teach them to talk and whistle better than any parrot .
[S4] then he determined to carry some to the nearest town and try to sell them ; and as no one had ever before seen any like them the people flocked about him eagerly and bought all he had caught , so that presently not a house in the city was considered complete without a crystal bowl full of fish , and the king 's customers were very particular about having them to match the rest of the furniture , and gave him a vast amount of trouble in choosing them .
[S5] however , the money he obtained in this way enabled him to buy the queen her flock of sheep , as well as many of the other things which go to make life pleasant , so that they never once regretted their lost kingdom .

QA:
Q: how will the king and queen live after king bruin drove them out of their kingdom ?
A: they will live a simple life .","[2, 5]",,,,,,2,no,yes,"The evidence sentences imply a simple life through the queen's desire for a flock of sheep and pleasant things, and the king's action of building a bower, but the phrase 'simple life' is not directly stated.",prince-featherhead-and-the-princess-celandine,1151,action,summary,implicit,"[S0] as they looked round them with delight , a voice said suddenly : ' fish , and see what you will catch . '
[S1] now the king had always loved fishing , and never went anywhere without a fish - hook or two in his pocket , so he drew one out hastily , and the queen lent him her girdle to fasten it to , and it had hardly touched the water before it caught a big fish , which made them an excellent meal -- and not before they needed it , for they had found nothing until then but a few wild berries and roots .
[S2] they thought that for the present they could not do better than stay in this delightful place , and the king set to work , and soon built a bower of branches to shelter them ; and when it was finished the queen was so charmed with it that she declared nothing was lacking to complete her happiness but a flock of sheep , which she and the little prince might tend while the king fished .
[S3] they soon found that the fish were not only abundant and easily caught , but also very beautiful , with glittering scales of every imaginable hue ; and before long the king discovered that he could teach them to talk and whistle better than any parrot .
[S4] then he determined to carry some to the nearest town and try to sell them ; and as no one had ever before seen any like them the people flocked about him eagerly and bought all he had caught , so that presently not a house in the city was considered complete without a crystal bowl full of fish , and the king 's customers were very particular about having them to match the rest of the furniture , and gave him a vast amount of trouble in choosing them .
[S5] however , the money he obtained in this way enabled him to buy the queen her flock of sheep , as well as many of the other things which go to make life pleasant , so that they never once regretted their lost kingdom .",,,Hard,"[2, 5]",no,"S2 describes their decision to stay in the valley and build a bower, while S5 explains how the king's earnings from selling fish enabled them to acquire necessities, supporting the inference of a simple life.",,,"[S2] they thought that for the present they could not do better than stay in this delightful place , and the king set to work , and soon built a bower of branches to shelter them ; and when it was finished the queen was so charmed with it that she declared nothing was lacking to complete her happiness but a flock of sheep , which she and the little prince might tend while the king fished .
[S5] however , the money he obtained in this way enabled him to buy the queen her flock of sheep , as well as many of the other things which go to make life pleasant , so that they never once regretted their lost kingdom .","Q: how will the king and queen live after king bruin drove them out of their kingdom ?
A: they will live a simple life ."
EV1153,high,Medium,"Full context:
[S0] then he determined to carry some to the nearest town and try to sell them ; and as no one had ever before seen any like them the people flocked about him eagerly and bought all he had caught , so that presently not a house in the city was considered complete without a crystal bowl full of fish , and the king 's customers were very particular about having them to match the rest of the furniture , and gave him a vast amount of trouble in choosing them .
[S1] however , the money he obtained in this way enabled him to buy the queen her flock of sheep , as well as many of the other things which go to make life pleasant , so that they never once regretted their lost kingdom .

QA:
Q: why did the king sell the fish he caught ?
A: he needed to make money .",[1],,,,,,1,no,yes,"S1 implies that the money obtained was used to buy things for the queen, suggesting he needed money, but it does not directly state that he sold the fish to make money.",prince-featherhead-and-the-princess-celandine,1152,causal relationship,local,implicit,"[S0] then he determined to carry some to the nearest town and try to sell them ; and as no one had ever before seen any like them the people flocked about him eagerly and bought all he had caught , so that presently not a house in the city was considered complete without a crystal bowl full of fish , and the king 's customers were very particular about having them to match the rest of the furniture , and gave him a vast amount of trouble in choosing them .
[S1] however , the money he obtained in this way enabled him to buy the queen her flock of sheep , as well as many of the other things which go to make life pleasant , so that they never once regretted their lost kingdom .",,,Easy,[1],yes,S1 explicitly states the king sold the fish to obtain money for the queen's flock and other necessities.,,,"[S1] however , the money he obtained in this way enabled him to buy the queen her flock of sheep , as well as many of the other things which go to make life pleasant , so that they never once regretted their lost kingdom .","Q: why did the king sell the fish he caught ?
A: he needed to make money ."
